# TimeStamp(s) Latency-avg(ms) Stdev
0 23.555 6.345
10 23.906 6.689
20 24.314 9.498
30 23.56 6.912
40 23.498 6.992
50 24.68 7.568
60 24.365 7.469
70 23.563 7.228
80 23.154 6.526
90 24.281 7.207
100 23.726 7.108
110 23.652 7.109
120 23.283 6.6
130 23.854 7.301
140 23.091 6.295
150 25.021 7.687
160 23.918 7.599
170 23.963 7.054
180 24.262 7.203
190 24.71 7.786
200 24.214 7.639
210 24.215 7.615
220 23.276 6.967
230 23.344 7.273
240 24.434 7.073
250 24.575 7.342
260 24.906 11.937
270 23.706 6.493
280 23.772 6.713
290 24.359 7.485
300 23.967 7.274
310 24.019 7.308
320 23.643 7.209
330 23.98 7.355
340 24.38 6.656
350 24.215 7.09
360 24.081 6.724
370 24.2 7.022
380 23.871 6.889
390 24.485 8.019
400 23.786 6.937
410 23.694 7.014
420 23.963 7.47
430 24.35 7.285
440 24.033 6.556
450 24.256 7.028
460 24.053 7.703
470 23.571 7.176
480 23.813 7.114
490 23.858 7.14
500 24.038 7.112
510 24.412 7.368
520 24.245 7.642
530 24.817 6.837
540 24.917 7.925
550 24.112 7.056
560 24.125 7.107
570 24.164 7.289
580 23.728 6.988
590 24.329 7.559
600 23.862 7.23
610 24.774 7.678
620 23.449 6.68
630 24.106 7.544
640 24.258 7.039
650 24.052 7.218
660 23.966 7.114
670 23.948 7.104
680 23.934 7.346
690 23.874 7.182
700 24.046 6.871
710 23.545 6.876
720 23.982 7.143
730 24.89 7.263
740 24.285 6.83
750 23.74 7.035
760 24.402 7.823
770 24.106 7.402
780 24.312 7.419
790 23.749 7.077
800 23.61 6.914
810 24.132 7.708
820 25.768 8.545
830 24.351 7.113
840 24.356 7.235
850 23.133 6.71
860 24.339 7.398
870 24.49 7.828
880 23.589 6.843
890 24.12 6.699
900 23.46 6.652
910 24.187 7.796
920 24.7 6.884
930 24.553 7.805
940 24.465 7.01
950 23.985 7.258
960 23.527 6.767
970 23.887 7.087
980 23.655 6.607
990 23.154 6.767
1000 23.3 6.415
1010 24.459 7.597
1020 24.021 7.032
1030 24.194 6.882
1040 24.14 7.089
1050 23.805 6.663
1060 24.176 7.191
1070 23.762 6.634
1080 23.464 6.712
1090 23.95 7.18
1100 23.584 6.75
1110 24.697 7.645
1120 24.128 6.753
1130 24.528 7.618
1140 24.146 7.388
1150 24.149 7.268
1160 23.412 6.677
1170 23.039 6.324
1180 23.185 6.65
1190 23.218 7.026
1200 23.8 7.768
1210 24.581 7.775
1220 23.906 7.102
1230 23.292 6.64
1240 23.258 6.762
1250 23.433 6.359
1260 23.321 7.536
1270 23.193 7.272
1280 23.73 9.545
1290 23.237 7.251
1300 24.442 8.311
1310 24.047 6.722
1320 24.527 7.615
1330 23.702 6.78
1340 23.623 7.243
1350 23.591 6.93
1360 23.01 6.704
1370 23.45 7.444
1380 22.96 7.115
1390 22.742 6.803
1400 23.856 7.234
1410 23.82 7.436
1420 24.071 7.776
1430 24.151 7.53
1440 24.033 7.745
1450 23.358 7.249
1460 23.384 7.403
1470 23.295 7.461
1480 23.163 7.531
1490 22.861 6.298
1500 23.162 6.552
1510 23.566 6.861
1520 24.048 7.489
1530 23.11 7.021
1540 23.228 6.948
1550 23.704 7.727
1560 22.935 7.001
1570 22.741 6.821
1580 22.943 7.015
1590 23.265 6.803
1600 23.78 6.978
1610 23.533 7.203
1620 23.145 7.376
1630 23.346 7.192
1640 22.92 6.616
1650 23.063 7.247
1660 22.933 7.391
1670 22.84 7.114
1680 22.564 6.735
1690 23.965 7.17
1700 23.473 6.582
1710 22.833 6.47
1720 23.634 7.198
1730 23.562 7.129
1740 23.039 7.057
1750 22.778 7.536
1760 22.44 6.573
1770 22.715 7.026
1780 22.709 6.194
1790 23.507 7.355
1800 23.406 6.971
1810 23.518 6.989
1820 23.139 7.016
1830 22.675 6.456
1840 23.004 6.679
1850 22.687 6.575
1860 23.213 7.136
1870 21.846 6.647
1880 22.844 7.008
1890 22.885 7.037
1900 22.613 6.68
1910 22.709 6.69
1920 22.216 6.203
1930 22.722 6.421
1940 22.626 6.645
1950 22.68 7.336
1960 22.328 6.989
1970 22.261 6.339
1980 23.017 6.553
1990 22.558 6.189
2000 22.774 7.329
2010 22.563 6.498
2020 23.055 6.813
2030 23.379 7.344
2040 22.716 7.166
2050 22.758 7.474
2060 22.278 6.805
2070 22.375 7.184
2080 23.116 7.687
2090 22.929 7.491
2100 23.137 7.566
2110 22.817 7.32
2120 22.34 6.842
2130 23.286 7.688
2140 22.841 7.505
2150 22.115 6.902
2160 21.795 6.738
2170 22.964 7.554
2180 22.893 7.451
2190 23.317 7.601
2200 22.39 6.725
2210 22.622 7.567
2220 22.08 6.884
2230 22.275 6.703
2240 22.337 7.191
2250 22.65 7.747
2260 22.263 7.197
2270 22.925 7.025
2280 22.773 7.174
2290 23.003 7.214
2300 22.929 7.165
2310 23.04 7.53
2320 22.557 7.563
2330 22.714 7.279
2340 22.208 7.16
2350 22.578 7.427
2360 22.43 7.096
2370 22.411 6.979
2380 22.663 6.955
2390 22.492 6.351
2400 22.052 7.227
2410 22.235 7.374
2420 22.478 6.987
2430 22.109 6.817
2440 22.314 7.46
2450 21.831 6.989
2460 22.524 7.195
2470 22.692 7.139
2480 22.928 7.546
2490 22.452 7.364
2500 22.692 7.484
2510 22.022 6.571
2520 21.976 6.789
2530 22.008 7.162
2540 22.139 7.155
2550 21.543 6.607
2560 22.952 7.153
2570 22.595 7.079
2580 22.178 6.526
2590 22.003 6.897
2600 22.361 7.286
2610 21.684 6.245
2620 22.039 6.745
2630 22.105 7.245
2640 21.726 7.143
2650 21.724 6.805
2660 22.388 6.848
2670 22.274 7.122
2680 22.503 7.619
2690 22.182 7.228
2700 21.848 6.449
2710 22.032 6.864
2720 21.606 6.485
2730 22.209 7.52
2740 22.693 7.992
2750 21.655 6.831
2760 22.337 6.956
2770 22.656 7.449
2780 22.02 7.176
2790 21.591 6.453
2800 21.878 6.725
2810 22.08 7.253
2820 21.435 6.56
2830 21.299 6.818
2840 21.67 7.007
2850 22.277 6.626
2860 22.229 6.713
2870 22.529 7.254
2880 22.323 7.472
2890 21.716 6.467
2900 22.08 6.907
