# TimeStamp(s) Latency-avg(ms) Stdev
0 14.7975 1.452
10 14.8565 1.5515
20 15.1375 2.08
30 14.863 1.233
40 14.8465 0.879
50 14.9315 1.201
60 14.6565 1.425
70 14.6925 1.6925
80 14.7055 1.3385
90 14.762 1.247
100 14.8355 1.2605
110 14.9695 1.47
120 14.899 1.266
130 14.8555 0.9065
140 14.987 1.392
150 14.9135 1.3205
160 14.5055 1.056
170 14.6475 1.3725
180 14.754 1.5125
190 14.923 1.5445
200 14.823 1.041
210 14.861 1.1415
220 14.834 1.1645
230 14.8315 0.897
240 14.892 1.0215
250 14.653 0.93
260 14.537 1.3955
270 14.5705 0.962
280 14.6585 0.969
290 14.792 1.0485
300 14.7565 0.8695
310 14.884 1.257
320 14.9775 1.549
330 14.8085 0.866
340 14.8825 1.084
350 14.6425 1.3955
360 14.5915 1.363
370 14.586 1.105
380 14.7865 1.3765
390 14.909 1.6175
400 14.8575 1.2365
410 14.8925 1.4385
420 14.938 1.4615
430 14.9125 1.4455
440 14.8935 1.374
450 14.919 5.352
460 14.5565 1.3305
470 14.6485 1.255
480 14.761 1.2655
490 14.823 1.3155
500 14.8425 1.458
510 14.7425 1.014
520 14.812 1.125
530 14.8495 1.3205
540 14.664 1.193
550 14.4425 1.0855
560 14.555 1.237
570 14.644 1.0895
580 14.7185 1.083
590 14.7425 1.085
