# TimeStamp(s) Latency-avg(ms) Stdev
0 19.154 49.268
10 19.971 50.695
20 10.5 17.678
30 24.25 61.93
40 16.271 36.59
50 8.046 1.278
60 8.264 1.789
70 13.641 32.447
80 12.324 27.426
90 7.617 1.422
100 7.663 1.055
110 8.077 1.958
120 8.121 2.056
130 11.947 26.882
140 7.903 1.148
150 15.149 41.068
160 11.413 23.014
170 8.095 1.491
180 10.638 20.949
190 7.838 2.097
200 8.39 2.523
210 8.174 1.741
220 8.324 2.183
230 30.302 64.557
240 22.473 50.774
250 8.41 2.047
260 8.063 1.37
270 10.538 19.15
280 7.559 1.105
290 7.532 0.922
300 7.988 1.739
310 20.416 53.597
320 8.031 1.606
330 7.916 1.224
340 7.86 0.957
350 7.892 1.027
360 11.002 21.746
370 16.021 45.237
380 13.66 37.103
390 7.761 1.879
400 7.685 1.052
410 11.26 21.536
420 7.919 1.188
430 7.85 1.001
440 7.857 0.96
450 7.986 1.128
460 8.394 1.887
470 22.484 51.873
480 10.535 22.005
490 7.551 0.995
500 7.759 1.236
510 13.981 37.067
520 15.519 43.652
530 8.294 5.367
540 7.845 0.923
550 7.867 0.922
560 7.913 1.059
570 7.653 0.908
580 8.813 10.237
590 8.509 3.673
600 18.318 45.092
610 8.112 1.67
620 15.381 40.63
630 8.082 1.415
640 8.181 1.863
650 8.42 2.035
660 10.982 21.303
670 11.673 26.928
680 7.485 1.04
690 7.632 1.482
700 7.689 0.959
710 7.795 1.018
720 7.833 0.944
730 7.826 0.901
740 15.642 43.377
750 8.244 1.587
760 8.197 1.637
770 10.188 19.326
780 15.64 38.335
790 12.442 26.696
800 18.663 46.967
810 7.994 1.61
820 8.141 2.018
830 12.559 30.088
840 7.886 1.222
850 7.975 1.375
860 17.125 36.539
870 13.081 32.856
880 7.521 1.11
890 7.608 0.988
900 7.736 0.977
910 7.968 1.728
920 16.341 47.099
930 13.57 34.345
940 8.122 1.844
950 8.255 4.415
960 12.443 25.078
970 7.493 1.179
980 7.488 1.022
990 12.624 31.66
1000 7.766 1.155
1010 7.824 1.069
1020 13.945 36.923
1030 7.836 1.111
1040 7.906 1.371
1050 7.909 0.992
1060 7.906 1.028
1070 7.469 1.397
1080 16.07 46.798
1090 8.21 2.243
1100 22.464 56.9
1110 16.571 43.65
1120 20.608 51.586
1130 8.034 1.348
1140 7.976 1.152
1150 7.879 0.892
1160 8.012 1.299
1170 7.475 1.443
1180 7.558 1.472
1190 7.663 1.572
1200 7.725 1
1210 7.751 0.906
1220 7.799 0.991
1230 7.827 0.928
1240 7.837 0.9
1250 7.948 1.122
1260 7.905 1.22
1270 7.497 1.181
1280 7.578 1.482
1290 7.805 1.965
1300 7.974 1.598
1310 11.624 24.254
1320 7.783 0.955
1330 7.808 1.056
1340 7.911 1.339
1350 15.679 41.862
1360 7.945 2.026
1370 7.795 2.463
1380 7.597 1.235
1390 8.436 6.258
1400 7.639 0.941
1410 16.26 47.085
1420 20.494 52.716
1430 7.835 1.347
1440 55.924 90.778
1450 14.416 32.541
1460 25.128 62.675
1470 13.311 28.968
1480 7.45 1.114
1490 7.488 1.068
1500 7.651 1.196
1510 7.576 0.982
1520 24.636 65.493
1530 7.692 1.164
1540 7.684 1.136
1550 7.971 6.906
1560 17.977 48.809
1570 12.837 34.524
1580 7.407 1.263
1590 7.468 1.061
1600 7.655 1.306
1610 7.641 1.243
1620 16.292 47.816
1630 7.549 1.015
1640 7.567 1.099
1650 7.567 0.988
1660 7.37 1.923
1670 26.415 63.426
1680 36.473 70.603
1690 19.43 47.178
1700 45.287 84.369
1710 13.738 31.273
1720 7.458 1.073
1730 7.435 0.97
1740 10.311 18.726
1750 27.975 68.655
1760 26.775 63.914
1770 23.254 54.863
1780 12.371 28.196
1790 7.673 2.045
1800 11.114 24.981
1810 10.295 21.139
1820 10.154 20.868
1830 17.595 43.867
1840 7.71 2
1850 12.01 30.013
1860 26.348 64.057
1870 11.205 25.994
1880 7.073 0.927
1890 10.174 18.737
1900 15.649 41.235
1910 32.084 69.627
1920 13.914 31.864
1930 45.85 86.052
1940 46.72 81.493
1950 54.497 88.4
1960 41.148 79.543
1970 38.798 68.617
1980 57.847 94.165
1990 67.698 95.81
2000 70.864 94.321
2010 66.744 98.103
2020 37.189 71.55
2030 45.72 81.828
2040 44.45 79.211
2050 50.454 87.18
2060 61.326 96.032
2070 69.014 98.458
2080 60.926 92.309
2090 51.6 85.697
2100 40.43 73.402
2110 65.314 102.511
2120 16.579 41.295
2130 16.292 41.497
2140 27.13 59.935
2150 20.651 50.857
2160 9.532 19.435
2170 21.641 51.213
2180 35.561 74.291
2190 30.851 60.199
2200 16.451 38.596
2210 41.326 79.601
2220 39.509 77.094
2230 8.995 11.308
2240 27.488 66.457
2250 16.406 41.643
2260 30.794 60.72
2270 15.898 35.663
2280 14.036 38.796
2290 7.1 1.15
2300 15.594 47.161
2310 7.19 1.657
2320 10.618 24.231
2330 14.79 35.85
2340 13.426 33.452
2350 7 10.767
2360 21.698 49.01
2370 23.968 60.386
2380 16.621 39.512
2390 37.786 67.58
2400 48.241 87.431
2410 65.42 93.419
2420 43.766 78.117
2430 23.914 57.48
2440 11.109 25.365
2450 29.887 67.263
2460 38.258 70.377
2470 54.985 87.958
2480 7.107 1.835
2490 14.781 36.867
2500 79.366 95.108
2510 45.775 88.408
2520 7.281 2.087
2530 22.273 55.113
2540 33.556 73.15
2550 30.321 69.056
2560 24.517 52.363
2570 30.818 65.698
2580 31.382 61.362
2590 19.63 48.503
2600 35.903 75.614
2610 45.449 74.778
2620 36.881 76.492
2630 52.693 84.173
2640 17.18 47.115
2650 26.414 53.801
2660 26.225 53.668
2670 15.202 34.177
2680 6.824 0.989
2690 8.289 12.347
2700 9.889 20.895
2710 24.848 58.697
2720 20.085 54.537
2730 15.324 34.596
2740 43.739 79.684
2750 6.713 1.811
2760 6.605 0.949
2770 6.977 1.618
2780 14.425 43.352
2790 9.209 18.019
2800 7.29 2.644
2810 21.248 55.508
2820 16.836 41.911
2830 37.42 72.313
2840 36.955 71.117
2850 63.659 95.787
2860 26.232 60.313
2870 26.192 62.75
2880 21.409 54.557
2890 24.325 58.942
2900 15.239 39.542
2910 22.816 54.833
2920 10.667 25.549
2930 15.454 41.259
2940 17.107 45.3
2950 25.649 63.861
2960 14.612 35.835
2970 18.558 50.12
2980 6.823 1.26
2990 14.254 42.062
3000 6.796 1.055
3010 6.934 1.634
3020 14.928 37.665
3030 15.749 48.908
3040 7.961 13.272
3050 15.234 47.271
3060 16.648 43.163
3070 40.303 76.773
3080 27.373 63.789
3090 39.102 75.871
3100 42.893 81.351
3110 39.748 83.396
3120 20.517 51.958
3130 10.163 20.822
3140 6.341 0.877
3150 15.204 39.649
3160 12.4 34.588
3170 19.078 52.716
3180 19.325 45.617
3190 9.371 18.34
3200 16.08 48.42
3210 11.382 29.575
3220 6.893 1.215
