20201017230645,172.20.10.5,5002,172.20.10.8,46152,3,0.0-10.0,2964990,2371992,9.013,8840,0,0.000,340211096
20201017230655,172.20.10.5,5002,172.20.10.8,46152,3,10.0-20.0,2948820,2359056,25.265,14763,0,0.000,-1796463749
20201017230705,172.20.10.5,5002,172.20.10.8,46152,3,20.0-30.0,3138450,2510760,11.668,16530,0,0.000,1147088774
20201017230715,172.20.10.5,5002,172.20.10.8,46152,3,30.0-40.0,2816520,2253216,9.874,15799,0,0.000,-1343162225
20201017230725,172.20.10.5,5002,172.20.10.8,46152,3,40.0-50.0,2763600,2210880,8.073,16486,0,0.000,1541567266
20201017230735,172.20.10.5,5002,172.20.10.8,46152,3,50.0-60.0,2757720,2206176,7.504,15192,0,0.000,295926971
20201017230745,172.20.10.5,5002,172.20.10.8,46152,3,60.0-70.0,3201660,2561328,15.195,18290,0,0.000,-659731150
20201017230755,172.20.10.5,5002,172.20.10.8,46152,3,70.0-80.0,3397170,2717736,9.583,14540,0,0.000,-1772683968
20201017230805,172.20.10.5,5002,172.20.10.8,46152,3,80.0-90.0,3054660,2443728,10.150,15096,0,0.000,-1066864474
20201017230816,172.20.10.5,5002,172.20.10.8,46152,3,90.0-100.0,2646000,2116800,51.778,14972,0,0.000,356462824
20201017230825,172.20.10.5,5002,172.20.10.8,46152,3,100.0-110.0,2593080,2074464,8.898,17994,0,0.000,731696524
20201017230835,172.20.10.5,5002,172.20.10.8,46152,3,110.0-120.0,2788590,2230872,8.521,16261,0,0.000,1321273671
20201017230845,172.20.10.5,5002,172.20.10.8,46152,3,120.0-130.0,2913540,2330832,8.696,16018,0,0.000,-190887435
20201017230855,172.20.10.5,5002,172.20.10.8,46152,3,130.0-140.0,2916480,2333184,9.265,12387,0,0.000,1572320851
20201017230905,172.20.10.5,5002,172.20.10.8,46152,3,140.0-150.0,3047310,2437848,8.442,12349,0,0.000,1978627286
20201017230915,172.20.10.5,5002,172.20.10.8,46152,3,150.0-160.0,3442740,2754192,7.044,16604,0,0.000,131483217
20201017230925,172.20.10.5,5002,172.20.10.8,46152,3,160.0-170.0,2831220,2264976,10.627,14175,0,0.000,-1044332462
20201017230935,172.20.10.5,5002,172.20.10.8,46152,3,170.0-180.0,3306030,2644824,10.370,16683,0,0.000,-1703286206
20201017230945,172.20.10.5,5002,172.20.10.8,46152,3,180.0-190.0,2929710,2343768,9.115,15995,0,0.000,-1321822268
20201017230955,172.20.10.5,5002,172.20.10.8,46152,3,190.0-200.0,2660700,2128560,6.357,14227,0,0.000,-1635820929
20201017231005,172.20.10.5,5002,172.20.10.8,46152,3,200.0-210.0,3147270,2517816,4.453,17988,0,0.000,1289407689
20201017231015,172.20.10.5,5002,172.20.10.8,46152,3,210.0-220.0,3034080,2427264,7.658,16242,0,0.000,-2000376443
20201017231025,172.20.10.5,5002,172.20.10.8,46152,3,220.0-230.0,3182550,2546040,8.295,15644,0,0.000,1734724002
20201017231035,172.20.10.5,5002,172.20.10.8,46152,3,230.0-240.0,3335430,2668344,6.005,16681,0,0.000,1269225164
20201017231045,172.20.10.5,5002,172.20.10.8,46152,3,240.0-250.0,3591210,2872968,7.469,15394,0,0.000,-1501805854
20201017231055,172.20.10.5,5002,172.20.10.8,46152,3,250.0-260.0,3167850,2534280,6.022,15016,0,0.000,133318826
20201017231105,172.20.10.5,5002,172.20.10.8,46152,3,260.0-270.0,3106110,2484888,7.639,14911,0,0.000,-1679235334
20201017231115,172.20.10.5,5002,172.20.10.8,46152,3,270.0-280.0,3381000,2704800,10.956,19411,0,0.000,-1357669410
20201017231125,172.20.10.5,5002,172.20.10.8,46152,3,280.0-290.0,3633840,2907072,10.132,14742,0,0.000,582343074
20201017231135,172.20.10.5,5002,172.20.10.8,46152,3,290.0-300.0,3408930,2727144,5.581,14515,0,0.000,263811108
20201017231145,172.20.10.5,5002,172.20.10.8,46152,3,300.0-310.0,3528000,2822400,12.165,16178,0,0.000,866021503
20201017231155,172.20.10.5,5002,172.20.10.8,46152,3,310.0-320.0,3019380,2415504,10.702,12341,0,0.000,1162132519
20201017231205,172.20.10.5,5002,172.20.10.8,46152,3,320.0-330.0,2970870,2376696,64.082,16397,0,0.000,13525253
20201017231215,172.20.10.5,5002,172.20.10.8,46152,3,330.0-340.0,3192840,2554272,7.536,16148,0,0.000,56265947
20201017231225,172.20.10.5,5002,172.20.10.8,46152,3,340.0-350.0,3289860,2631888,4.778,15506,0,0.000,1250923748
20201017231235,172.20.10.5,5002,172.20.10.8,46152,3,350.0-360.0,3307500,2646000,6.030,14385,0,0.000,-213005592
20201017231245,172.20.10.5,5002,172.20.10.8,46152,3,360.0-370.0,3316320,2653056,7.254,17647,0,0.000,-963308748
20201017231255,172.20.10.5,5002,172.20.10.8,46152,3,370.0-380.0,3658830,2927064,8.020,14761,0,0.000,-2141259058
20201017231305,172.20.10.5,5002,172.20.10.8,46152,3,380.0-390.0,3516240,2812992,7.714,12937,0,0.000,1492549467
20201017231315,172.20.10.5,5002,172.20.10.8,46152,3,390.0-400.0,3367770,2694216,13.684,14446,0,0.000,-226847768
20201017231325,172.20.10.5,5002,172.20.10.8,46152,3,400.0-410.0,3042900,2434320,7.367,16520,0,0.000,-637660556
20201017231335,172.20.10.5,5002,172.20.10.8,46152,3,410.0-420.0,3422160,2737728,6.606,15527,0,0.000,1865442250
20201017231345,172.20.10.5,5002,172.20.10.8,46152,3,420.0-430.0,3642660,2914128,9.961,15819,0,0.000,639421267
20201017231355,172.20.10.5,5002,172.20.10.8,46152,3,430.0-440.0,3286920,2629536,9.214,15603,0,0.000,1963902026
20201017231405,172.20.10.5,5002,172.20.10.8,46152,3,440.0-450.0,3552990,2842392,7.666,17214,0,0.000,-1797974695
20201017231415,172.20.10.5,5002,172.20.10.8,46152,3,450.0-460.0,3498600,2798880,11.995,14911,0,0.000,1280715481
20201017231425,172.20.10.5,5002,172.20.10.8,46152,3,460.0-470.0,3379530,2703624,8.017,14931,0,0.000,787701489
20201017231435,172.20.10.5,5002,172.20.10.8,46152,3,470.0-480.0,3414810,2731848,8.989,15124,0,0.000,1848507447
20201017231445,172.20.10.5,5002,172.20.10.8,46152,3,480.0-490.0,3407460,2725968,8.022,12757,0,0.000,968682508
20201017231455,172.20.10.5,5002,172.20.10.8,46152,3,490.0-500.0,3289860,2631888,10.325,15165,0,0.000,811460810
20201017231505,172.20.10.5,5002,172.20.10.8,46152,3,500.0-510.0,3463320,2770656,6.908,17297,0,0.000,-1096415353
20201017231515,172.20.10.5,5002,172.20.10.8,46152,3,510.0-520.0,3358950,2687160,4.240,10169,0,0.000,1077362922
20201017231525,172.20.10.5,5002,172.20.10.8,46152,3,520.0-530.0,3189900,2551920,9.222,17430,0,0.000,-1227133513
20201017231535,172.20.10.5,5002,172.20.10.8,46152,3,530.0-540.0,3401580,2721264,8.245,14826,0,0.000,1894396310
20201017231545,172.20.10.5,5002,172.20.10.8,46152,3,540.0-550.0,3320730,2656584,7.308,14358,0,0.000,-2056373582
20201017231555,172.20.10.5,5002,172.20.10.8,46152,3,550.0-560.0,3522120,2817696,10.050,14412,0,0.000,727752669
20201017231605,172.20.10.5,5002,172.20.10.8,46152,3,560.0-570.0,3285450,2628360,8.320,15461,0,0.000,-2042633633
20201017231615,172.20.10.5,5002,172.20.10.8,46152,3,570.0-580.0,3338370,2670696,9.390,16671,0,0.000,1937292819
20201017231625,172.20.10.5,5002,172.20.10.8,46152,3,580.0-590.0,3545640,2836512,4.486,15063,0,0.000,-1677433579
20201017231635,172.20.10.5,5002,172.20.10.8,46152,3,590.0-600.0,3281040,2624832,9.347,16537,0,0.000,1286499341
20201017231645,172.20.10.5,5002,172.20.10.8,46152,3,600.0-610.0,3714690,2971752,5.963,15009,0,0.000,-1159954671
20201017231655,172.20.10.5,5002,172.20.10.8,46152,3,610.0-620.0,3566220,2852976,7.725,16350,0,0.000,1862921477
20201017231705,172.20.10.5,5002,172.20.10.8,46152,3,620.0-630.0,3526530,2821224,6.871,14885,0,0.000,-429397332
20201017231715,172.20.10.5,5002,172.20.10.8,46152,3,630.0-640.0,3313380,2650704,3.908,15742,0,0.000,1326962556
20201017231725,172.20.10.5,5002,172.20.10.8,46152,3,640.0-650.0,3064950,2451960,15.921,15826,0,0.000,-1543320279
20201017231735,172.20.10.5,5002,172.20.10.8,46152,3,650.0-660.0,3500070,2800056,7.227,15723,0,0.000,335929833
20201017231745,172.20.10.5,5002,172.20.10.8,46152,3,660.0-670.0,3275160,2620128,9.286,15717,0,0.000,-297979063
20201017231755,172.20.10.5,5002,172.20.10.8,46152,3,670.0-680.0,3457440,2765952,10.424,14515,0,0.000,599670835
20201017231805,172.20.10.5,5002,172.20.10.8,46152,3,680.0-690.0,3395700,2716560,11.145,16435,0,0.000,1197183469
20201017231815,172.20.10.5,5002,172.20.10.8,46152,3,690.0-700.0,3244290,2595432,7.146,13314,0,0.000,-1635137024
20201017231825,172.20.10.5,5002,172.20.10.8,46152,3,700.0-710.0,3064950,2451960,9.987,16400,0,0.000,225378322
