# TimeStamp(s) Latency-avg(ms) Stdev
0 27.187 10.846
10 26.5735 9.042
20 26.355 8.8315
30 26.4225 8.844
40 26.5215 9.3985
50 26.0005 8.7955
60 25.6615 8.799
70 26.452 8.5805
80 26.2385 8.469
90 26.647 8.7665
100 26.854 8.5425
110 26.3515 8.9085
120 26.241 8.607
130 26.3195 8.621
140 25.9875 8.6125
150 25.6185 8.4755
160 25.7235 8.8535
170 26.683 8.7145
180 26.445 8.174
190 27.1385 9.0245
200 26.209 9.178
210 26.1945 8.8675
220 25.826 8.6025
230 26.3615 8.669
240 25.95 8.168
250 25.6845 8.8525
260 26.6615 8.6785
270 26.855 8.6855
280 26.4775 8.749
290 26.6785 8.5345
300 26.461 8.789
310 26.11 8.711
320 25.669 8.662
330 26.148 8.6075
340 25.92 8.575
350 26.222 8.684
360 26.453 8.888
370 26.5305 8.432
380 26.426 8.6525
390 26.4125 8.225
400 26.0635 8.4825
410 26.483 8.626
420 26.383 8.6895
430 25.74 8.6355
440 25.4305 8.338
450 26.631 8.604
460 27.0135 8.738
470 26.4095 8.518
480 26.9475 8.552
490 26.6705 8.5495
500 26.3435 8.4835
510 26.266 8.926
520 26.05 8.759
530 25.7265 8.5785
540 26.503 8.6005
550 26.823 8.475
560 26.6585 8.6695
570 26.639 8.4395
580 26.777 8.7065
590 26.494 8.7185
