# TimeStamp(s) Latency-avg(ms) Stdev
0 14.7124 3.315
10 14.6014 3.0074
20 14.7318 3.081
30 14.73 3.0286
40 14.7236 3.03
50 14.7966 3.122
60 14.8078 3.1068
70 14.8388 3.1334
80 14.8964 3.1934
90 14.8502 3.1364
100 15.194 6.6826
110 14.7168 3.0374
120 14.8188 3.0324
130 14.8606 3.0758
140 14.893 3.1186
150 14.9064 3.081
160 14.9768 3.2196
170 14.9622 3.1756
180 14.9522 3.179
190 14.869 3.107
200 14.7712 3.0156
210 14.8568 3.0696
220 14.9874 3.0842
230 14.9846 3.1174
240 15.0702 3.1976
250 15.0558 3.1508
260 15.0484 3.1148
270 15.0782 3.2014
280 15.0756 3.178
290 14.895 3.0938
300 14.9524 3.0424
310 14.9834 3.0224
320 15.0718 3.0494
330 15.1428 3.129
340 15.0814 3.0956
350 15.208 3.186
360 15.179 3.1596
370 15.1746 3.1896
380 15.1184 3.129
390 14.9266 3.0556
400 15.0394 3.0174
410 15.1564 3.0304
420 15.1272 3.0768
430 15.1462 3.0782
440 15.239 3.1804
450 15.2192 3.1758
460 15.2494 3.1388
470 15.2842 3.2206
480 15.0794 3.0256
490 15.0342 2.961
500 15.193 3.0464
510 15.2008 3.0502
520 15.2836 3.146
530 15.2602 3.107
540 16.0034 7.9118
550 15.3064 3.1732
560 15.3434 3.1874
570 15.2902 3.1782
580 15.1072 3.0466
590 15.1826 3.0198
