# TimeStamp(s) Latency-avg(ms) Stdev
0 20.411 9.1758
10 20.0926 9.1572
20 20.0696 8.9024
30 19.905 8.6874
40 19.82 8.7466
50 19.723 9.4018
60 20.2816 8.8628
70 20.2312 9.0178
80 20.3704 8.6866
90 20.163 8.6216
100 19.8954 9.018
110 19.7264 8.8204
120 19.6108 8.8128
130 19.3882 8.8314
140 19.736 8.7742
150 19.806 9.1956
160 20.2182 9.0148
170 20.3402 8.922
180 19.8898 9.0086
190 20.0556 8.9446
200 19.5886 9.0236
210 19.6384 8.5246
220 20.1588 8.7856
230 19.9182 8.3692
240 19.1902 8.784
250 20.0896 8.5934
260 20.3236 8.932
270 20.0092 8.7626
280 20.0394 9.14
290 20.3142 8.6286
300 19.7544 8.5506
310 19.7716 8.3156
320 19.679 8.9768
330 19.2638 8.991
340 19.7186 8.867
350 20.2836 9.0946
360 20.4306 9.3382
370 20.2422 9.2302
380 19.757 8.9762
390 20.017 8.9308
400 19.3816 8.8286
410 19.3118 9.016
420 19.4146 8.8506
430 19.4142 9.0144
440 19.9416 8.8918
450 20.2762 8.7874
460 20.0474 9.1514
470 20.0008 9.0582
480 19.3568 8.5244
490 19.8696 10.287
500 19.573 8.8552
510 19.0354 8.7782
520 19.1364 8.722
530 20.0708 9.097
540 20.2794 8.654
550 20.0872 8.9874
560 19.8762 8.6694
570 19.6318 8.6432
580 19.5838 8.6474
590 19.1336 8.713
