"275830","9","-101","-6","-78","19","2021-05-24 13:38:48"
"275834","9","-105","-6","-77","20","2021-05-24 13:38:50"
"275838","9","-103","-6","-77","18","2021-05-24 13:38:52"
"275842","9","-105","-6","-79","18","2021-05-24 13:38:53"
"275846","9","-106","-7","-79","17","2021-05-24 13:38:55"
"275850","9","-104","-7","-77","19","2021-05-24 13:38:57"
"275854","9","-105","-6","-78","18","2021-05-24 13:38:59"
"275858","9","-101","-6","-75","21","2021-05-24 13:39:01"
"275862","9","-103","-6","-76","20","2021-05-24 13:39:03"
"275866","9","-105","-6","-78","18","2021-05-24 13:39:05"
"275870","9","-104","-6","-78","19","2021-05-24 13:39:07"
"275875","9","-103","-6","-76","20","2021-05-24 13:39:09"
"275879","9","-104","-6","-78","20","2021-05-24 13:39:11"
"275882","9","-104","-6","-78","20","2021-05-24 13:39:13"
"275887","9","-104","-6","-78","19","2021-05-24 13:39:15"
"275890","9","-103","-6","-77","19","2021-05-24 13:39:17"
"275894","9","-103","-6","-77","19","2021-05-24 13:39:18"
"275898","9","-101","-6","-75","20","2021-05-24 13:39:20"
"275903","9","-105","-6","-78","19","2021-05-24 13:39:22"
"275907","9","-106","-7","-79","18","2021-05-24 13:39:24"
"275910","9","-103","-6","-76","21","2021-05-24 13:39:26"
"275914","9","-104","-6","-78","20","2021-05-24 13:39:28"
"275918","9","-105","-7","-78","18","2021-05-24 13:39:30"
"275922","9","-105","-6","-78","19","2021-05-24 13:39:32"
"275926","9","-103","-7","-76","20","2021-05-24 13:39:34"
"275931","9","-105","-6","-78","18","2021-05-24 13:39:36"
"275935","9","-105","-6","-78","19","2021-05-24 13:39:38"
"275939","9","-104","-7","-77","20","2021-05-24 13:39:40"
"275943","9","-104","-7","-78","19","2021-05-24 13:39:42"
"275948","9","-105","-6","-78","20","2021-05-24 13:39:44"
"275952","9","-102","-6","-76","20","2021-05-24 13:39:45"
"275956","9","-104","-6","-77","19","2021-05-24 13:39:47"
"275960","9","-105","-6","-78","19","2021-05-24 13:39:49"
"275963","9","-104","-7","-76","20","2021-05-24 13:39:51"
"275968","9","-105","-6","-79","18","2021-05-24 13:39:53"
"275972","9","-104","-7","-77","20","2021-05-24 13:39:55"
"275976","9","-102","-7","-75","20","2021-05-24 13:39:57"
"275979","9","-104","-7","-77","19","2021-05-24 13:39:59"
"275984","9","-102","-6","-76","19","2021-05-24 13:40:01"
"275988","9","-103","-6","-76","20","2021-05-24 13:40:03"
"275992","9","-103","-7","-76","19","2021-05-24 13:40:05"
"275995","9","-102","-7","-75","20","2021-05-24 13:40:07"
"275999","9","-102","-6","-76","20","2021-05-24 13:40:09"
"276004","9","-103","-6","-77","20","2021-05-24 13:40:10"
"276008","9","-104","-6","-78","20","2021-05-24 13:40:12"
