"270737","10","-73","-6","-47","34","2021-05-24 12:44:05"
"270739","10","-73","-7","-46","33","2021-05-24 12:44:07"
"270741","10","-74","-6","-48","33","2021-05-24 12:44:09"
"270743","10","-76","-6","-49","33","2021-05-24 12:44:11"
"270745","10","-74","-6","-47","34","2021-05-24 12:44:13"
"270747","10","-74","-7","-47","33","2021-05-24 12:44:15"
"270749","10","-74","-6","-48","33","2021-05-24 12:44:17"
"270751","10","-73","-6","-46","34","2021-05-24 12:44:19"
"270753","10","-74","-6","-48","32","2021-05-24 12:44:21"
"270755","10","-72","-6","-46","34","2021-05-24 12:44:23"
"270757","10","-72","-6","-46","34","2021-05-24 12:44:24"
"270759","10","-74","-6","-48","33","2021-05-24 12:44:26"
"270761","10","-72","-6","-46","33","2021-05-24 12:44:28"
"270763","10","-72","-6","-45","34","2021-05-24 12:44:30"
"270765","10","-73","-6","-46","33","2021-05-24 12:44:32"
"270767","10","-72","-6","-45","33","2021-05-24 12:44:34"
"270769","10","-73","-6","-46","33","2021-05-24 12:44:36"
"270771","10","-74","-6","-47","33","2021-05-24 12:44:38"
"270773","10","-73","-6","-47","33","2021-05-24 12:44:40"
"270775","10","-73","-6","-46","34","2021-05-24 12:44:42"
"270777","10","-72","-6","-48","31","2021-05-24 12:44:44"
"270779","10","-75","-6","-46","34","2021-05-24 12:44:46"
"270781","10","-72","-6","-46","34","2021-05-24 12:44:48"
"270783","10","-73","-6","-47","34","2021-05-24 12:44:50"
"270785","10","-73","-6","-47","33","2021-05-24 12:44:51"
"270787","10","-73","-6","-47","33","2021-05-24 12:44:53"
"270789","10","-74","-6","-47","33","2021-05-24 12:44:55"
"270791","10","-74","-6","-47","33","2021-05-24 12:44:57"
"270793","10","-73","-6","-47","33","2021-05-24 12:44:59"
"270796","10","-73","-6","-47","33","2021-05-24 12:45:01"
"270798","10","-73","-6","-47","32","2021-05-24 12:45:03"
"270800","10","-74","-6","-48","33","2021-05-24 12:45:05"
"270802","10","-72","-6","-46","33","2021-05-24 12:45:07"
"270804","10","-74","-6","-48","32","2021-05-24 12:45:09"
"270806","10","-74","-6","-48","33","2021-05-24 12:45:11"
"270808","10","-74","-6","-47","33","2021-05-24 12:45:13"
"270810","10","-73","-6","-47","34","2021-05-24 12:45:15"
"270812","10","-72","-6","-46","34","2021-05-24 12:45:16"
"270814","10","-76","-6","-50","32","2021-05-24 12:45:18"
"270817","10","-74","-6","-48","33","2021-05-24 12:45:20"
"270820","10","-72","-6","-46","34","2021-05-24 12:45:22"
"270823","10","-73","-6","-47","34","2021-05-24 12:45:24"
"270826","10","-72","-6","-46","34","2021-05-24 12:45:26"
"270829","10","-74","-6","-47","33","2021-05-24 12:45:28"
"270832","10","-73","-6","-47","32","2021-05-24 12:45:30"
"270835","10","-72","-6","-45","33","2021-05-24 12:45:32"
"270838","10","-72","-6","-46","33","2021-05-24 12:45:34"
"270841","10","-73","-6","-47","34","2021-05-24 12:45:36"
"270844","10","-73","-6","-46","33","2021-05-24 12:45:38"
"270847","10","-72","-6","-46","33","2021-05-24 12:45:40"
"270850","10","-73","-6","-47","33","2021-05-24 12:45:42"
"270853","10","-75","-6","-49","31","2021-05-24 12:45:43"
"270856","10","-73","-6","-47","33","2021-05-24 12:45:45"
"270859","10","-74","-6","-48","33","2021-05-24 12:45:47"
"270862","10","-73","-6","-47","34","2021-05-24 12:45:49"
"270865","10","-74","-6","-47","34","2021-05-24 12:45:51"
"270868","10","-73","-6","-46","33","2021-05-24 12:45:53"
"270871","10","-73","-6","-47","34","2021-05-24 12:45:55"
"270874","10","-73","-6","-47","33","2021-05-24 12:45:57"
"270877","10","-73","-6","-47","32","2021-05-24 12:45:59"
"270880","10","-73","-6","-47","33","2021-05-24 12:46:01"
"270883","10","-73","-6","-47","33","2021-05-24 12:46:03"
"270885","10","-74","-6","-48","33","2021-05-24 12:46:05"
"270887","10","-73","-6","-46","33","2021-05-24 12:46:07"
"270889","10","-73","-6","-47","34","2021-05-24 12:46:08"
"270891","10","-73","-6","-47","33","2021-05-24 12:46:10"
"270893","10","-73","-6","-47","33","2021-05-24 12:46:12"
"270895","10","-72","-6","-46","34","2021-05-24 12:46:14"
"270897","10","-74","-6","-48","33","2021-05-24 12:46:16"
"270899","10","-72","-6","-46","34","2021-05-24 12:46:18"
"270901","10","-72","-6","-46","34","2021-05-24 12:46:20"
"270903","10","-73","-6","-47","33","2021-05-24 12:46:22"
"270905","10","-73","-6","-48","33","2021-05-24 12:46:24"
"270907","10","-74","-6","-48","33","2021-05-24 12:46:26"
"270909","10","-74","-6","-48","34","2021-05-24 12:46:28"
"270911","10","-72","-6","-46","34","2021-05-24 12:46:30"
"270913","10","-72","-6","-46","33","2021-05-24 12:46:32"
"270915","10","-74","-6","-48","32","2021-05-24 12:46:33"
"270918","10","-73","-6","-47","33","2021-05-24 12:46:35"
"270921","10","-73","-6","-47","33","2021-05-24 12:46:37"
"270924","10","-73","-6","-47","33","2021-05-24 12:46:39"
