"270815","7","-100","-6","-74","23","2021-05-24 12:45:19"
"270818","7","-101","-7","-74","22","2021-05-24 12:45:21"
"270821","7","-101","-6","-75","22","2021-05-24 12:45:22"
"270824","7","-100","-6","-73","23","2021-05-24 12:45:24"
"270827","7","-100","-6","-74","23","2021-05-24 12:45:26"
"270830","7","-102","-6","-76","21","2021-05-24 12:45:28"
"270833","7","-100","-6","-73","23","2021-05-24 12:45:30"
"270836","7","-102","-7","-75","22","2021-05-24 12:45:32"
"270839","7","-101","-6","-75","22","2021-05-24 12:45:34"
"270842","7","-102","-6","-76","21","2021-05-24 12:45:36"
"270845","7","-102","-6","-75","21","2021-05-24 12:45:38"
"270848","7","-101","-6","-74","22","2021-05-24 12:45:40"
"270851","7","-100","-6","-74","23","2021-05-24 12:45:42"
"270854","7","-100","-7","-73","23","2021-05-24 12:45:44"
"270857","7","-101","-6","-75","22","2021-05-24 12:45:45"
"270860","7","-99","-6","-73","24","2021-05-24 12:45:47"
"270863","7","-100","-6","-74","24","2021-05-24 12:45:49"
"270866","7","-101","-6","-75","22","2021-05-24 12:45:51"
"270869","7","-101","-6","-73","23","2021-05-24 12:45:53"
"270872","7","-99","-6","-72","23","2021-05-24 12:45:55"
"270875","7","-99","-6","-75","22","2021-05-24 12:45:57"
"270878","7","-101","-6","-75","21","2021-05-24 12:45:59"
"270881","7","-101","-6","-75","21","2021-05-24 12:46:01"
"270917","7","-99","-6","-74","22","2021-05-24 12:46:35"
"270920","7","-101","-6","-74","23","2021-05-24 12:46:37"
"270923","7","-100","-6","-74","22","2021-05-24 12:46:39"
"270926","7","-101","-6","-74","24","2021-05-24 12:46:41"
"270929","7","-98","-6","-72","24","2021-05-24 12:46:43"
"270932","7","-98","-6","-72","23","2021-05-24 12:46:45"
"270935","7","-100","-6","-73","24","2021-05-24 12:46:47"
"270938","7","-100","-6","-73","24","2021-05-24 12:46:49"
"270941","7","-97","-7","-70","25","2021-05-24 12:46:51"
"270944","7","-96","-6","-70","25","2021-05-24 12:46:52"
"270947","7","-98","-6","-71","24","2021-05-24 12:46:54"
"270950","7","-96","-6","-70","26","2021-05-24 12:46:56"
"270953","7","-98","-6","-71","24","2021-05-24 12:46:58"
"270956","7","-98","-6","-72","24","2021-05-24 12:47:00"
"270959","7","-101","-6","-74","22","2021-05-24 12:47:02"
"270962","7","-101","-6","-75","21","2021-05-24 12:47:04"
"270965","7","-99","-6","-73","23","2021-05-24 12:47:06"
"270968","7","-101","-6","-75","21","2021-05-24 12:47:08"
"270971","7","-101","-6","-74","22","2021-05-24 12:47:10"
"270974","7","-101","-6","-74","23","2021-05-24 12:47:12"
"270977","7","-99","-6","-73","24","2021-05-24 12:47:14"
"270980","7","-101","-6","-74","23","2021-05-24 12:47:15"
"270983","7","-100","-6","-73","24","2021-05-24 12:47:17"
