20201018043940,172.20.10.8,5002,172.20.10.5,47524,3,0.0-10.0,1818390,1454712,72.439,7644,8881,86.071,2
20201018043940,172.20.10.8,5002,172.20.10.5,48700,4,0.0-10.0,1387680,1110144,94.804,7988,8932,89.431,2
20201018043940,172.20.10.8,5002,172.20.10.5,56590,6,0.0-10.0,1284780,1027824,71.752,8106,8980,90.267,0
20201018043940,172.20.10.8,5002,172.20.10.5,47006,5,0.0-10.0,1544970,1235976,79.561,7868,8919,88.216,0
20201018043940,172.20.10.8,0,172.20.10.5,0,-1,0.0-10.0,6035820,4828656,94.804,31606,35712,88.502,4
20201018043949,172.20.10.8,5002,172.20.10.5,48700,4,10.0-20.0,1994790,1595832,14.764,8301,9658,85.949,0
20201018043949,172.20.10.8,5002,172.20.10.5,47524,3,10.0-20.0,1991850,1593480,14.154,8628,9983,86.427,0
20201018043949,172.20.10.8,5002,172.20.10.5,47006,5,10.0-20.0,1853670,1482936,17.378,8494,9755,87.073,0
20201018043950,172.20.10.8,5002,172.20.10.5,56590,6,10.0-20.0,2002140,1601712,17.450,8496,9858,86.184,0
20201018043950,172.20.10.8,0,172.20.10.5,0,-1,10.0-20.0,7842450,6273960,17.450,33919,39254,86.409,0
20201018043959,172.20.10.8,5002,172.20.10.5,47006,5,20.0-30.0,1744890,1395912,65.453,7925,9112,86.973,0
20201018043959,172.20.10.8,5002,172.20.10.5,56590,6,20.0-30.0,1947750,1558200,62.441,7849,9174,85.557,0
20201018044000,172.20.10.8,5002,172.20.10.5,48700,4,20.0-30.0,1855140,1484112,64.602,7609,8871,85.774,0
20201018044000,172.20.10.8,5002,172.20.10.5,47524,3,20.0-30.0,1665510,1332408,78.976,8168,9301,87.819,0
20201018044000,172.20.10.8,0,172.20.10.5,0,-1,20.0-30.0,7213290,5770632,78.976,31551,36458,86.541,0
20201018044013,172.20.10.8,5002,172.20.10.5,47524,3,30.0-40.0,826140,660912,8.160,4360,4922,88.582,0
20201018044013,172.20.10.8,5002,172.20.10.5,48700,4,30.0-40.0,843780,675024,3.830,4553,5127,88.804,0
20201018044013,172.20.10.8,5002,172.20.10.5,47006,5,30.0-40.0,768810,615048,3.356,4474,4997,89.534,0
20201018044013,172.20.10.8,5002,172.20.10.5,56590,6,30.0-40.0,902580,722064,8.003,4355,4969,87.643,0
20201018044013,172.20.10.8,0,172.20.10.5,0,-1,30.0-40.0,3341310,2673048,8.160,17742,20015,88.644,0
20201018044023,172.20.10.8,5002,172.20.10.5,47524,3,40.0-50.0,0,0,8.160,0,0,-nan,0
20201018044023,172.20.10.8,5002,172.20.10.5,48700,4,40.0-50.0,0,0,3.830,0,0,-nan,0
20201018044023,172.20.10.8,5002,172.20.10.5,47006,5,40.0-50.0,0,0,3.356,0,0,-nan,0
20201018044023,172.20.10.8,5002,172.20.10.5,56590,6,40.0-50.0,0,0,8.003,0,0,-nan,0
20201018044023,172.20.10.8,0,172.20.10.5,0,-1,40.0-50.0,0,0,8.160,0,0,-nan,0
20201018044033,172.20.10.8,5002,172.20.10.5,47524,3,50.0-60.0,0,0,8.160,0,0,-nan,0
20201018044033,172.20.10.8,5002,172.20.10.5,48700,4,50.0-60.0,0,0,3.830,0,0,-nan,0
20201018044033,172.20.10.8,5002,172.20.10.5,47006,5,50.0-60.0,0,0,3.356,0,0,-nan,0
20201018044033,172.20.10.8,5002,172.20.10.5,56590,6,50.0-60.0,0,0,8.003,0,0,-nan,0
20201018044033,172.20.10.8,0,172.20.10.5,0,-1,50.0-60.0,0,0,8.160,0,0,-nan,0
