# TimeStamp(s) Sum Stdev
1 13.6 0
2 16.4 0
3 14.9 1.4
4 17.8 1.14407
5 16.3 1.57698
6 19.5 1.43248
7 12.8 1.90037
8 15.9 2.16729
9 15.2 2.02731
10 18.4 1.92399
11 16.9 1.98232
12 19.9 1.90471
13 18.3 2.09696
14 16.4 2.07307
15 19.9 1.99838
16 13.8 2.09948
17 16.9 2.15972
18 14.9 2.09623
19 18.8 2.07585
20 16.9 2.08231
21 15.8 2.03024
22 13.9 1.99005
23 16.8 2.02595
24 14.9 1.9823
25 17.9 1.96744
26 16.8 1.9484
27 14.9 1.91136
28 12.8 1.90052
29 15.8 1.98621
30 13.9 1.95408
31 26.9 1.96949
32 14.9 2.70289
33 12.9 2.67628
34 15.9 2.70769
35 13.8 2.66899
36 16.9 2.66601
37 19.9 2.63042
38 13.1 2.65802
39 16.7 2.67668
40 14.8 2.64272
41 12.9 2.6208
42 16.9 2.64185
43 14.8 2.61217
44 12.9 2.59088
45 15.8 2.60859
46 13.9 2.57994
47 22.8 2.57248
48 16.2 2.7231
49 14.6 2.69459
50 12.9 2.67688
51 15.9 2.68985
52 14.8 2.66354
53 12.8 2.64408
54 15.9 2.65722
55 14.9 2.63257
56 17.9 2.61293
57 15.8 2.60151
58 28.9 2.57879
59 16.9 3.0555
60 25.9 3.0306
