# TimeStamp(s) Latency-avg(ms) Stdev
0 20.3078 8.6668
10 19.6414 8.0488
20 18.795 7.6466
30 19.1232 7.7154
40 18.9702 7.843
50 18.4874 7.6442
60 19.0446 7.5828
70 18.7704 7.5726
80 19.6728 7.764
90 19.5334 7.6478
100 20.0736 8.4852
110 19.237 7.3398
120 19.2052 7.5132
130 18.968 8.005
140 19.4878 8.195
150 18.5732 7.6386
160 18.2854 7.7552
170 19.1728 8.1074
180 19.8046 8.1838
190 19.6934 7.676
200 19.025 7.7262
210 19.586 8.0192
220 19.6288 8.422
230 19.7398 8.3434
240 19.0394 7.6166
250 18.7764 7.2754
260 18.8078 9.3322
270 19.0828 7.2324
280 19.4632 7.0614
290 19.4654 7.1858
300 18.953 7.219
310 18.6628 7.283
320 18.7952 6.9
330 18.3658 7.3688
340 18.7856 7.1246
350 18.5858 7.2588
360 18.5654 7.679
370 19.1428 7.7406
380 19.6236 7.3838
390 19.5318 7.3544
400 18.8692 7.1246
410 19.4942 7.7792
420 18.8408 7.6166
430 18.669 7.5284
440 18.7648 7.4808
450 18.9358 8.006
460 19.117 7.691
470 19.188 7.0792
480 19.6316 7.8888
490 19.4506 7.802
500 18.9084 7.3574
510 19.1006 7.3722
520 18.7878 7.068
530 18.84 7.2486
540 18.7034 6.8746
550 17.9914 6.7064
560 18.9976 7.3442
570 18.9994 6.7922
580 19.2718 7.2444
590 19.1266 6.7984
