# TimeStamp(s) Latency-avg(ms) Stdev
0 20.0526 7.8474
10 19.6838 7.6662
20 19.0796 7.6818
30 19.6416 7.227
40 20.062 7.2736
50 19.8588 7.255
60 19.6672 7.1598
70 19.8998 7.4524
80 19.3338 7.5426
90 19.4006 7.4812
100 19.5414 7.3084
110 19.6586 8.1446
120 18.8544 7.5892
130 20.0486 7.674
140 20.464 8.4656
150 19.843 7.342
160 19.722 7.6594
170 19.7604 7.2672
180 19.2134 6.8434
190 19.3086 7.1898
200 19.33 7.6156
210 18.7154 7.3368
220 19.6984 7.7868
230 19.8512 7.2118
240 19.6658 7.3404
250 19.4056 7.2122
260 19.4818 7.4476
270 19.1712 6.9614
280 19.2392 7.3768
290 19.585 7.5572
300 19.4604 8.0224
310 19.1322 7.5178
320 19.8588 7.6358
330 19.3116 6.8784
340 19.397 7.1814
350 19.5764 7.1088
360 19.5016 7.14
370 19.367 7.5486
380 19.0922 7.3748
390 18.9524 7.372
400 19.179 7.5598
410 18.6184 6.9806
420 19.6578 7.1956
430 19.318 7.3324
440 19.5222 7.3708
450 19.5338 6.8602
460 19.3306 7.796
470 19.9298 8.42
480 18.685 7.0826
490 19.2762 7.4418
500 18.5436 7.5618
510 19.199 7.417
520 19.7358 7.1898
530 19.5914 7.9508
540 19.2114 7.4956
550 19.3428 7.1946
560 19.5704 7.2914
570 18.9932 7.3702
580 18.8066 7.268
590 18.8446 7.0906
