# TimeStamp(s) Latency-avg(ms) Stdev
0 15.8398 3.2002
10 15.8216 3.0752
20 15.9122 3.2028
30 15.989 3.2996
40 15.9444 3.2708
50 15.871 3.1864
60 15.7008 3.1334
70 15.7786 3.0548
80 15.9426 3.1872
90 21.5956 34.3644
100 15.8618 3.1308
110 15.898 3.1226
120 15.966 3.2216
130 15.9346 3.2246
140 15.9624 3.2128
150 15.8188 3.066
160 16.4088 7.4638
170 15.8014 3.036
180 15.9038 3.2162
190 15.858 3.083
200 15.9238 3.1528
210 15.8868 3.089
220 15.8922 3.0868
230 16.0108 3.293
240 15.9222 3.1588
250 15.7484 3.05
260 15.8756 3.2068
270 15.8566 3.0982
280 15.8772 3.11
290 15.9438 3.1472
300 15.901 3.1472
310 15.9232 3.1724
320 15.9422 3.2082
330 15.9448 3.2092
340 15.8966 3.1588
350 15.7024 2.9796
360 15.8116 3.0892
370 15.878 3.0776
380 15.8646 3.0928
390 15.9122 3.0874
400 15.9704 3.1966
410 15.9596 3.1852
420 15.9944 3.1984
430 16.3714 5.8614
440 15.9022 3.1902
450 15.7554 3.0376
460 15.8374 3.08
470 15.8174 3.0448
480 15.9272 3.1306
490 15.902 3.1588
500 15.9464 3.1612
510 15.9104 3.1876
520 15.9134 3.1762
530 15.9946 3.2282
540 15.7914 3.0892
550 15.7618 3.0666
560 15.8618 3.0228
570 15.8368 3.0528
580 15.8838 3.0716
590 15.9232 3.1224
