# TimeStamp(s) Latency-avg(ms) Stdev
0 16.1706 3.2112
10 16.5458 6.5852
20 15.9984 3.1058
30 16.0914 3.0626
40 16.1032 3.083
50 16.1272 3.111
60 16.1036 3.0776
70 16.1908 3.2472
80 16.16 3.2112
90 16.1544 3.1862
100 16.1118 3.1326
110 15.9026 3.0888
120 15.9924 3.1252
130 16.068 3.1154
140 16.0482 3.1496
150 16.074 3.1846
160 16.0984 3.2768
170 16.1248 3.2612
180 16.1096 3.239
190 16.0592 3.16
200 16.031 3.1496
210 15.889 3.1806
220 15.9948 3.1148
230 16.0654 3.1552
240 16.0594 3.2118
250 16.044 3.1738
260 16.071 3.2148
270 16.0376 3.1738
280 16.0842 3.2776
290 16.0308 3.2078
300 15.8814 3.137
310 15.869 3.1088
320 15.9794 3.104
330 15.9538 3.0896
340 16.0276 3.2418
350 15.989 3.179
360 16.0152 3.2064
370 16.0286 3.2358
380 16.0674 3.268
390 16.045 3.2614
400 15.7582 3.0886
410 16.3248 6.5414
420 15.7916 3.0156
430 15.9564 3.1718
440 15.9688 3.2108
450 25.9532 48.367
460 15.9488 3.1752
470 15.995 3.2284
480 15.9848 3.2512
490 15.8848 3.1888
500 15.754 3.1168
510 15.8228 3.0992
520 15.8216 3.1558
530 15.8788 3.1788
540 15.907 3.1882
550 15.8526 3.1234
560 15.9146 3.2104
570 15.8914 3.1642
580 15.8934 3.1804
590 15.81 3.1302
