20201018020247,172.20.10.8,5001,172.20.10.5,49152,4,0.0-10.0,12790184,10232147
20201018020247,172.20.10.8,5001,172.20.10.5,49154,5,0.0-10.0,11951792,9561433
20201018020247,172.20.10.8,0,172.20.10.5,0,-1,0.0-10.0,24741976,19793580
20201018020257,172.20.10.8,5001,172.20.10.5,49152,4,10.0-20.0,14015192,11212153
20201018020257,172.20.10.8,5001,172.20.10.5,49154,5,10.0-20.0,10741264,8593011
20201018020257,172.20.10.8,0,172.20.10.5,0,-1,10.0-20.0,24756456,19805164
20201018020307,172.20.10.8,5001,172.20.10.5,49152,4,20.0-30.0,12664208,10131366
20201018020307,172.20.10.8,5001,172.20.10.5,49154,5,20.0-30.0,11935864,9548691
20201018020307,172.20.10.8,0,172.20.10.5,0,-1,20.0-30.0,24600072,19680057
20201018020317,172.20.10.8,5001,172.20.10.5,49152,4,30.0-40.0,13431648,10745318
20201018020317,172.20.10.8,5001,172.20.10.5,49154,5,30.0-40.0,11323360,9058688
20201018020317,172.20.10.8,0,172.20.10.5,0,-1,30.0-40.0,24755008,19804006
20201018020327,172.20.10.8,5001,172.20.10.5,49152,4,40.0-50.0,11948896,9559116
20201018020327,172.20.10.8,5001,172.20.10.5,49154,5,40.0-50.0,12267456,9813964
20201018020327,172.20.10.8,0,172.20.10.5,0,-1,40.0-50.0,24216352,19373081
20201018020337,172.20.10.8,5001,172.20.10.5,49152,4,50.0-60.0,12192160,9753728
20201018020337,172.20.10.8,5001,172.20.10.5,49154,5,50.0-60.0,12735160,10188128
20201018020337,172.20.10.8,0,172.20.10.5,0,-1,50.0-60.0,24927320,19941856
20201018020338,172.20.10.8,5001,172.20.10.5,49152,4,0.0-61.2,78512128,10263340
20201018020338,172.20.10.8,5001,172.20.10.5,49154,5,0.0-61.3,72613888,9482632
20201018020338,172.20.10.8,0,172.20.10.5,0,-1,0.0-61.3,151126016,19735514
