PING 100.100.100.10 (100.100.100.10) 56(84) bytes of data.
64 bytes from 100.100.100.10: icmp_seq=63 ttl=61 time=19.9 ms
64 bytes from 100.100.100.10: icmp_seq=64 ttl=61 time=22.8 ms
64 bytes from 100.100.100.10: icmp_seq=65 ttl=61 time=15.9 ms
64 bytes from 100.100.100.10: icmp_seq=66 ttl=61 time=19.9 ms
64 bytes from 100.100.100.10: icmp_seq=67 ttl=61 time=12.8 ms
64 bytes from 100.100.100.10: icmp_seq=68 ttl=61 time=20.9 ms
64 bytes from 100.100.100.10: icmp_seq=69 ttl=61 time=18.9 ms
64 bytes from 100.100.100.10: icmp_seq=70 ttl=61 time=16.9 ms
64 bytes from 100.100.100.10: icmp_seq=71 ttl=61 time=24.8 ms
64 bytes from 100.100.100.10: icmp_seq=72 ttl=61 time=12.9 ms
64 bytes from 100.100.100.10: icmp_seq=73 ttl=61 time=26.8 ms
64 bytes from 100.100.100.10: icmp_seq=74 ttl=61 time=19.9 ms
64 bytes from 100.100.100.10: icmp_seq=75 ttl=61 time=13.9 ms
64 bytes from 100.100.100.10: icmp_seq=76 ttl=61 time=17.0 ms
64 bytes from 100.100.100.10: icmp_seq=77 ttl=61 time=15.9 ms
64 bytes from 100.100.100.10: icmp_seq=78 ttl=61 time=18.9 ms
64 bytes from 100.100.100.10: icmp_seq=79 ttl=61 time=31.9 ms
64 bytes from 100.100.100.10: icmp_seq=80 ttl=61 time=15.9 ms
64 bytes from 100.100.100.10: icmp_seq=81 ttl=61 time=18.9 ms
64 bytes from 100.100.100.10: icmp_seq=82 ttl=61 time=17.9 ms
64 bytes from 100.100.100.10: icmp_seq=83 ttl=61 time=15.9 ms
64 bytes from 100.100.100.10: icmp_seq=84 ttl=61 time=19.9 ms
64 bytes from 100.100.100.10: icmp_seq=85 ttl=61 time=17.9 ms
64 bytes from 100.100.100.10: icmp_seq=86 ttl=61 time=18.5 ms
64 bytes from 100.100.100.10: icmp_seq=87 ttl=61 time=19.7 ms
64 bytes from 100.100.100.10: icmp_seq=88 ttl=61 time=17.5 ms
64 bytes from 100.100.100.10: icmp_seq=89 ttl=61 time=15.9 ms
64 bytes from 100.100.100.10: icmp_seq=90 ttl=61 time=14.3 ms
64 bytes from 100.100.100.10: icmp_seq=91 ttl=61 time=12.5 ms
64 bytes from 100.100.100.10: icmp_seq=92 ttl=61 time=15.9 ms
64 bytes from 100.100.100.10: icmp_seq=93 ttl=61 time=32.5 ms
64 bytes from 100.100.100.10: icmp_seq=94 ttl=61 time=18.6 ms
