------------------------------------------------------------
Server listening on UDP port 5001 with pid 8767
Receiving 1470 byte datagrams
UDP buffer size:  176 KByte (default)
------------------------------------------------------------
[  3] local 192.168.241.11 port 5001 connected with 100.100.100.10 port 58169
[ ID] Interval            Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  NetPwr
[  3] 460.0000-470.0000 sec  1.27 MBytes  1.06 Mbits/sec  19.479 ms    0/  903 (0%) 96.133/ 8.250/430.765/110.806 ms   90 pps  1.38
[  3] 470.0000-480.0000 sec  1.27 MBytes  1.07 Mbits/sec   7.187 ms    0/  909 (0%) 103.718/ 8.380/429.329/122.627 ms   92 pps  1.29
[  3] 480.0000-490.0000 sec  1.22 MBytes  1.02 Mbits/sec  26.517 ms    0/  867 (0%) 87.298/ 8.484/434.302/101.195 ms   86 pps  1.46
[  3] 490.0000-500.0000 sec  1.28 MBytes  1.07 Mbits/sec   6.197 ms    0/  913 (0%) 101.580/ 8.530/430.593/114.558 ms   92 pps  1.32
[  3] 500.0000-510.0000 sec  1.25 MBytes  1.05 Mbits/sec   3.514 ms    0/  895 (0%) 80.300/ 8.531/423.909/100.587 ms   90 pps  1.64
[  3] 510.0000-520.0000 sec  1.25 MBytes  1.05 Mbits/sec   8.925 ms    0/  891 (0%) 95.316/ 8.495/433.707/109.334 ms   89 pps  1.37
[  3] 520.0000-530.0000 sec  1.25 MBytes  1.05 Mbits/sec   9.829 ms    0/  892 (0%) 96.148/ 8.504/431.388/115.748 ms   89 pps  1.36
[  3] 530.0000-540.0000 sec  1.24 MBytes  1.04 Mbits/sec  19.641 ms    0/  885 (0%) 79.933/ 8.597/424.003/99.603 ms   87 pps  1.63
[  3] 540.0000-550.0000 sec  1.25 MBytes  1.05 Mbits/sec  17.233 ms    0/  893 (0%) 105.475/ 8.230/434.070/115.186 ms   89 pps  1.24
[  3] 550.0000-560.0000 sec  1.26 MBytes  1.05 Mbits/sec   4.642 ms    0/  896 (0%) 92.107/ 8.163/428.954/106.887 ms   91 pps  1.43
[  3] 560.0000-570.0000 sec  1.24 MBytes  1.04 Mbits/sec  21.465 ms    0/  886 (0%) 89.491/ 8.252/434.405/104.687 ms   87 pps  1.46
[  3] 570.0000-580.0000 sec  1.23 MBytes  1.03 Mbits/sec  20.385 ms    0/  876 (0%) 104.841/ 8.367/434.650/117.194 ms   89 pps  1.23
[  3] 580.0000-590.0000 sec  1.25 MBytes  1.05 Mbits/sec  17.708 ms    0/  895 (0%) 83.195/ 8.480/424.399/102.726 ms   89 pps  1.58
[  3] 590.0000-600.0000 sec  1.28 MBytes  1.07 Mbits/sec   5.562 ms    0/  910 (0%) 85.429/ 8.646/430.668/100.755 ms   91 pps  1.57
[  3] 600.0000-610.0000 sec  1.20 MBytes  1.01 Mbits/sec  28.346 ms    0/  857 (0%) 90.078/ 8.701/433.776/108.857 ms   86 pps  1.40
[  3] 610.0000-620.0000 sec  1.29 MBytes  1.08 Mbits/sec  10.426 ms    0/  922 (0%) 78.692/ 8.532/425.922/98.284 ms   92 pps  1.72
[  3] 620.0000-630.0000 sec  1.22 MBytes  1.03 Mbits/sec  26.993 ms    0/  872 (0%) 91.833/ 8.592/398.587/103.422 ms   87 pps  1.40
[  3] 630.0000-640.0000 sec  1.28 MBytes  1.08 Mbits/sec   6.575 ms    0/  916 (0%) 97.505/ 8.331/418.745/102.264 ms   92 pps  1.38
[  3] 640.0000-650.0000 sec  1.23 MBytes  1.03 Mbits/sec  18.802 ms    0/  878 (0%) 112.314/ 8.117/428.724/110.534 ms   87 pps  1.15
[  3] 650.0000-660.0000 sec  1.27 MBytes  1.06 Mbits/sec   8.308 ms    0/  905 (0%) 95.070/ 8.260/409.471/101.403 ms   91 pps  1.40
[  3] 660.0000-670.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.694 ms    0/  892 (0%) 93.187/ 8.226/413.922/102.408 ms   89 pps  1.41
[  3] 670.0000-680.0000 sec  1.25 MBytes  1.05 Mbits/sec  28.312 ms    0/  890 (0%) 68.522/ 8.489/409.853/86.126 ms   86 pps  1.91
[  3] 680.0000-690.0000 sec  1.25 MBytes  1.05 Mbits/sec   3.798 ms    0/  893 (0%) 96.025/ 8.581/419.261/108.554 ms   92 pps  1.37
[  3] 690.0000-700.0000 sec  1.23 MBytes  1.03 Mbits/sec  26.400 ms    0/  876 (0%) 104.455/ 8.731/404.553/105.891 ms   87 pps  1.23
[  3] 700.0000-710.0000 sec  1.27 MBytes  1.07 Mbits/sec   8.826 ms    0/  907 (0%) 113.213/ 8.520/434.399/115.404 ms   92 pps  1.18
[  3] 710.0000-720.0000 sec  1.24 MBytes  1.04 Mbits/sec  15.237 ms    0/  881 (0%) 87.137/ 8.618/406.123/102.165 ms   88 pps  1.49
[  3] 720.0000-730.0000 sec  1.27 MBytes  1.06 Mbits/sec  10.178 ms    0/  903 (0%) 106.184/ 8.652/423.537/110.257 ms   90 pps  1.25
[  3] 730.0000-740.0000 sec  1.22 MBytes  1.03 Mbits/sec  26.710 ms    0/  872 (0%) 94.617/ 8.633/430.631/109.481 ms   86 pps  1.35
[  3] 740.0000-750.0000 sec  1.28 MBytes  1.07 Mbits/sec  10.741 ms    0/  911 (0%) 88.074/ 8.210/429.223/102.520 ms   93 pps  1.52
[  3] 750.0000-760.0000 sec  1.24 MBytes  1.04 Mbits/sec  23.057 ms    0/  885 (0%) 80.309/ 8.255/379.318/93.974 ms   87 pps  1.62
[  3] 760.0000-770.0000 sec  1.24 MBytes  1.04 Mbits/sec  33.637 ms    0/  883 (0%) 98.106/ 8.377/399.279/103.914 ms   88 pps  1.32
[  3] 770.0000-780.0000 sec  1.25 MBytes  1.05 Mbits/sec  32.975 ms    0/  893 (0%) 91.050/ 8.460/401.233/101.899 ms   89 pps  1.44
[  3] 780.0000-790.0000 sec  1.22 MBytes  1.03 Mbits/sec  32.305 ms    0/  872 (0%) 102.641/ 8.634/424.578/108.815 ms   89 pps  1.25
[  3] 790.0000-800.0000 sec  1.29 MBytes  1.08 Mbits/sec   8.597 ms    0/  922 (0%) 106.683/ 8.649/407.172/105.566 ms   92 pps  1.27
[  3] 800.0000-810.0000 sec  1.25 MBytes  1.05 Mbits/sec  21.845 ms    0/  894 (0%) 81.340/ 8.679/381.838/95.152 ms   87 pps  1.62
[  3] 810.0000-820.0000 sec  1.22 MBytes  1.02 Mbits/sec  27.498 ms    0/  867 (0%) 102.225/ 8.695/419.621/110.626 ms   89 pps  1.25
[  3] 820.0000-830.0000 sec  1.29 MBytes  1.08 Mbits/sec   6.037 ms    0/  917 (0%) 101.188/ 8.661/408.336/111.432 ms   92 pps  1.33
[  3] 830.0000-840.0000 sec  1.24 MBytes  1.04 Mbits/sec  30.355 ms    0/  885 (0%) 98.743/ 8.169/399.764/104.077 ms   86 pps  1.32
[  3] 840.0000-850.0000 sec  1.26 MBytes  1.06 Mbits/sec   7.828 ms    0/  899 (0%) 95.341/ 8.179/418.894/111.073 ms   92 pps  1.39
[  3] 850.0000-860.0000 sec  1.21 MBytes  1.01 Mbits/sec  30.981 ms    0/  862 (0%) 101.619/ 8.274/414.008/107.394 ms   86 pps  1.25
[  3] 860.0000-870.0000 sec  1.29 MBytes  1.08 Mbits/sec   3.182 ms    0/  921 (0%) 94.594/ 8.458/414.008/108.528 ms   93 pps  1.43
[  3] 870.0000-880.0000 sec  1.25 MBytes  1.05 Mbits/sec   8.267 ms    0/  891 (0%) 118.754/ 8.566/419.352/115.539 ms   89 pps  1.10
[  3] 880.0000-890.0000 sec  1.23 MBytes  1.03 Mbits/sec  26.757 ms    0/  875 (0%) 77.703/ 8.661/414.086/101.210 ms   87 pps  1.66
[  3] 890.0000-900.0000 sec  1.27 MBytes  1.07 Mbits/sec   5.108 ms    0/  909 (0%) 108.380/ 8.689/431.128/114.021 ms   92 pps  1.23
[  3] 900.0000-910.0000 sec  1.23 MBytes  1.03 Mbits/sec  24.648 ms    0/  878 (0%) 96.663/ 8.663/419.076/113.481 ms   87 pps  1.34
[  3] 910.0000-920.0000 sec  1.27 MBytes  1.06 Mbits/sec   9.529 ms    0/  905 (0%) 111.243/ 8.658/433.522/115.207 ms   92 pps  1.20
[  3] 920.0000-930.0000 sec  1.25 MBytes  1.05 Mbits/sec  10.990 ms    0/  892 (0%) 97.192/ 8.734/428.683/106.021 ms   89 pps  1.35
[  3] 930.0000-940.0000 sec  1.22 MBytes  1.03 Mbits/sec  34.895 ms    0/  872 (0%) 77.360/ 8.441/413.727/92.321 ms   86 pps  1.66
[  3] 940.0000-950.0000 sec  1.26 MBytes  1.06 Mbits/sec  25.470 ms    0/  901 (0%) 113.950/ 8.332/431.207/116.503 ms   90 pps  1.16
[  3] 950.0000-960.0000 sec  1.26 MBytes  1.06 Mbits/sec  11.503 ms    0/  902 (0%) 121.429/ 8.370/421.791/116.007 ms   92 pps  1.09
[  3] 960.0000-970.0000 sec  1.25 MBytes  1.05 Mbits/sec   2.905 ms    0/  891 (0%) 100.991/ 8.516/414.155/106.279 ms   89 pps  1.30
[  3] 970.0000-980.0000 sec  1.24 MBytes  1.04 Mbits/sec  24.744 ms    0/  885 (0%) 95.544/ 8.615/421.260/102.877 ms   87 pps  1.36
[  3] 980.0000-990.0000 sec  1.26 MBytes  1.06 Mbits/sec   5.154 ms    0/  899 (0%) 83.074/ 8.710/394.654/96.823 ms   92 pps  1.59
[  3] 990.0000-1000.0000 sec  1.24 MBytes  1.04 Mbits/sec  28.119 ms    0/  883 (0%) 88.390/ 8.695/424.861/104.741 ms   86 pps  1.47
[  3] 1000.0000-1010.0000 sec  1.22 MBytes  1.03 Mbits/sec  25.825 ms    0/  872 (0%) 118.736/ 8.729/430.445/116.182 ms   89 pps  1.08
[  3] 1010.0000-1020.0000 sec  1.29 MBytes  1.08 Mbits/sec   3.071 ms    0/  919 (0%) 115.115/ 8.788/425.284/113.887 ms   92 pps  1.17
[  3] 1020.0000-1030.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.021 ms    0/  892 (0%) 89.718/ 8.693/403.789/104.675 ms   89 pps  1.46
[  3] 1030.0000-1040.0000 sec  1.25 MBytes  1.05 Mbits/sec   7.205 ms    0/  892 (0%) 90.455/ 8.362/404.555/101.347 ms   89 pps  1.45
[  3] 1040.0000-1050.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.880 ms    0/  891 (0%) 84.393/ 8.403/393.581/97.170 ms   89 pps  1.55
[  3] 1050.0000-1060.0000 sec  1.24 MBytes  1.04 Mbits/sec  26.843 ms    0/  882 (0%) 85.879/ 8.423/399.286/104.407 ms   86 pps  1.51
[  3] 1060.0000-1070.0000 sec  1.23 MBytes  1.03 Mbits/sec  30.084 ms    0/  877 (0%) 91.587/ 8.563/416.086/103.220 ms   89 pps  1.41
[  3] 1070.0000-1080.0000 sec  1.26 MBytes  1.05 Mbits/sec  28.017 ms    0/  897 (0%) 87.637/ 8.642/421.290/102.723 ms   90 pps  1.50
[  3] 1080.0000-1090.0000 sec  1.28 MBytes  1.07 Mbits/sec   8.403 ms    0/  911 (0%) 75.482/ 8.719/430.628/106.946 ms   92 pps  1.77
[  3] 1090.0000-1100.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.355 ms    0/  891 (0%) 83.605/ 8.754/416.500/99.840 ms   89 pps  1.57
[  3] 1100.0000-1110.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.163 ms    0/  892 (0%) 101.667/ 8.798/430.971/114.426 ms   89 pps  1.29
[  3] 1110.0000-1120.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.953 ms    0/  892 (0%) 85.456/ 8.796/419.151/106.548 ms   89 pps  1.53
[  3] 1120.0000-1130.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.206 ms    0/  892 (0%) 26.945/ 8.737/379.751/58.363 ms   89 pps  4.87
[  3] 1130.0000-1140.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.050 ms    0/  891 (0%) 16.456/ 8.285/366.812/39.447 ms   89 pps  7.96
[  3] 1140.0000-1150.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.936 ms    0/  892 (0%)  9.630/ 8.326/16.493/ 0.949 ms   89 pps  13.62
[  3] 1150.0000-1160.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.970 ms    0/  892 (0%)  9.763/ 8.384/18.601/ 0.981 ms   89 pps  13.43
[  3] 1160.0000-1170.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.164 ms    0/  891 (0%)  9.889/ 8.533/21.855/ 1.164 ms   89 pps  13.24
[  3] 1170.0000-1180.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.013 ms    0/  892 (0%)  9.973/ 8.665/21.004/ 1.008 ms   89 pps  13.15
[  3] 1180.0000-1190.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.084 ms    0/  891 (0%) 10.008/ 8.758/22.094/ 0.956 ms   89 pps  13.09
[  3] 1190.0000-1200.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.775 ms    0/  892 (0%) 10.056/ 8.775/21.890/ 0.993 ms   89 pps  13.04
[  3] 1200.0000-1210.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.841 ms    0/  892 (0%) 10.072/ 8.717/21.879/ 0.979 ms   89 pps  13.02
[  3] 1210.0000-1220.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.026 ms    0/  891 (0%) 10.097/ 8.738/22.853/ 0.993 ms   89 pps  12.97
[  3] 1220.0000-1230.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.044 ms    0/  892 (0%) 10.102/ 8.770/13.363/ 0.831 ms   89 pps  12.98
[  3] 1230.0000-1240.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.080 ms    0/  892 (0%)  9.838/ 8.245/16.107/ 0.987 ms   89 pps  13.33
[  3] 1240.0000-1250.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.113 ms    0/  891 (0%)  9.714/ 8.340/23.300/ 1.147 ms   89 pps  13.48
[  3] 1250.0000-1260.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.992 ms    0/  892 (0%)  9.745/ 8.415/13.297/ 0.884 ms   89 pps  13.46
[  3] 1260.0000-1270.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.997 ms    0/  892 (0%)  9.912/ 8.595/22.952/ 1.063 ms   89 pps  13.23
[  3] 1270.0000-1280.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.104 ms    0/  891 (0%) 10.032/ 8.739/20.283/ 0.994 ms   89 pps  13.06
[  3] 1280.0000-1290.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.962 ms    0/  892 (0%) 10.059/ 8.732/20.863/ 0.933 ms   89 pps  13.04
[  3] 1290.0000-1300.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.137 ms    0/  892 (0%) 43.319/ 8.788/354.115/72.749 ms   89 pps  3.03
[  3] 1300.0000-1310.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.793 ms    0/  890 (0%) 42.828/ 8.804/405.715/81.180 ms   89 pps  3.05
[  3] 1310.0000-1320.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.899 ms    0/  893 (0%) 34.500/ 8.825/358.759/64.937 ms   89 pps  3.80
[  3] 1320.0000-1330.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.941 ms    0/  892 (0%) 10.225/ 8.808/22.379/ 1.200 ms   89 pps  12.82
[  3] 1330.0000-1340.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.015 ms    0/  891 (0%)  9.907/ 8.330/48.243/ 2.110 ms   89 pps  13.22
[  3] 1340.0000-1350.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.072 ms    0/  892 (0%) 12.285/ 8.356/228.891/19.355 ms   89 pps  10.67
[  3] 1350.0000-1360.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.930 ms    0/  891 (0%)  9.850/ 8.522/18.774/ 1.025 ms   89 pps  13.30
[  3] 1360.0000-1370.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.907 ms    0/  892 (0%) 12.257/ 8.745/214.803/17.566 ms   89 pps  10.70
[  3] 1370.0000-1380.0000 sec  1.23 MBytes  1.03 Mbits/sec  30.780 ms    0/  876 (0%) 74.889/ 8.794/409.095/96.812 ms   86 pps  1.72
[  3] 1380.0000-1390.0000 sec  1.27 MBytes  1.07 Mbits/sec   6.920 ms    0/  907 (0%) 97.505/ 8.895/419.573/102.792 ms   93 pps  1.37
[  3] 1390.0000-1400.0000 sec  1.24 MBytes  1.04 Mbits/sec   8.209 ms    0/  887 (0%) 78.790/ 8.846/413.621/99.992 ms   89 pps  1.65
[  3] 1400.0000-1410.0000 sec  1.22 MBytes  1.02 Mbits/sec  25.379 ms    0/  868 (0%) 54.980/ 8.825/373.645/81.878 ms   86 pps  2.32
[  3] 1410.0000-1420.0000 sec  1.29 MBytes  1.08 Mbits/sec   0.857 ms    0/  920 (0%) 16.931/ 8.875/373.645/38.120 ms   92 pps  7.99
[  3] 1420.0000-1430.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.088 ms    0/  892 (0%) 10.087/ 8.375/16.424/ 0.886 ms   89 pps  13.00
[  3] 1430.0000-1440.0000 sec  1.24 MBytes  1.04 Mbits/sec  28.522 ms    0/  883 (0%) 30.939/ 8.404/416.583/66.799 ms   86 pps  4.20
[  3] 1440.0000-1450.0000 sec  1.24 MBytes  1.04 Mbits/sec  18.303 ms    0/  884 (0%) 104.531/ 8.582/415.680/110.408 ms   90 pps  1.24
[  3] 1450.0000-1460.0000 sec  1.25 MBytes  1.05 Mbits/sec  17.311 ms    0/  893 (0%) 69.056/ 8.632/404.004/98.513 ms   89 pps  1.90
[  3] 1460.0000-1470.0000 sec  1.27 MBytes  1.07 Mbits/sec   1.012 ms    0/  907 (0%) 30.681/ 8.800/414.981/69.377 ms   92 pps  4.35
[  3] 1470.0000-1480.0000 sec  1.25 MBytes  1.05 Mbits/sec   0.922 ms    0/  891 (0%) 10.152/ 8.772/22.855/ 1.045 ms   89 pps  12.90
[  3] 1480.0000-1490.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.570 ms    0/  892 (0%) 28.213/ 8.825/422.537/63.830 ms   89 pps  4.65
[  3] 1490.0000-1500.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.019 ms    0/  892 (0%) 10.231/ 8.808/28.023/ 1.261 ms   89 pps  12.82
[  3] 1500.0000-1510.0000 sec  1.25 MBytes  1.05 Mbits/sec   1.359 ms    0/  891 (0%) 41.731/ 8.904/420.895/78.204 ms   89 pps  3.14
[  3] 1510.0000-1520.0000 sec  1.25 MBytes  1.05 Mbits/sec  10.294 ms    0/  892 (0%) 92.776/ 8.827/419.268/104.597 ms   89 pps  1.41
[  3] 1520.0000-1530.0000 sec  1.25 MBytes  1.05 Mbits/sec   2.516 ms    0/  891 (0%) 69.985/ 8.393/424.210/92.657 ms   89 pps  1.87
[  3] 1530.0000-1540.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.095 ms    0/  892 (0%) 63.610/ 8.458/414.406/93.518 ms   89 pps  2.06
[  3] 1540.0000-1550.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.291 ms    0/  892 (0%) 18.338/ 8.620/304.889/38.507 ms   89 pps  7.15
