# TimeStamp(s) Sum Stdev
0 1.2087e+06 2682.48
10 767627 3.04436
20 770280 1923.23
30 771917 1302.41
40 786559 817.887
50 791836 2043.47
60 799956 1848.54
70 775959 202.355
80 797757 2767.29
90 792382 511.082
100 795697 617.728
110 798027 1436.37
120 789675 1017.12
130 794221 1125.55
140 789298 105.152
150 781988 98.9352
160 781664 1418.75
170 787648 201.137
180 788581 98.6498
190 781097 2438.96
200 770201 3.06481
210 769555 2309.31
220 789065 1835.13
230 769082 809.26
240 770931 2209.66
250 765439 1306.27
260 765780 1205.76
270 763662 197.784
280 758294 899.408
290 760728 300.428
