# TimeStamp(s) Latency-avg(ms) Stdev
0 25.604 8.231
10 25.575 8.46
20 25.059 8.278
30 26.151 8.617
40 26.275 8.158
50 26.023 8.236
60 25.813 8.514
70 25.81 8.056
80 25.561 8.652
90 25.745 8.508
100 25.928 8.592
110 24.727 8.278
120 25.514 8.54
130 26.619 8.383
140 26.301 8.195
150 25.506 8.412
160 25.5 8.116
170 25.939 8.036
180 25.149 8.366
190 25.809 8.144
200 25.535 8.098
210 25.493 8.291
220 26.251 8.408
230 25.95 8.475
240 25.786 7.835
250 26.276 8.878
260 25.499 7.917
270 25.251 8.087
280 25.13 8.006
290 25.616 8.246
300 25.557 8.68
310 25.422 8.318
320 26.088 8.632
330 25.703 8.628
340 26.358 8.532
350 25.68 7.791
360 25.364 8.065
370 25.241 8.1
380 25.533 8.793
390 25.435 8.291
400 25.05 8.116
410 26.328 11.38
420 26.27 8.278
430 26.248 8.231
440 26.088 8.498
450 25.911 9.377
460 25.728 8.527
470 25.51 8.566
480 25.17 8.265
490 25.155 8.31
500 25.364 8.464
510 26.014 7.971
520 26.069 8.058
530 26.195 9.403
540 25.818 8.688
550 25.548 8.399
560 25.633 8.316
570 25.31 8.242
580 25.355 8.252
590 25.28 8.301
