# TimeStamp(s) Latency-avg(ms) Stdev
0 25.6864 7.7866
10 25.5902 8.0128
20 25.5468 7.7822
30 25.4828 8.3014
40 25.0592 7.6642
50 26.3076 7.7902
60 26.1468 7.8156
70 26.1516 7.7648
80 26.1862 7.7348
90 25.5754 7.84
100 25.3662 7.5798
110 25.89 7.6878
120 25.477 8.0576
130 25.4212 8.1228
140 26.07 7.9952
150 26.012 7.8298
160 26.4732 7.7634
170 26.1554 7.7648
180 25.9774 8
190 25.544 7.909
200 26.026 7.8624
210 25.4344 7.5534
220 25.2984 7.8404
230 25.4128 7.9676
240 26.771 9.0176
250 26.0198 7.4104
260 25.9704 7.7888
270 25.5294 7.4166
280 25.6642 8.0124
290 25.8054 8.1298
300 25.8396 7.5672
310 25.3702 7.837
320 25.5634 7.7196
330 25.941 7.7192
340 26.166 7.6168
350 26.2978 7.8398
360 25.8712 8.0604
370 25.5312 8.0262
380 25.5188 7.6682
390 26.0552 7.8606
400 25.947 7.6736
410 25.2876 7.6988
420 25.5934 7.8768
430 26.2978 7.5148
440 26.2026 7.6308
450 26.2392 7.77
460 26.3204 7.8628
470 25.8188 7.7708
480 25.7306 8.6366
490 25.5332 7.8216
500 25.8936 7.9402
510 25.5428 7.9162
520 25.2568 7.8878
530 26.1702 7.8676
540 26.2754 7.8138
550 25.7702 7.8404
560 25.6864 8.2314
570 25.4104 7.824
580 25.7692 7.9806
590 25.6298 7.8424
