# TimeStamp(s) Latency-avg(ms) Stdev
0 10.4656 3.0808
10 10.5588 3.1206
20 10.5258 3.1328
30 10.5174 3.0944
40 10.5404 3.1542
50 10.5836 3.1728
60 10.6038 3.2114
70 10.584 3.222
80 10.3526 3.0512
90 10.2926 2.9922
100 10.4884 3.187
110 10.4722 3.169
120 10.433 3.0842
130 10.4828 3.19
140 10.4642 3.1444
150 10.4222 3.1358
160 10.523 3.2534
170 10.4782 3.1834
180 10.1716 3.0234
190 10.285 3.0766
200 10.3638 3.0526
210 10.3616 3.1258
220 10.3866 3.1032
230 10.3452 3.1132
240 10.4236 3.2
250 10.4006 3.1654
260 10.3754 3.1642
270 10.2904 3.1784
280 10.1558 3.0698
290 10.2012 3.0096
300 10.2628 3.0272
310 10.3864 3.2594
320 10.2612 3.0614
330 10.3346 3.192
340 10.311 3.1312
350 10.2986 3.1598
360 10.334 3.2812
370 10.091 3.1072
380 10.0752 3.0268
390 10.1262 2.9992
400 10.2072 3.1044
410 10.2478 3.1068
420 10.2458 3.1582
430 10.1244 3.0324
440 10.3112 3.2658
450 10.2724 3.2556
460 10.1774 3.1438
470 9.9552 3.0252
480 10.0328 3.012
490 10.0588 3.0148
500 10.1482 3.1326
510 10.1864 3.1496
520 10.1252 3.1152
530 10.421 4.6548
540 10.5496 5.7612
550 10.173 3.1884
560 10.0536 3.135
570 9.931 3.078
580 10.0008 3.0914
590 10.0134 3.0472
