20201018082511,192.168.67.3,5002,100.100.100.10,51422,3,0.0-10.0,648270,518616,7.793,365,806,45.285,4
20201018082511,192.168.67.3,5002,100.100.100.10,37931,4,0.0-10.0,627690,502152,7.088,380,807,47.088,1
20201018082511,192.168.67.3,5002,100.100.100.10,38396,5,0.0-10.0,618870,495096,7.291,386,807,47.831,1
20201018082511,192.168.67.3,5002,100.100.100.10,58662,6,0.0-10.0,607110,485688,10.265,394,807,48.823,0
20201018082511,192.168.67.3,0,100.100.100.10,0,-1,0.0-10.0,2501940,2001552,10.265,1525,3227,47.258,6
20201018082521,192.168.67.3,5002,100.100.100.10,51422,3,10.0-20.0,0,0,7.793,0,0,-nan,0
20201018082521,192.168.67.3,5002,100.100.100.10,37931,4,10.0-20.0,0,0,7.088,0,0,-nan,0
20201018082521,192.168.67.3,5002,100.100.100.10,38396,5,10.0-20.0,0,0,7.291,0,0,-nan,0
20201018082521,192.168.67.3,5002,100.100.100.10,58662,6,10.0-20.0,0,0,10.265,0,0,-nan,0
20201018082521,192.168.67.3,0,100.100.100.10,0,-1,10.0-20.0,0,0,10.265,0,0,-nan,0
20201018082532,192.168.67.3,5002,100.100.100.10,51422,3,20.0-30.0,0,0,7.793,0,0,-nan,0
20201018082532,192.168.67.3,5002,100.100.100.10,37931,4,20.0-30.0,0,0,7.088,0,0,-nan,0
20201018082532,192.168.67.3,5002,100.100.100.10,38396,5,20.0-30.0,0,0,7.291,0,0,-nan,0
20201018082532,192.168.67.3,5002,100.100.100.10,58662,6,20.0-30.0,0,0,10.265,0,0,-nan,0
20201018082532,192.168.67.3,0,100.100.100.10,0,-1,20.0-30.0,0,0,10.265,0,0,-nan,0
20201018082542,192.168.67.3,5002,100.100.100.10,51422,3,30.0-40.0,0,0,7.793,0,0,-nan,0
20201018082542,192.168.67.3,5002,100.100.100.10,37931,4,30.0-40.0,0,0,7.088,0,0,-nan,0
20201018082542,192.168.67.3,5002,100.100.100.10,38396,5,30.0-40.0,0,0,7.291,0,0,-nan,0
20201018082542,192.168.67.3,5002,100.100.100.10,58662,6,30.0-40.0,0,0,10.265,0,0,-nan,0
20201018082542,192.168.67.3,0,100.100.100.10,0,-1,30.0-40.0,0,0,10.265,0,0,-nan,0
20201018082552,192.168.67.3,5002,100.100.100.10,51422,3,40.0-50.0,0,0,7.793,0,0,-nan,0
20201018082552,192.168.67.3,5002,100.100.100.10,37931,4,40.0-50.0,0,0,7.088,0,0,-nan,0
20201018082552,192.168.67.3,5002,100.100.100.10,38396,5,40.0-50.0,0,0,7.291,0,0,-nan,0
20201018082552,192.168.67.3,5002,100.100.100.10,58662,6,40.0-50.0,0,0,10.265,0,0,-nan,0
20201018082552,192.168.67.3,0,100.100.100.10,0,-1,40.0-50.0,0,0,10.265,0,0,-nan,0
20201018082602,192.168.67.3,5002,100.100.100.10,51422,3,50.0-60.0,0,0,7.793,0,0,-nan,0
20201018082602,192.168.67.3,5002,100.100.100.10,37931,4,50.0-60.0,0,0,7.088,0,0,-nan,0
20201018082602,192.168.67.3,5002,100.100.100.10,38396,5,50.0-60.0,0,0,7.291,0,0,-nan,0
20201018082602,192.168.67.3,5002,100.100.100.10,58662,6,50.0-60.0,0,0,10.265,0,0,-nan,0
20201018082602,192.168.67.3,0,100.100.100.10,0,-1,50.0-60.0,0,0,10.265,0,0,-nan,0
