# TimeStamp(s) Sum Stdev
1 12.1 0
2 15.5 0
3 13.8 1.7
4 16.9 1.38804
5 14.9 1.80191
6 13.3 1.61691
7 16.6 1.55822
8 14.8 1.63245
9 13 1.5272
10 31.7 1.53992
11 19.9 5.34999
12 22.8 5.20724
13 15.8 5.27264
14 13.9 5.07777
15 12.8 4.95809
16 16.2 4.89206
17 14.9 4.73735
18 23.4 4.6113
19 21.9 4.75914
20 15.8 4.77044
21 13.9 4.65779
22 16.9 4.59323
23 14.9 4.48763
24 27.8 4.40705
25 25.9 4.84471
26 13.8 5.04177
27 16.9 4.9969
28 15.9 4.90452
29 23.8 4.8243
30 16.9 4.88399
31 14.8 4.80345
32 17.9 4.75037
33 16.8 4.67617
34 14.9 4.60625
35 12.9 4.55858
36 45.8 4.5547
37 13.9 6.49391
38 17.9 6.44081
39 16.1 6.3555
40 14.6 6.2802
41 12.9 6.22243
42 16.9 6.19253
43 14.8 6.11954
44 12.9 6.0634
45 20.9 6.03493
46 20.1 5.98857
47 13.5 5.93459
48 16.9 5.90123
49 24.9 5.84014
50 23.8 5.87355
51 16.9 5.8774
52 15.9 5.82082
53 13.9 5.77036
54 16.9 5.73955
55 14.9 5.68711
56 12.9 5.6472
57 15.9 5.63116
58 24.9 5.58562
59 14 5.62053
60 22.8 5.59228
