20201018082649,100.100.100.10,5005,192.168.67.6,45448,3,0.0-10.0,1117200,893760,16.276,4188,4948,84.640,0
20201018082649,100.100.100.10,5005,192.168.67.6,58211,4,0.0-10.0,1098090,878472,16.079,4202,4949,84.906,0
20201018082649,100.100.100.10,5005,192.168.67.6,55867,5,0.0-10.0,1134840,907872,15.630,4176,4948,84.398,1
20201018082649,100.100.100.10,5005,192.168.67.6,58808,6,0.0-10.0,1103970,883176,13.607,4197,4948,84.822,0
20201018082649,100.100.100.10,0,192.168.67.6,0,-1,0.0-10.0,4454100,3563280,16.276,16763,19793,84.692,1
20201018082659,100.100.100.10,5005,192.168.67.6,45448,3,10.0-20.0,0,0,16.276,0,0,-nan,0
20201018082659,100.100.100.10,5005,192.168.67.6,58211,4,10.0-20.0,0,0,16.079,0,0,-nan,0
20201018082659,100.100.100.10,5005,192.168.67.6,55867,5,10.0-20.0,0,0,15.630,0,0,-nan,0
20201018082659,100.100.100.10,5005,192.168.67.6,58808,6,10.0-20.0,0,0,13.607,0,0,-nan,0
20201018082659,100.100.100.10,0,192.168.67.6,0,-1,10.0-20.0,0,0,16.276,0,0,-nan,0
20201018082706,100.100.100.10,5005,192.168.67.6,45448,3,20.0-30.0,239610,191688,18.675,179857,180020,99.909,0
20201018082706,100.100.100.10,5005,192.168.67.6,55867,5,20.0-30.0,249900,199920,17.850,179848,180018,99.906,0
20201018082706,100.100.100.10,5005,192.168.67.6,58808,6,20.0-30.0,235200,188160,21.119,179858,180018,99.911,0
20201018082706,100.100.100.10,5005,192.168.67.6,58211,4,20.0-30.0,269010,215208,19.894,179836,180019,99.898,0
20201018082706,100.100.100.10,0,192.168.67.6,0,-1,20.0-30.0,993720,794976,21.119,719399,720075,99.906,0
20201018082720,100.100.100.10,5005,192.168.67.6,45448,3,30.0-40.0,1020180,816144,16.132,81636,82330,99.157,0
20201018082720,100.100.100.10,5005,192.168.67.6,58211,4,30.0-40.0,961380,769104,19.622,81676,82330,99.206,0
20201018082720,100.100.100.10,5005,192.168.67.6,55867,5,30.0-40.0,999600,799680,14.383,81651,82331,99.174,0
20201018082720,100.100.100.10,5005,192.168.67.6,58808,6,30.0-40.0,965790,772632,17.434,81675,82332,99.202,0
20201018082720,100.100.100.10,0,192.168.67.6,0,-1,30.0-40.0,3946950,3157560,19.622,326638,329323,99.185,0
20201018082730,100.100.100.10,5005,192.168.67.6,45448,3,40.0-50.0,0,0,16.132,0,0,-nan,0
20201018082730,100.100.100.10,5005,192.168.67.6,58211,4,40.0-50.0,0,0,19.622,0,0,-nan,0
20201018082730,100.100.100.10,5005,192.168.67.6,55867,5,40.0-50.0,0,0,14.383,0,0,-nan,0
20201018082730,100.100.100.10,5005,192.168.67.6,58808,6,40.0-50.0,0,0,17.434,0,0,-nan,0
20201018082730,100.100.100.10,0,192.168.67.6,0,-1,40.0-50.0,0,0,19.622,0,0,-nan,0
20201018082736,100.100.100.10,5005,192.168.67.6,45448,3,50.0-60.0,485100,388080,16.160,191844,192174,99.828,14
20201018082736,100.100.100.10,5005,192.168.67.6,58211,4,50.0-60.0,486570,389256,15.241,191842,192173,99.828,16
20201018082736,100.100.100.10,5005,192.168.67.6,55867,5,50.0-60.0,483630,386904,16.289,191845,192174,99.829,0
20201018082736,100.100.100.10,5005,192.168.67.6,58808,6,50.0-60.0,486570,389256,16.285,191842,192173,99.828,0
20201018082736,100.100.100.10,0,192.168.67.6,0,-1,50.0-60.0,1941870,1553496,16.289,767373,768694,99.828,30
20201018082745,100.100.100.10,5005,192.168.67.6,45448,3,0.0-68.7,4442340,517662,15.475,540884,543906,99.444,14
20201018082745,100.100.100.10,5005,192.168.67.6,58211,4,0.0-68.7,4374720,509782,16.217,540930,543906,99.453,16
20201018082745,100.100.100.10,5005,192.168.67.6,55867,5,0.0-68.7,4446750,518181,16.389,540881,543906,99.444,1
20201018082745,100.100.100.10,5005,192.168.67.6,58808,6,0.0-68.7,4327680,504305,15.887,540961,543905,99.459,0
20201018082745,100.100.100.10,0,192.168.67.6,0,-1,0.0-68.7,17591490,2049922,16.389,2163656,2175623,99.450,31
