# TimeStamp(s) Latency-avg(ms) Stdev
0 19.018 7.23
10 19.196 7.153
20 18.848 7.3775
30 19.1905 8.885
40 19.151 7.5435
50 18.553 7.1775
60 18.9295 7.8895
70 18.2345 6.8755
80 18.4675 7.331
90 19.221 7.7465
100 18.365 6.3385
110 19.654 8.1615
120 19.182 7.525
130 18.7675 7.592
140 18.672 7.1225
150 18.7245 7.545
160 18.536 7.47
170 18.222 7.031
180 19.3695 8.12
190 18.9355 6.7825
200 19.0085 7.1625
210 18.607 6.7815
220 18.4785 7.0245
230 18.824 7.4975
240 18.6465 7.429
250 18.3275 7.075
260 18.5285 8.329
270 18.4205 7.2295
280 19.3295 7.386
290 18.998 7.5465
300 18.511 7.1815
310 19.3145 9.1165
320 18.407 6.932
330 18.5515 7.2815
340 18.4955 7.6995
350 18.562 7.5935
360 18.9255 8.539
370 19.3605 7.4965
380 19.1835 8.8285
390 19.532 7.3975
400 19.1425 7.549
410 19.0035 7.7145
420 18.8225 7.684
430 18.634 7.316
440 18.6705 7.5495
450 18.741 7.256
460 18.548 6.632
470 19.4535 7.5865
480 19.2595 7.2515
490 19.288 7.851
500 18.9305 7.308
510 18.4075 6.843
520 19.206 7.901
530 18.994 7.766
540 18.528 6.8565
550 18.278 6.852
560 19.6605 8.654
570 19.0145 7.2755
580 19.4235 7.8525
590 19.066 7.291
