# TimeStamp(s) Sum Stdev
1 20.2 0
2 20.1 0
3 17.7 0.05
4 20.8 1.15566
5 20.5 1.18533
6 23.8 1.10743
7 17.2 1.78271
8 19.4 2.01768
9 18 1.8993
10 16.6 1.89391
11 15.8 2.02931
12 18.7 2.19835
13 17.5 2.10766
14 21 2.06756
15 19.7 2.06137
16 18.4 1.99722
17 16.8 1.94193
18 20.7 1.95933
19 19.6 1.94572
20 17.4 1.8978
21 21.1 1.8856
22 19.9 1.89397
23 13.7 1.858
24 16.7 2.12817
25 19.9 2.12906
26 19.7 2.09707
27 18.3 2.06286
28 22 2.02727
29 21.2 2.07431
30 24.7 2.0784
31 17.9 2.28144
32 16.7 2.25674
33 15.5 2.26317
34 17.8 2.3132
35 16.9 2.28802
36 21.2 2.28132
37 19.9 2.28064
38 19.1 2.2546
39 27.7 2.2248
40 26.7 2.59088
41 20.8 2.81187
42 19.6 2.7856
43 18.5 2.75234
44 22.7 2.72391
45 19.8 2.73658
46 17.8 2.70636
47 16.8 2.68835
48 20.6 2.6874
49 19.5 2.66464
50 17.8 2.63732
51 16.6 2.6209
52 19.6 2.62412
53 17.8 2.59899
54 31 2.58306
55 19.5 3.00411
56 17.8 2.97668
57 17.3 2.95901
58 21.2 2.94729
59 29.6 2.9304
60 18.8 3.18437
