"-75","-6","-49","34"
"-75","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-74","-7","-47","34"
"-73","-6","-47","35"
"-73","-6","-46","34"
"-74","-6","-47","34"
"-75","-7","-48","34"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-47","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-7","-47","34"
"-75","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-74","-6","-48","34"
"-74","-6","-47","34"
"-74","-6","-48","34"
"-75","-6","-48","34"
"-74","-6","-47","35"
"-74","-7","-47","35"
"-74","-6","-48","35"
"-74","-6","-47","35"
"-74","-6","-47","35"
"-73","-6","-47","35"
"-73","-6","-47","35"
"-73","-6","-47","35"
"-73","-6","-47","34"
"-73","-6","-47","35"
"-74","-6","-48","34"
"-74","-6","-47","35"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-76","-6","-49","34"
"-75","-6","-49","35"
"-74","-6","-48","34"
"-75","-6","-49","34"
"-76","-6","-49","34"
"-76","-6","-50","34"
"-76","-6","-49","34"
"-76","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-48","35"
"-75","-7","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-47","35"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-76","-6","-50","35"
"-75","-6","-49","35"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-75","-6","-48","35"
"-75","-6","-48","35"
"-74","-6","-48","35"
"-74","-7","-47","35"
"-74","-6","-47","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-47","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-49","35"
"-74","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-47","34"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-49","35"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-48","35"
"-75","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-48","34"
"-74","-8","-46","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-74","-6","-48","34"
"-75","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-74","-6","-48","34"
"-75","-6","-49","34"
"-75","-7","-48","34"
"-75","-6","-49","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-48","35"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-48","35"
"-75","-7","-48","35"
"-74","-7","-47","35"
"-74","-6","-47","35"
"-74","-6","-48","34"
"-74","-7","-47","34"
"-74","-6","-47","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-47","34"
"-74","-6","-48","34"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-75","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-47","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-75","-6","-49","35"
"-74","-6","-48","35"
"-74","-7","-47","35"
"-74","-6","-48","35"
"-75","-6","-48","35"
"-75","-6","-49","34"
"-74","-6","-48","34"
"-74","-6","-48","34"
"-75","-7","-48","34"
"-76","-6","-49","34"
"-74","-7","-47","34"
"-74","-7","-47","35"
"-76","-6","-50","34"
"-76","-7","-48","34"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-48","35"
"-76","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-74","-7","-47","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-7","-48","34"
"-75","-6","-49","34"
"-76","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-7","-48","34"
"-76","-7","-49","34"
"-76","-6","-49","35"
"-76","-6","-49","34"
"-74","-7","-47","34"
"-74","-6","-48","35"
"-74","-6","-47","34"
"-74","-6","-47","35"
"-73","-6","-48","35"
"-74","-6","-48","35"
"-73","-6","-46","35"
"-74","-6","-48","35"
"-73","-7","-46","35"
"-74","-6","-47","34"
"-74","-6","-47","35"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-74","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-76","-6","-50","34"
"-75","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-75","-7","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-7","-48","34"
"-76","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-48","35"
"-75","-6","-49","34"
"-75","-6","-47","34"
"-75","-8","-47","35"
"-75","-6","-48","35"
"-75","-6","-48","35"
"-75","-6","-49","34"
"-75","-6","-49","35"
"-75","-6","-48","35"
"-75","-6","-49","34"
"-75","-6","-48","35"
"-75","-6","-48","35"
"-75","-6","-49","35"
"-75","-7","-48","34"
"-75","-6","-48","35"
"-75","-6","-48","34"
"-74","-7","-47","35"
"-74","-6","-47","31"
"-74","-7","-47","34"
"-74","-6","-48","34"
"-74","-6","-47","35"
"-74","-6","-48","35"
"-73","-7","-46","35"
"-74","-6","-47","35"
"-73","-6","-47","34"
"-73","-6","-47","34"
"-74","-6","-48","35"
"-74","-6","-47","34"
"-74","-6","-47","35"
"-74","-6","-47","34"
"-74","-6","-47","34"
"-73","-6","-47","35"
"-73","-6","-46","34"
"-73","-6","-47","34"
"-73","-6","-46","35"
"-73","-6","-47","35"
"-73","-7","-46","35"
"-73","-6","-46","35"
"-73","-6","-47","35"
"-73","-6","-47","35"
"-73","-6","-47","34"
"-73","-6","-47","34"
"-73","-6","-47","34"
"-73","-7","-46","34"
"-73","-6","-47","35"
"-74","-6","-48","35"
"-74","-7","-47","35"
"-74","-6","-47","35"
"-74","-6","-47","35"
"-74","-6","-48","35"
"-74","-6","-47","35"
"-73","-6","-47","35"
"-74","-6","-47","35"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-48","34"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-49","35"
"-74","-6","-48","34"
"-75","-6","-48","34"
"-74","-7","-47","34"
"-75","-6","-48","34"
"-75","-6","-48","35"
"-75","-7","-48","34"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-74","-6","-47","35"
"-73","-7","-46","34"
"-73","-6","-47","34"
"-74","-6","-48","34"
"-75","-6","-49","34"
"-75","-6","-48","35"
"-76","-6","-49","34"
"-75","-6","-49","34"
"-75","-6","-48","34"
"-76","-6","-49","35"
"-76","-6","-49","34"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-74","-6","-48","34"
"-74","-6","-48","34"
"-74","-6","-48","35"
"-74","-6","-48","35"
"-75","-6","-48","34"
"-75","-6","-48","34"
"-75","-6","-49","35"
"-75","-6","-49","34"
"-75","-6","-49","34"
"-75","-7","-48","34"
"-75","-6","-48","34"
"-75","-7","-48","34"
"-75","-6","-49","34"
"-74","-7","-47","35"
"-75","-7","-48","34"
"-75","-6","-49","34"
"-75","-6","-49","35"
