20201018082832,192.168.67.5,5004,100.100.100.10,33108,4,0.0-10.0,6781320,5425056
20201018082832,192.168.67.5,5004,100.100.100.10,33110,5,0.0-10.0,3845968,3076774
20201018082832,192.168.67.5,5004,100.100.100.10,33114,9,0.0-10.0,4009544,3207635
20201018082832,192.168.67.5,5004,100.100.100.10,33112,6,0.0-10.0,5023200,4018560
20201018082832,192.168.67.5,0,100.100.100.10,0,-1,0.0-10.0,19660032,15728025
20201018082842,192.168.67.5,5004,100.100.100.10,33108,4,10.0-20.0,3755808,3004646
20201018082842,192.168.67.5,5004,100.100.100.10,33110,5,10.0-20.0,4529896,3623916
20201018082842,192.168.67.5,5004,100.100.100.10,33112,6,10.0-20.0,2717680,2174144
20201018082842,192.168.67.5,5004,100.100.100.10,33114,9,10.0-20.0,5497184,4397747
20201018082842,192.168.67.5,0,100.100.100.10,0,-1,10.0-20.0,16500568,13200454
20201018082852,192.168.67.5,5004,100.100.100.10,33108,4,20.0-30.0,3766112,3012889
20201018082852,192.168.67.5,5004,100.100.100.10,33110,5,20.0-30.0,3118248,2494598
20201018082852,192.168.67.5,5004,100.100.100.10,33114,9,20.0-30.0,4594296,3675436
20201018082852,192.168.67.5,5004,100.100.100.10,33112,6,20.0-30.0,5293680,4234944
20201018082852,192.168.67.5,0,100.100.100.10,0,-1,20.0-30.0,16772336,13417868
20201018082902,192.168.67.5,5004,100.100.100.10,33108,4,30.0-40.0,4536336,3629068
20201018082902,192.168.67.5,5004,100.100.100.10,33110,5,30.0-40.0,3735200,2988160
20201018082902,192.168.67.5,5004,100.100.100.10,33114,9,30.0-40.0,3356528,2685222
20201018082902,192.168.67.5,5004,100.100.100.10,33112,6,30.0-40.0,4947208,3957766
20201018082902,192.168.67.5,0,100.100.100.10,0,-1,30.0-40.0,16575272,13260217
20201018082912,192.168.67.5,5004,100.100.100.10,33108,4,40.0-50.0,4667712,3734169
20201018082912,192.168.67.5,5004,100.100.100.10,33110,5,40.0-50.0,2712528,2170022
20201018082912,192.168.67.5,5004,100.100.100.10,33112,6,40.0-50.0,4055912,3244729
20201018082912,192.168.67.5,5004,100.100.100.10,33114,9,40.0-50.0,3788008,3030406
20201018082912,192.168.67.5,0,100.100.100.10,0,-1,40.0-50.0,15224160,12179328
20201018082922,192.168.67.5,5004,100.100.100.10,33112,6,50.0-60.0,4267144,3413715
20201018082922,192.168.67.5,5004,100.100.100.10,33114,9,50.0-60.0,4237520,3390016
20201018082922,192.168.67.5,5004,100.100.100.10,33108,4,50.0-60.0,4452616,3562092
20201018082922,192.168.67.5,5004,100.100.100.10,33110,5,50.0-60.0,4961376,3969100
20201018082922,192.168.67.5,0,100.100.100.10,0,-1,50.0-60.0,17918656,14334924
20201018082924,192.168.67.5,5004,100.100.100.10,33110,5,0.0-61.3,23592960,3079769
20201018082924,192.168.67.5,5004,100.100.100.10,33112,6,0.0-61.5,27000832,3510933
20201018082924,192.168.67.5,5004,100.100.100.10,33114,9,0.0-61.5,26607616,3458743
20201018082924,192.168.67.5,5004,100.100.100.10,33108,4,0.0-61.6,28704768,3725462
20201018082924,192.168.67.5,0,100.100.100.10,0,-1,0.0-61.6,105906176,13745084
