# TimeStamp(s) Latency-avg(ms) Stdev
0 22.107 8.494
10 21.6277 8.374
20 22.0773 8.78
30 21.449 8.70467
40 22.294 8.371
50 22.032 8.13367
60 22.5563 7.866
70 22.3253 7.592
80 21.7473 7.71967
90 21.6847 7.552
100 21.3237 7.70067
110 21.57 7.83067
120 22.0213 8.502
130 21.6483 8.25567
140 22.5197 8.08833
150 22.4583 7.61967
160 22.23 8.08867
170 22.1373 8.09667
180 22.1017 7.66967
190 22.1617 7.98533
200 21.9553 8.503
210 22.3327 8.74433
220 21.7173 8.47233
230 21.7113 8.50333
240 22.2363 8.26767
250 22.612 8.57233
260 22.485 7.40233
270 21.9897 7.681
280 21.8403 7.79233
290 22.6403 8.78167
300 21.7407 8.69867
310 21.9193 8.38467
320 22.4177 9.12433
330 21.7043 8.59233
340 22.9837 8.19467
350 22.8123 8.521
360 23.1237 8.934
370 22.3513 9.29067
380 21.9463 8.347
390 22.3243 8.35833
400 21.706 7.78333
410 22.0923 8.63967
420 21.736 8.70767
430 22.2837 8.629
440 23.163 9.66533
450 22.7083 8.651
460 22.3193 8.63067
470 22.6 8.88533
480 22.5247 8.522
490 22.121 8.39833
500 21.9507 8.002
510 21.4603 8.18567
520 21.656 8.55633
530 22.1813 8.584
540 23.0123 8.57967
550 21.9807 8.14033
560 21.6207 8.21067
570 22.1747 9.235
580 21.7863 8.61767
590 22.2473 8.91933
