# TimeStamp(s) Latency-avg(ms) Stdev
0 15.351 3.26067
10 15.266 3.096
20 15.3367 3.136
30 15.3613 3.16967
40 15.365 3.15433
50 15.351 3.23933
60 15.022 3.123
70 15.116 3.141
80 15.274 3.16167
90 15.3083 3.13333
100 15.364 3.17667
110 15.3797 3.16633
120 15.4007 3.17867
130 15.444 3.28067
140 15.4293 3.21333
150 15.1613 3.05467
160 15.1533 3.11867
170 19.0997 26.1487
180 15.265 3.036
190 15.316 3.07533
200 15.374 3.134
210 15.4827 3.24467
220 15.4563 3.23333
230 15.459 3.21167
240 15.492 3.20433
250 15.117 3.051
260 15.222 3.14233
270 15.3083 3.12933
280 15.3773 3.087
290 15.4107 3.13033
300 20.102 29.481
310 15.4513 3.12867
320 15.518 3.153
330 15.5703 3.194
340 15.448 3.163
350 15.143 3.03467
360 15.2997 3.09067
370 15.4023 3.09067
380 15.4243 3.09267
390 15.4523 3.10533
400 15.4803 3.13267
410 15.537 3.20033
420 15.5573 3.15667
430 15.6133 3.259
440 15.3523 3.06333
450 15.303 3.14433
460 15.3747 3.12867
470 15.464 3.102
480 15.5383 3.20533
490 15.583 3.16267
500 15.607 3.18533
510 15.688 3.314
520 15.6203 3.22333
530 15.6047 3.11333
540 15.2727 3.10233
550 15.379 3.18367
560 15.4473 3.10967
570 21.0727 33.988
580 15.5783 3.17367
590 15.635 3.23433
