------------------------------------------------------------
Server listening on UDP port 5001 with pid 9556
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 100.100.100.10 port 5001 connected with 192.168.67.2 port 44452
[  4] local 100.100.100.10 port 5001 connected with 192.168.67.2 port 33184
[  5] local 100.100.100.10 port 5001 connected with 192.168.67.2 port 40387
[  6] local 100.100.100.10 port 5001 connected with 192.168.67.2 port 39330
[  7] local 100.100.100.10 port 5001 connected with 192.168.67.2 port 35529
[ ID] Interval            Transfer     Bandwidth        Jitter   Lost/Total  Latency avg/min/max/stdev PPS  NetPwr
[  3] 0.0000-10.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.363 ms    0/  892 (0%) 15.874/-2.144/44.693/ 8.066 ms   89 pps  8.27
[  3] 0.0000-10.0000 sec  1 datagrams received out-of-order
[  6] 0.0000-10.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.874 ms    3/  892 (0.34%) 17.210/ 2.810/45.078/ 8.454 ms   89 pps  7.59
[  7] 0.0000-10.0000 sec  1.24 MBytes  1.04 Mbits/sec   6.278 ms    4/  892 (0.45%) 15.832/-3.666/44.632/ 8.176 ms   89 pps  8.24
[  4] 0.0000-10.0000 sec  1.25 MBytes  1.05 Mbits/sec   7.002 ms    0/  893 (0%) 15.411/-2.734/45.547/ 8.126 ms   89 pps  8.52
[  5] 0.0000-10.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.426 ms    0/  893 (0%) 16.254/ 0.115/45.052/ 8.139 ms   89 pps  8.08
[  5] 0.0000-10.0000 sec  1 datagrams received out-of-order
[SUM] 0.0000-10.0000 sec  6.25 MBytes  5.24 Mbits/sec  7/4462        0 pps
[SUM] 0.0000-10.0000 sec  2 datagrams received out-of-order
[  3] 10.0000-20.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.988 ms    0/  893 (0%) 16.462/ 3.086/45.878/ 7.940 ms   89 pps  7.97
[  4] 10.0000-20.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.811 ms    0/  892 (0%) 15.622/-4.008/45.176/ 7.665 ms   89 pps  8.39
[  5] 10.0000-20.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.757 ms    0/  892 (0%) 16.570/-1.472/45.939/ 7.916 ms   89 pps  7.91
[  6] 10.0000-20.0000 sec  1.25 MBytes  1.05 Mbits/sec   3.872 ms    0/  893 (0%) 17.050/-1.380/45.625/ 8.201 ms   89 pps  7.70
[  7] 10.0000-20.0000 sec  1.25 MBytes  1.05 Mbits/sec   4.069 ms    0/  893 (0%) 16.666/ 1.931/45.115/ 8.042 ms   89 pps  7.88
[SUM] 10.0000-20.0000 sec  6.26 MBytes  5.25 Mbits/sec  0/4463        0 pps
[  3] 20.0000-30.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.657 ms    0/  889 (0%) 16.857/-4.139/45.141/ 8.205 ms   89 pps  7.75
[  4] 20.0000-30.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.565 ms    0/  889 (0%) 16.659/-2.386/43.947/ 8.241 ms   89 pps  7.84
[  5] 20.0000-30.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.845 ms    0/  889 (0%) 17.062/ 0.639/45.320/ 8.211 ms   89 pps  7.66
[  6] 20.0000-30.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.113 ms    0/  889 (0%) 17.558/ 2.337/46.407/ 8.373 ms   89 pps  7.44
[  7] 20.0000-30.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.635 ms    0/  889 (0%) 17.159/ 1.316/46.117/ 8.351 ms   89 pps  7.62
[SUM] 20.0000-30.0000 sec  6.23 MBytes  5.23 Mbits/sec  0/4445        0 pps
[  3] 30.0000-40.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.999 ms    0/  892 (0%) 17.391/-4.655/44.775/ 8.726 ms   89 pps  7.54
[  4] 30.0000-40.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.421 ms    0/  892 (0%) 16.675/-4.532/44.068/ 8.568 ms   89 pps  7.86
[  5] 30.0000-40.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.604 ms    0/  892 (0%) 17.476/-1.895/43.904/ 8.608 ms   89 pps  7.50
[  6] 30.0000-40.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.378 ms    0/  892 (0%) 17.801/ 0.659/44.609/ 8.508 ms   89 pps  7.37
[  7] 30.0000-40.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.561 ms    0/  892 (0%) 17.502/ 0.096/43.844/ 8.436 ms   89 pps  7.49
[SUM] 30.0000-40.0000 sec  6.25 MBytes  5.24 Mbits/sec  0/4460        0 pps
[  3] 40.0000-50.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.033 ms    0/  893 (0%) 17.134/-1.226/46.521/ 8.291 ms   89 pps  7.66
[  7] 40.0000-50.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.488 ms    0/  893 (0%) 17.462/-1.874/46.186/ 8.606 ms   89 pps  7.52
[  4] 40.0000-50.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.258 ms    0/  894 (0%) 16.796/-1.261/42.613/ 8.305 ms   89 pps  7.82
[  5] 40.0000-50.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.409 ms    0/  894 (0%) 17.419/ 2.357/46.309/ 8.421 ms   89 pps  7.54
[  6] 40.0000-50.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.065 ms    0/  894 (0%) 17.940/-0.304/46.248/ 8.440 ms   89 pps  7.33
[SUM] 40.0000-50.0000 sec  6.26 MBytes  5.25 Mbits/sec  0/4468        0 pps
[  3] 50.0000-60.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.741 ms    1/  890 (0.11%) 16.900/-3.536/44.778/ 7.766 ms   89 pps  7.73
[  4] 50.0000-60.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.030 ms    0/  890 (0%) 16.358/-1.166/44.299/ 7.582 ms   89 pps  8.00
[  5] 50.0000-60.0000 sec  1.24 MBytes  1.04 Mbits/sec   6.959 ms    1/  889 (0.11%) 16.882/-0.793/44.207/ 7.776 ms   89 pps  7.73
[  6] 50.0000-60.0000 sec  1.24 MBytes  1.04 Mbits/sec   5.875 ms    1/  889 (0.11%) 17.586/ 0.163/43.934/ 7.617 ms   89 pps  7.42
[  7] 50.0000-60.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.455 ms    0/  890 (0%) 17.050/ 1.445/43.873/ 7.669 ms   89 pps  7.67
[SUM] 50.0000-60.0000 sec  6.23 MBytes  5.23 Mbits/sec  3/4448        0 pps
[  3] 60.0000-70.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.784 ms    0/  893 (0%) 16.741/-2.368/45.082/ 7.820 ms   89 pps  7.84
[  4] 60.0000-70.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.370 ms    0/  892 (0%) 15.977/-3.189/44.992/ 7.758 ms   89 pps  8.21
[  5] 60.0000-70.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.673 ms    0/  893 (0%) 16.713/-0.309/45.053/ 7.742 ms   89 pps  7.85
[  6] 60.0000-70.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.553 ms    0/  893 (0%) 17.319/ 3.198/43.887/ 7.824 ms   89 pps  7.58
[  7] 60.0000-70.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.813 ms    0/  893 (0%) 16.717/-1.140/43.640/ 7.804 ms   89 pps  7.85
[SUM] 60.0000-70.0000 sec  6.26 MBytes  5.25 Mbits/sec  0/4464        0 pps
[  3] 70.0000-80.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.000 ms    0/  891 (0%) 15.988/-1.350/40.244/ 7.652 ms   89 pps  8.19
[  4] 70.0000-80.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.472 ms    0/  891 (0%) 15.451/-0.169/40.165/ 7.713 ms   89 pps  8.48
[  5] 70.0000-80.0000 sec  1.25 MBytes  1.05 Mbits/sec   7.292 ms    0/  891 (0%) 15.884/ 0.796/40.073/ 7.539 ms   89 pps  8.25
[  6] 70.0000-80.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.395 ms    0/  891 (0%) 16.931/ 2.982/40.480/ 7.890 ms   89 pps  7.74
[  7] 70.0000-80.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.221 ms    0/  891 (0%) 15.872/ 1.182/38.399/ 7.603 ms   89 pps  8.25
[SUM] 70.0000-80.0000 sec  6.25 MBytes  5.24 Mbits/sec  0/4455        0 pps
[  3] 80.0000-90.0000 sec  1.25 MBytes  1.05 Mbits/sec   7.004 ms    1/  892 (0.11%) 15.830/-2.673/45.798/ 7.691 ms   89 pps  8.27
[  4] 80.0000-90.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.510 ms    1/  892 (0.11%) 15.359/-0.556/45.858/ 7.800 ms   89 pps  8.53
[  5] 80.0000-90.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.343 ms    0/  892 (0%) 15.984/-4.105/38.206/ 7.713 ms   89 pps  8.20
[  6] 80.0000-90.0000 sec  1.25 MBytes  1.05 Mbits/sec   5.463 ms    0/  892 (0%) 16.296/-5.015/39.289/ 7.563 ms   89 pps  8.05
[  7] 80.0000-90.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.777 ms    0/  892 (0%) 16.295/-2.537/42.475/ 7.628 ms   89 pps  8.05
[SUM] 80.0000-90.0000 sec  6.25 MBytes  5.24 Mbits/sec  2/4460        0 pps
[  3] 90.0000-100.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.230 ms    0/  892 (0%) 16.451/-2.565/40.772/ 7.738 ms   89 pps  7.97
[  4] 90.0000-100.0000 sec  1.25 MBytes  1.05 Mbits/sec   6.629 ms    0/  892 (0%) 16.001/-1.467/43.559/ 7.603 ms   89 pps  8.19
