# TimeStamp(s) Latency-avg(ms) Stdev
0 12.926 1.185
10 13.009 1.316
20 13.085 1.093
30 13.207 1.05
40 13.296 1.09
50 13.514 3.261
60 13.36 1.188
70 13.425 1.396
80 13.423 1.193
90 13.343 0.912
100 12.985 1.333
110 13.128 1.533
120 13.134 1.073
130 13.215 1.066
140 13.321 1.11
150 13.43 1.378
160 13.436 1.356
170 13.387 1.054
180 13.427 1.147
190 13.387 1.06
200 13.077 1.507
210 13.076 1.218
220 13.136 1.005
230 13.303 1.172
240 13.354 0.886
250 14.24 7.16
260 13.677 4.029
270 13.394 0.839
280 13.456 0.956
290 13.286 1.151
300 13.019 0.946
310 13.196 1.44
320 13.279 1.181
330 13.419 1.16
340 13.483 1.283
350 13.524 1.352
360 13.444 0.943
370 13.548 1.284
380 13.516 1.093
390 13.244 1.048
400 13.157 1.239
410 13.257 1.265
420 13.314 1.019
430 13.481 1.291
440 13.519 1.168
450 13.503 1.033
460 13.586 1.271
470 13.611 1.264
480 13.586 0.978
490 13.214 1.203
500 13.238 1.177
510 13.333 1.191
520 13.486 1.075
530 13.51 1.18
540 13.526 1.018
550 13.604 1.14
560 13.675 1.173
570 13.709 1.228
580 13.534 0.951
590 13.176 0.973
