# TimeStamp(s) Latency-avg(ms) Stdev
0 19.446 7.495
10 19.28 8.133
20 19.21 6.996
30 20.056 9.642
40 19.964 7.759
50 19.589 7.534
60 20.416 8.073
70 19.856 8.219
80 19.581 7.611
90 19.828 7.775
100 18.915 7.643
110 18.695 7.144
120 18.897 7.818
130 18.878 7.096
140 19.579 8.177
150 20.015 7.919
160 18.879 7.103
170 19.806 9.256
180 19.381 7.5
190 20.111 8.302
200 19.633 8.079
210 19.465 7.728
220 19.002 7.91
230 20.529 8.319
240 20.036 7.582
250 20.106 8.005
260 19.878 7.869
270 19.617 7.711
280 19.119 7.121
290 18.938 7.14
300 18.964 7.668
310 19.279 7.892
320 18.801 7.428
330 20.699 8.826
340 20.081 8.612
350 19.96 8.194
360 18.924 7.207
370 19.414 7.871
380 19.143 8.789
390 18.638 7.052
400 18.532 7.694
410 18.284 7.603
420 18.908 7.637
430 19.585 7.833
440 18.792 7.269
450 19.477 7.751
460 19.599 8.163
470 19.316 7.876
480 18.544 7.703
490 18.706 7.873
500 18.204 7.2
510 18.196 7.654
520 19.772 8.415
530 19.175 7.998
540 19.177 7.79
550 19.333 7.666
560 19.383 8.531
570 19.708 8.695
580 18.986 7.72
590 19.187 8.936
