# TimeStamp(s) Latency-avg(ms) Stdev
0 19.7 7.756
10 19.111 7.534
20 19.285 8.1
30 19.156 7.956
40 18.437 7.221
50 19.01 7.755
60 19.077 8.376
70 18.928 8.005
80 19.419 7.778
90 20.027 8.702
100 19.386 7.414
110 19.318 7.788
120 19.594 7.951
130 19.378 8.183
140 19.516 8.455
150 19.411 7.896
160 19.242 7.939
170 19.291 8.158
180 19.487 7.64
190 19.893 8.41
200 19.838 7.859
210 19.28 7.746
220 18.526 7.466
230 18.853 7.489
240 19.05 7.883
250 19.202 7.474
260 18.702 7.658
270 19.072 9.307
280 19.511 8.041
290 19.413 7.377
300 19.714 8.388
310 18.828 7.341
320 19.887 8.368
330 20.253 8.421
340 19.291 7.897
350 19.546 8.008
360 18.82 7.571
370 18.566 7.154
380 19.716 8.587
390 19.42 7.675
400 19.395 7.242
410 18.827 7.661
420 19.344 7.483
430 18.861 7.483
440 19.207 8.122
450 18.775 7.562
460 18.835 7.518
470 19.158 7.918
480 19.809 8.098
490 19.51 8.191
500 18.738 7.275
510 19.966 7.879
520 19.135 7.473
530 18.857 7.558
540 19.917 8.486
550 19.087 8.224
560 19.32 8.288
570 20.059 8.126
580 19.278 7.299
590 19.648 9.59
