# TimeStamp(s) Latency-avg(ms) Stdev
0 13.646 1.384
10 13.646 1.04
20 13.708 1.151
30 13.708 0.996
40 13.75 1.133
50 13.767 4.391
60 13.395 1.391
70 13.451 1.118
80 13.566 1.151
90 13.661 1.006
100 13.747 1.177
110 13.823 1.352
120 13.85 1.321
130 13.821 1.182
140 13.89 1.197
150 13.345 1.01
160 13.469 1.048
170 13.637 1.219
180 13.672 0.975
190 13.778 1.002
200 13.823 1.055
210 13.854 1.195
220 13.863 1.252
230 13.887 1.099
240 13.816 1.04
250 13.385 1.089
260 13.505 1.253
270 13.584 1.169
280 13.637 1.111
290 13.77 1.196
300 13.794 1.229
310 13.774 1.033
320 14.041 3.923
330 13.862 1.304
340 13.615 1.144
350 13.344 1.1
360 13.419 1.008
370 13.565 1.056
380 13.695 1.367
390 13.655 1.043
400 13.682 1.013
410 13.704 1.119
420 13.77 1.209
430 13.754 1.048
440 13.444 1.28
450 13.915 6.597
460 13.439 1.157
470 13.522 1.115
480 13.66 1.192
490 13.614 0.948
500 13.944 3.901
510 13.689 1.264
520 13.651 0.935
530 13.648 1.09
540 13.261 1.213
550 13.29 1.098
560 13.343 0.901
570 13.524 1.097
580 13.597 1.115
590 13.634 1.234
