20201018082959,100.100.100.10,5001,192.168.67.2,40018,5,0.0-10.0,1671824,1337459
20201018082959,100.100.100.10,5001,192.168.67.2,40016,4,0.0-10.0,1344672,1075737
20201018082959,100.100.100.10,5001,192.168.67.2,40022,8,0.0-10.0,1244208,995366
20201018082959,100.100.100.10,5001,192.168.67.2,40020,6,0.0-10.0,2443032,1954425
20201018082959,100.100.100.10,0,192.168.67.2,0,-1,0.0-10.0,6703736,5362988
20201018083009,100.100.100.10,5001,192.168.67.2,40022,8,10.0-20.0,1828960,1463168
20201018083009,100.100.100.10,5001,192.168.67.2,40018,5,10.0-20.0,1275120,1020096
20201018083009,100.100.100.10,5001,192.168.67.2,40016,4,10.0-20.0,1136016,908812
20201018083009,100.100.100.10,5001,192.168.67.2,40020,6,10.0-20.0,2876104,2300883
20201018083009,100.100.100.10,0,192.168.67.2,0,-1,10.0-20.0,7116200,5692960
20201018083019,100.100.100.10,5001,192.168.67.2,40022,8,20.0-30.0,2278472,1822777
20201018083019,100.100.100.10,5001,192.168.67.2,40020,6,20.0-30.0,1781608,1425286
20201018083019,100.100.100.10,5001,192.168.67.2,40018,5,20.0-30.0,1562344,1249875
20201018083019,100.100.100.10,5001,192.168.67.2,40016,4,20.0-30.0,1146320,917056
20201018083019,100.100.100.10,0,192.168.67.2,0,-1,20.0-30.0,6768744,5414995
20201018083029,100.100.100.10,5001,192.168.67.2,40018,5,30.0-40.0,1336944,1069555
20201018083029,100.100.100.10,5001,192.168.67.2,40016,4,30.0-40.0,1678264,1342611
20201018083029,100.100.100.10,5001,192.168.67.2,40022,8,30.0-40.0,2015720,1612576
20201018083029,100.100.100.10,5001,192.168.67.2,40020,6,30.0-40.0,1817368,1453894
20201018083029,100.100.100.10,0,192.168.67.2,0,-1,30.0-40.0,6848296,5478636
20201018083039,100.100.100.10,5001,192.168.67.2,40018,5,40.0-50.0,1248072,998457
20201018083039,100.100.100.10,5001,192.168.67.2,40022,8,40.0-50.0,879704,703763
20201018083039,100.100.100.10,5001,192.168.67.2,40020,6,40.0-50.0,1625456,1300364
20201018083039,100.100.100.10,5001,192.168.67.2,40016,4,40.0-50.0,3189088,2551270
20201018083039,100.100.100.10,0,192.168.67.2,0,-1,40.0-50.0,6942320,5553856
20201018083049,100.100.100.10,5001,192.168.67.2,40018,5,50.0-60.0,3954160,3163328
20201018083049,100.100.100.10,5001,192.168.67.2,40020,6,50.0-60.0,1223600,978880
20201018083049,100.100.100.10,5001,192.168.67.2,40022,8,50.0-60.0,1056160,844928
20201018083049,100.100.100.10,5001,192.168.67.2,40016,4,50.0-60.0,959560,767648
20201018083049,100.100.100.10,0,192.168.67.2,0,-1,50.0-60.0,7193480,5754784
20201018083053,100.100.100.10,5001,192.168.67.2,40018,5,0.0-63.9,13762560,1723901
20201018083054,100.100.100.10,5001,192.168.67.2,40020,6,0.0-64.8,13107200,1618762
20201018083054,100.100.100.10,5001,192.168.67.2,40022,8,0.0-64.9,10878976,1340667
20201018083054,100.100.100.10,5001,192.168.67.2,40016,4,0.0-65.0,10747904,1322387
20201018083054,100.100.100.10,0,192.168.67.2,0,-1,0.0-65.0,48496640,5966871
