# TimeStamp(s) Latency-avg(ms) Stdev
0 100.847 106.146
10 91.208 102.357
20 94.426 102.653
30 87.243 102.897
40 108.105 114.07
50 101.109 108.847
60 82.017 97.972
70 89.414 112.67
80 101.735 110.057
90 88.763 100.778
100 101.862 110.816
110 101.637 109.44
120 116.158 116.301
130 89.516 95.331
140 77.627 102.374
150 85.581 102.629
160 86.5 100.057
170 68.57 88.845
180 84.991 98.408
190 84.227 100.002
200 93.062 106.656
210 109.521 113.6
220 93.419 100.98
230 74.216 90.747
240 91.375 103.285
250 65.798 90.031
260 90.002 101.503
270 106.593 110.634
280 96.252 103.218
290 85.561 103.797
300 97.049 100.741
310 96.173 109.681
320 87.724 105.996
330 98.649 105.358
340 100.748 117.056
350 93.13 105.582
360 116.324 111.599
370 92.407 111.309
380 98.705 108.212
390 70.374 89.358
400 85.172 105.546
410 75.582 93.417
420 95.646 107.009
430 79.9 103.268
440 81.939 103.851
450 103.254 110.41
460 82.969 97.549
470 84.55 103.599
480 110.265 111.614
490 92.938 103.077
500 76 96.644
510 96.747 105.414
520 92.395 104.828
530 83.918 99.186
540 97.65 110.101
550 97.368 103.486
560 79.641 92.914
570 88.78 101.958
580 92.425 103.415
590 68.201 88.446
600 104.529 115.025
610 102.298 104.8
620 90.767 110.153
630 90.741 106.241
640 113.463 108.289
650 91.989 112.361
660 98.64 112.046
670 83.532 104.648
680 95.681 107.401
690 112.898 109.31
700 92.86 108.037
710 102.239 106.035
720 92.727 107.152
730 83.611 99.702
740 111.629 109.265
750 78.926 100.009
760 95.267 107.151
770 71.304 98.325
780 81.575 99.875
790 97.097 109.309
800 102.293 108.757
810 100.748 108.176
820 115.201 113.377
830 91.62 109.021
840 72.558 94.934
850 96.365 107.724
860 90.666 103.59
870 105.766 110.308
880 92.106 109.182
890 76.809 102.535
900 84.288 107.188
910 92.951 108.909
920 80.818 97.056
930 96.764 100.953
940 95.114 107.392
950 115.88 115.427
960 83.94 105.979
970 93.908 107.152
980 79.156 101.218
990 95.157 109.726
1000 88.176 99.87
1010 106.99 116.984
1020 84.338 105.491
1030 96.876 107.407
1040 72.802 90.572
1050 102.441 107.58
1060 110.77 114.31
1070 98.914 105.783
1080 88.795 106.356
1090 117.198 114.672
1100 102.034 106.16
1110 122.253 113.322
1120 70.194 88.043
1130 94.527 111.184
1140 117.584 118.852
1150 76.945 103.263
1160 106.167 111.128
1170 91.756 103.126
1180 100.805 111.329
1190 91.397 104.082
1200 80.677 102.816
1210 94.633 103.047
1220 95.725 107.784
1230 89.216 99.313
1240 104.116 111.171
1250 88.206 108.381
1260 118.447 119.465
1270 79.612 101.126
1280 100.786 114.471
1290 92.559 107.001
1300 90.374 100.519
1310 84.041 106.718
1320 83.979 106.403
1330 80.047 95.773
1340 103.144 112.763
1350 100.921 109.748
1360 107.672 108.778
1370 106.188 112.011
1380 88.073 100.995
1390 97.355 107.86
1400 107.684 107.787
1410 98.143 110.351
1420 102.084 106.242
1430 99.307 103.3
1440 88.059 102.14
1450 114.559 117.746
1460 106.393 112.64
1470 110.406 105.936
1480 94.269 103.544
1490 82.091 97.119
1500 96.984 102.525
1510 91.068 106.743
1520 99.003 109.512
1530 102.701 103.614
1540 110.683 107.365
1550 101.411 104.887
1560 88.288 104.815
1570 92.688 109.558
1580 94.251 101.481
1590 106.298 107.864
1600 114.481 113.236
1610 111.772 107.513
1620 110.743 114.099
1630 92.654 107.725
1640 77.815 94.891
1650 90.331 98.671
1660 81.269 104.471
1670 75.799 97.697
1680 102.882 106.882
1690 84.348 100.851
1700 71.613 95.732
1710 95.227 107.947
1720 89.688 106.257
1730 118.747 115.4
1740 97.487 110.077
1750 83.149 100.742
1760 76.145 87.15
1770 103.807 112.504
1780 108.882 110.814
1790 98.299 105.253
1800 93.634 101.811
1810 92.081 104.162
1820 82.486 103.942
1830 94.039 114.685
1840 110.534 111.226
1850 93.61 106.771
1860 88.299 104.268
1870 80.611 99.499
1880 93.861 102.996
1890 99.253 111.479
1900 92.248 101.788
1910 126.174 114.117
1920 86.253 106.874
1930 79.726 102.78
1940 84.855 99.277
1950 91.731 110.168
1960 87.778 102.538
1970 100.001 117.362
1980 86.911 107.731
1990 86.362 100.814
2000 104.065 109.826
2010 88.953 105.212
2020 103.253 111.962
2030 91.434 106.967
2040 86.525 101.86
2050 84.865 106.273
2060 99.808 107.976
2070 78.801 102.565
2080 116.083 109.23
2090 100.289 113.913
2100 78.249 100.071
2110 84.085 103.697
2120 78.583 103.704
2130 67.814 97.134
2140 107.062 114.439
2150 82.743 104.422
2160 96.94 112.039
2170 104.54 110.295
2180 85.079 100.642
2190 79.43 98.3
2200 69.752 94.937
2210 72.587 102.246
2220 80.822 101.066
2230 90.793 110.032
2240 91.994 105.425
2250 78.964 99.48
2260 89.764 107.822
2270 95.137 109.335
2280 113.097 114.658
2290 103.655 107.152
2300 104.246 114.859
2310 109.486 115.185
2320 94.677 102.121
2330 95.565 112.202
2340 84.574 105.139
2350 95.588 106.563
2360 91.811 107.156
2370 84.725 103.762
2380 116.443 112.484
2390 89.691 107.89
2400 68.73 98.337
2410 94.201 111.402
2420 102.304 114.79
2430 98.485 108.326
2440 69.217 100.827
2450 95.815 110.201
2460 90.17 105.265
2470 81.872 102.602
2480 106.91 107.148
2490 103.002 110.954
2500 78.889 102.182
2510 99.359 111.574
2520 89.634 109.988
2530 88.638 108.482
2540 108.139 112.584
2550 108.926 115.055
2560 106.959 115.404
2570 102.573 109.853
2580 89.598 107.386
2590 98.79 108.646
2600 77.735 100.515
