20201018040905,172.20.10.3,5001,172.20.10.8,35792,3,0.0-10.0,811440,649152,35.402,3104,0,0.000,-1306346727
20201018040905,172.20.10.3,5001,172.20.10.8,56787,4,0.0-10.0,720300,576240,55.925,3192,0,0.000,-97984045
20201018040905,172.20.10.3,5001,172.20.10.8,33205,6,0.0-10.0,739410,591528,51.305,3201,0,0.000,-1307970602
20201018040905,172.20.10.3,5001,172.20.10.8,50677,5,0.0-10.0,755580,604464,39.169,3141,0,0.000,-17626405
20201018040905,172.20.10.3,0,172.20.10.8,0,-1,0.0-10.0,3026730,2421384,55.925,12638,0,0.000,-1286415325
20201018040915,172.20.10.3,5001,172.20.10.8,35792,3,10.0-20.0,510090,408072,46.426,6822,0,0.000,-954370610
20201018040915,172.20.10.3,5001,172.20.10.8,56787,4,10.0-20.0,399840,319872,69.715,6780,0,0.000,-433638218
20201018040915,172.20.10.3,5001,172.20.10.8,50677,5,10.0-20.0,467460,373968,62.065,6921,0,0.000,799187864
20201018040915,172.20.10.3,5001,172.20.10.8,33205,6,10.0-20.0,395430,316344,63.969,7028,0,0.000,1120093568
20201018040915,172.20.10.3,0,172.20.10.8,0,-1,10.0-20.0,1772820,1418256,69.715,27551,0,0.000,1766407421
20201018040925,172.20.10.3,5001,172.20.10.8,35792,3,20.0-30.0,946680,757344,46.389,128497,0,0.000,-1584077034
20201018040925,172.20.10.3,5001,172.20.10.8,56787,4,20.0-30.0,801150,640920,33.301,136454,0,0.000,986971879
20201018040925,172.20.10.3,5001,172.20.10.8,33205,6,20.0-30.0,774690,619752,26.179,137562,0,0.000,1048696220
20201018040925,172.20.10.3,5001,172.20.10.8,50677,5,20.0-30.0,774690,619752,34.628,147706,0,0.000,591802817
20201018040925,172.20.10.3,0,172.20.10.8,0,-1,20.0-30.0,3297210,2637768,46.389,550219,0,0.000,357801215
20201018040935,172.20.10.3,5001,172.20.10.8,33205,6,30.0-40.0,482160,385728,43.136,5498,0,0.000,638421160
