20201018044017,172.20.10.8,5001,172.20.10.3,48914,3,0.0-10.0,2087400,1669920,11.565,8981,10401,86.347,2
20201018044017,172.20.10.8,5001,172.20.10.3,43863,6,0.0-10.0,1963920,1571136,14.421,8955,10291,87.018,0
20201018044017,172.20.10.8,5001,172.20.10.3,45782,5,0.0-10.0,2022720,1618176,4.958,8844,10220,86.536,0
20201018044017,172.20.10.8,5001,172.20.10.3,60784,4,0.0-10.0,1483230,1186584,8.927,9278,10287,90.192,2
20201018044017,172.20.10.8,0,172.20.10.3,0,-1,0.0-10.0,7557270,6045816,14.421,36058,41199,87.522,4
20201018044027,172.20.10.8,5001,172.20.10.3,60784,4,10.0-20.0,1381800,1105440,63.284,9698,10638,91.164,0
20201018044027,172.20.10.8,5001,172.20.10.3,45782,5,10.0-20.0,1519980,1215984,62.637,9825,10859,90.478,0
20201018044027,172.20.10.8,5001,172.20.10.3,48914,3,10.0-20.0,1133370,906696,68.908,9718,10489,92.649,0
20201018044027,172.20.10.8,5001,172.20.10.3,43863,6,10.0-20.0,1212750,970200,62.548,10201,11026,92.518,0
20201018044027,172.20.10.8,0,172.20.10.3,0,-1,10.0-20.0,5247900,4198320,68.908,39442,43012,91.700,0
20201018044039,172.20.10.8,5001,172.20.10.3,48914,3,20.0-30.0,1377390,1101912,30.093,271868,272805,99.657,0
20201018044039,172.20.10.8,5001,172.20.10.3,60784,4,20.0-30.0,1519980,1215984,29.047,271716,272750,99.621,0
20201018044039,172.20.10.8,5001,172.20.10.3,45782,5,20.0-30.0,1275960,1020768,22.691,271728,272596,99.682,0
20201018044039,172.20.10.8,5001,172.20.10.3,43863,6,20.0-30.0,1158360,926688,38.732,271570,272358,99.711,0
20201018044039,172.20.10.8,0,172.20.10.3,0,-1,20.0-30.0,5331690,4265352,38.732,1086882,1090509,99.667,0
20201018044047,172.20.10.8,5001,172.20.10.3,60784,4,30.0-40.0,1449420,1159536,15.965,5016,6002,83.572,15
20201018044047,172.20.10.8,5001,172.20.10.3,43863,6,30.0-40.0,1472940,1178352,27.774,5140,6142,83.686,14
20201018044047,172.20.10.8,5001,172.20.10.3,45782,5,30.0-40.0,1170120,936096,21.338,5341,6137,87.029,14
20201018044047,172.20.10.8,5001,172.20.10.3,48914,3,30.0-40.0,1073100,858480,45.426,5363,6093,88.019,20
20201018044047,172.20.10.8,0,172.20.10.3,0,-1,30.0-40.0,5165580,4132464,45.426,20860,24374,85.583,63
20201018044057,172.20.10.8,5001,172.20.10.3,60784,4,40.0-50.0,269010,215208,50.257,3566,3749,95.119,3
20201018044058,172.20.10.8,5001,172.20.10.3,48914,3,40.0-50.0,242550,194040,140.779,3718,3883,95.751,0
20201018044058,172.20.10.8,5001,172.20.10.3,45782,5,40.0-50.0,244020,195216,170.012,3628,3794,95.625,0
20201018044058,172.20.10.8,5001,172.20.10.3,43863,6,40.0-50.0,294000,235200,161.875,3698,3898,94.869,0
20201018044058,172.20.10.8,0,172.20.10.3,0,-1,40.0-50.0,1049580,839664,170.012,14610,15324,95.341,3
20201018044107,172.20.10.8,5001,172.20.10.3,60784,4,50.0-60.0,288120,230496,178.577,16527,16723,98.828,4
20201018044107,172.20.10.8,5001,172.20.10.3,45782,5,50.0-60.0,495390,396312,91.711,16009,16346,97.938,0
20201018044107,172.20.10.8,5001,172.20.10.3,43863,6,50.0-60.0,557130,445704,11.769,16221,16600,97.717,3
20201018044107,172.20.10.8,5001,172.20.10.3,48914,3,50.0-60.0,418950,335160,74.844,16219,16504,98.273,0
20201018044107,172.20.10.8,0,172.20.10.3,0,-1,50.0-60.0,1759590,1407672,178.577,64976,66173,98.191,7
20201018044117,172.20.10.8,5001,172.20.10.3,60784,4,60.0-70.0,1014300,811440,35.665,11595,12285,94.383,0
20201018044117,172.20.10.8,5001,172.20.10.3,45782,5,60.0-70.0,1564080,1251264,57.656,12595,13659,92.210,0
20201018044117,172.20.10.8,5001,172.20.10.3,43863,6,60.0-70.0,1274490,1019592,43.276,11561,12428,93.024,0
20201018044117,172.20.10.8,5001,172.20.10.3,48914,3,60.0-70.0,1422960,1138368,54.053,12809,13777,92.974,0
20201018044117,172.20.10.8,0,172.20.10.3,0,-1,60.0-70.0,5275830,4220664,57.656,48560,52149,93.118,0
20201018044127,172.20.10.8,5001,172.20.10.3,43863,6,70.0-80.0,1922760,1538208,6.165,12681,13989,90.650,0
20201018044127,172.20.10.8,5001,172.20.10.3,45782,5,70.0-80.0,2293200,1834560,15.184,10787,12347,87.365,0
20201018044127,172.20.10.8,5001,172.20.10.3,48914,3,70.0-80.0,2106510,1685208,19.785,10862,12295,88.345,0
20201018044127,172.20.10.8,5001,172.20.10.3,60784,4,70.0-80.0,1924230,1539384,19.905,12484,13793,90.510,0
20201018044127,172.20.10.8,0,172.20.10.3,0,-1,70.0-80.0,8246700,6597360,19.905,46814,52424,89.299,0
20201018044137,172.20.10.8,5001,172.20.10.3,45782,5,80.0-90.0,1561140,1248912,60.485,8811,9873,89.243,0
20201018044137,172.20.10.8,5001,172.20.10.3,48914,3,80.0-90.0,1562610,1250088,87.664,8492,9555,88.875,0
20201018044138,172.20.10.8,5001,172.20.10.3,60784,4,80.0-90.0,1506750,1205400,125.892,8779,9804,89.545,0
20201018044138,172.20.10.8,5001,172.20.10.3,43863,6,80.0-90.0,1390620,1112496,116.213,8878,9824,90.371,0
20201018044138,172.20.10.8,0,172.20.10.3,0,-1,80.0-90.0,6021120,4816896,125.892,34960,39056,89.512,0
20201018044147,172.20.10.8,5001,172.20.10.3,48914,3,90.0-100.0,699720,559776,9.970,7585,8061,94.095,0
