# TimeStamp(s) Latency-avg(ms) Stdev
0 64.052 81.42
10 77.163 89.734
20 69.616 86.572
30 85.738 104.607
40 69.366 88.347
50 70.316 85.712
60 96.099 99.346
70 77.544 84.196
80 73.342 81.721
90 79.688 88.689
100 69.221 85.532
110 56.016 76.277
120 60.667 81.556
130 54.578 71.903
140 68.957 80.421
150 86.235 92.64
160 78.904 91.9
170 96.011 96.88
180 54.329 65.365
190 53.337 68.615
200 83.982 88.872
210 53.001 72.26
220 67.479 78.704
230 92.699 98.414
240 69.868 82.449
250 73.873 87.685
260 69.265 81.133
270 54.432 69.705
280 72.58 89.738
290 68.783 75.522
300 144.422 139.331
310 71.902 84.044
320 89.191 103.688
330 58.791 80.107
340 87.589 97.125
350 69.865 93.205
360 92.717 99.322
370 62.795 77.775
380 58.723 73.52
390 78.328 88.241
400 81.509 96.753
410 106.225 110.024
420 73.033 85.059
430 95.364 107.239
440 79.177 92.86
450 73.344 89.724
460 101.667 105.952
470 60.371 67.376
480 52.392 75.838
490 76.664 92.691
500 76.011 92.518
510 124.062 110.065
520 80.024 87.832
530 84.168 97.088
540 103.694 102.828
550 34.195 31.296
560 71.172 83.448
570 64.465 80.687
580 85.963 96.443
590 88.334 88.085
600 59.825 78.146
610 79.108 98.219
620 42.342 60.281
630 63.632 72.642
640 79.5 87.35
650 99.232 107.102
660 139.396 192.743
670 69.647 84.438
680 108.794 105.057
690 69.367 93.252
700 45.901 56.584
710 87.737 94.041
720 83.908 106.007
730 71.602 92.956
740 64.257 88.026
750 70.501 81.402
760 86.171 94.864
770 61.902 79.922
780 81.244 92.245
790 87.82 99.803
800 78.584 93.219
810 65.218 80.328
820 62.592 78.985
830 55.995 71.555
840 95.114 95.555
850 82.775 93.709
860 73.505 92.713
870 101.452 113.312
880 53.259 73.167
890 67.38 84.015
900 77.946 94.362
910 68.187 88.57
920 70.571 93.837
930 77.741 90.974
940 81.957 93.066
950 89.148 99.398
960 97.779 101.796
970 47.416 62.488
980 70.525 91.314
990 85.748 98.338
1000 117.168 106.801
1010 102.487 105.114
1020 67.235 77.763
1030 74.312 92.245
1040 96.246 109.055
1050 63.527 83.616
1060 73.864 86.765
1070 68.521 87.743
1080 63.345 77.131
1090 86.947 104.935
1100 57.123 75.304
1110 101.236 106.914
1120 83.194 94.412
1130 77.186 91.709
1140 68.722 86.335
1150 82.166 94.629
1160 67.708 84.747
1170 66.377 77.045
1180 83.696 89.547
1190 78.503 80.847
1200 71.503 88.61
1210 34.984 40.936
1220 60.31 75.53
1230 78.486 98.975
1240 100.664 102.163
1250 95.822 102.925
1260 60.166 75.91
1270 103.58 104.106
1280 77.939 91.946
1290 73.262 85.42
1300 92.278 103.37
1310 108.513 112.974
1320 91.197 100.719
1330 69.716 85.672
1340 70.467 65.575
1350 80.725 86.897
1360 61.321 70.576
1370 83.19 93.076
1380 46.138 53.797
1390 46.877 58.313
1400 93.672 106.962
1410 104.991 108.418
1420 67.76 79.204
1430 86.827 99.716
1440 66.605 82.256
1450 56.263 78.153
1460 77.38 91.527
1470 66.216 71.178
1480 84.057 94.594
1490 79.224 96.315
1500 53.542 65.518
1510 72.752 81.036
1520 78.397 87.677
1530 94.083 98.724
1540 63.579 76.73
1550 90.972 97.252
1560 84.979 90.773
1570 57.491 63.827
1580 64.331 75.481
1590 65.492 80.963
1600 92.329 92.387
1610 63.002 77.683
1620 69.165 81.597
1630 83.188 90.155
1640 49.732 62.991
1650 49.53 62.06
1660 84.984 86.188
1670 90.871 102.085
1680 58.146 76.075
1690 83.188 94.686
1700 89.303 99.389
1710 89.338 105.793
1720 73.649 89.05
1730 52.458 69.417
1740 46.82 57.021
1750 45.147 60.151
1760 56.622 77.002
1770 77.877 92.857
1780 73.145 89.721
1790 61.781 72.804
1800 64.757 82.811
1810 67.162 83.812
1820 61.795 68.024
1830 74.07 86.134
1840 75.132 84.735
1850 80.428 94.689
1860 52.125 68.719
1870 78.462 86.337
1880 67.921 92.237
1890 66.236 84.693
1900 85.184 91.373
1910 75.133 88.7
1920 60.778 74.016
1930 83.449 89.6
1940 55.224 76.074
1950 80.388 103.482
1960 69.355 89.589
1970 85.89 104.244
1980 80.926 87.452
1990 73.165 87.864
2000 55.144 68.109
2010 63.976 77.373
2020 90.399 106.446
2030 81.125 93.656
2040 93.549 104.33
2050 96.692 103.994
2060 71.91 92.64
2070 62.449 82.48
2080 84.232 96.196
2090 80.07 86.837
2100 67.324 93.991
2110 64.566 84.151
2120 90.226 106.009
2130 68.302 86.204
2140 73.182 86.223
2150 80.116 86.102
2160 41.311 62.109
2170 72.131 76.821
2180 111.362 111.73
2190 101.204 111.696
2200 51.561 64.814
2210 74.754 93.385
2220 82.105 85.113
2230 68.444 82.677
2240 55.952 68.14
2250 80.078 88.77
2260 59.412 72.328
2270 91.479 100.825
2280 70.425 86.309
2290 63.223 79.199
2300 88.056 99.75
2310 70.662 92.705
2320 85.273 100.105
2330 75.889 85.674
2340 61.226 68.971
2350 63.427 81.382
2360 78.598 93.922
2370 79.681 89.279
2380 93.949 108.935
2390 41.766 57.105
2400 69.717 88.214
2410 67.979 77.738
2420 58.581 72.229
2430 77.7 95.857
2440 81.186 90.818
2450 74.765 79.935
2460 74.546 81.771
2470 78.381 91.643
2480 68.64 85.222
2490 45.88 60.877
2500 66.445 79.655
2510 53.894 73.402
2520 91.796 105.269
2530 86.632 92.537
2540 47.002 62.285
2550 74.635 89.286
2560 64.441 83.75
2570 60.477 75.772
2580 66.824 85.765
2590 81.247 98.887
2600 72.114 92.952
2610 55.707 76.118
2620 74.964 94.967
2630 71.986 86.208
2640 64.877 82.25
2650 81.504 94.201
2660 68.1 83.544
2670 80.277 96.073
2680 65.339 81.62
2690 79.386 90.428
2700 101.175 105.023
2710 65.979 81.691
2720 88.946 97.762
2730 70.974 80.397
2740 81.639 88.269
2750 67.201 86.069
2760 74.171 94.004
2770 62.448 87.73
2780 62.689 88.883
2790 74.773 101.212
2800 69.824 94.619
2810 79.757 92.947
2820 65.175 85.406
2830 85.39 93.975
2840 75.173 83.05
2850 97.148 101.708
2860 60.189 84.963
2870 62.763 83.902
2880 81.938 93.521
2890 91.377 92.227
2900 71.211 86.793
2910 78.014 91.999
2920 89.963 106.172
2930 82.226 104.587
2940 63.736 87.241
2950 75.004 94.884
2960 87.021 96.837
2970 53.481 70.24
2980 66.435 87.236
2990 68.209 81.161
3000 66.47 80.459
3010 83.63 102.815
3020 73.372 90.068
3030 62.186 72.926
3040 78.968 97.24
3050 76.555 89.251
3060 71.396 90.686
3070 73.65 83.357
3080 78.756 94.573
3090 51.06 71.961
3100 60.201 73.786
3110 63.704 83.278
3120 66.39 79.22
3130 77.56 90.792
3140 92.911 117.971
3150 82.599 92.117
3160 75.761 98.125
3170 98.226 118.802
3180 79.917 91.191
3190 99.698 107.896
3200 54.257 73.839
3210 55.57 76.05
3220 80.34 89.769
3230 71.036 86.357
3240 62.599 86.022
