20201017202115,100.100.100.10,5001,192.168.67.4,60646,4,0.0-10.0,16168264,12934611
20201017202125,100.100.100.10,5001,192.168.67.4,60646,4,10.0-20.0,15924528,12739622
20201017202135,100.100.100.10,5001,192.168.67.4,60646,4,20.0-30.0,16722408,13377926
20201017202145,100.100.100.10,5001,192.168.67.4,60646,4,30.0-40.0,16776200,13420960
20201017202155,100.100.100.10,5001,192.168.67.4,60646,4,40.0-50.0,16818704,13454963
20201017202205,100.100.100.10,5001,192.168.67.4,60646,4,50.0-60.0,16340856,13072684
20201017202215,100.100.100.10,5001,192.168.67.4,60646,4,60.0-70.0,16330552,13064441
20201017202225,100.100.100.10,5001,192.168.67.4,60646,4,70.0-80.0,16537920,13230336
20201017202235,100.100.100.10,5001,192.168.67.4,60646,4,80.0-90.0,17270792,13816633
20201017202245,100.100.100.10,5001,192.168.67.4,60646,4,90.0-100.0,17000312,13600249
20201017202255,100.100.100.10,5001,192.168.67.4,60646,4,100.0-110.0,16933336,13546668
20201017202305,100.100.100.10,5001,192.168.67.4,60646,4,110.0-120.0,16431016,13144812
20201017202315,100.100.100.10,5001,192.168.67.4,60646,4,120.0-130.0,15329472,12263577
20201017202325,100.100.100.10,5001,192.168.67.4,60646,4,130.0-140.0,18479240,14783392
20201017202335,100.100.100.10,5001,192.168.67.4,60646,4,140.0-150.0,16483824,13187059
20201017202345,100.100.100.10,5001,192.168.67.4,60646,4,150.0-160.0,16536632,13229305
20201017202355,100.100.100.10,5001,192.168.67.4,60646,4,160.0-170.0,17077592,13662073
20201017202405,100.100.100.10,5001,192.168.67.4,60646,4,170.0-180.0,17181920,13745536
20201017202415,100.100.100.10,5001,192.168.67.4,60646,4,180.0-190.0,16792944,13434355
20201017202425,100.100.100.10,5001,192.168.67.4,60646,4,190.0-200.0,17068576,13654860
20201017202435,100.100.100.10,5001,192.168.67.4,60646,4,200.0-210.0,16503144,13202515
20201017202445,100.100.100.10,5001,192.168.67.4,60646,4,210.0-220.0,16075528,12860422
