20201017201041,192.168.67.4,5001,100.100.100.10,59944,4,0.0-10.0,16599744,13279795
20201017201051,192.168.67.4,5001,100.100.100.10,59944,4,10.0-20.0,17470432,13976345
20201017201101,192.168.67.4,5001,100.100.100.10,59944,4,20.0-30.0,16982280,13585824
20201017201111,192.168.67.4,5001,100.100.100.10,59944,4,30.0-40.0,15405768,12324614
20201017201121,192.168.67.4,5001,100.100.100.10,59944,4,40.0-50.0,17313296,13850636
20201017201131,192.168.67.4,5001,100.100.100.10,59944,4,50.0-60.0,16494128,13195302
20201017201141,192.168.67.4,5001,100.100.100.10,59944,4,60.0-70.0,15331064,12264851
20201017201151,192.168.67.4,5001,100.100.100.10,59944,4,70.0-80.0,15716176,12572940
20201017201201,192.168.67.4,5001,100.100.100.10,59944,4,80.0-90.0,15498504,12398803
20201017201211,192.168.67.4,5001,100.100.100.10,59944,4,90.0-100.0,15805048,12644038
20201017201221,192.168.67.4,5001,100.100.100.10,59944,4,100.0-110.0,17268216,13814572
20201017201231,192.168.67.4,5001,100.100.100.10,59944,4,110.0-120.0,16279032,13023225
20201017201241,192.168.67.4,5001,100.100.100.10,59944,4,120.0-130.0,16589440,13271552
20201017201251,192.168.67.4,5001,100.100.100.10,59944,4,130.0-140.0,15821792,12657433
20201017201301,192.168.67.4,5001,100.100.100.10,59944,4,140.0-150.0,15292424,12233939
20201017201311,192.168.67.4,5001,100.100.100.10,59944,4,150.0-160.0,17194800,13755840
20201017201321,192.168.67.4,5001,100.100.100.10,59944,4,160.0-170.0,16790368,13432294
20201017201331,192.168.67.4,5001,100.100.100.10,59944,4,170.0-180.0,16157960,12926368
20201017201341,192.168.67.4,5001,100.100.100.10,59944,4,180.0-190.0,16753016,13402412
20201017201351,192.168.67.4,5001,100.100.100.10,59944,4,190.0-200.0,16194024,12955219
20201017201401,192.168.67.4,5001,100.100.100.10,59944,4,200.0-210.0,17867136,14293708
20201017201411,192.168.67.4,5001,100.100.100.10,59944,4,210.0-220.0,15333640,12266912
20201017201421,192.168.67.4,5001,100.100.100.10,59944,4,220.0-230.0,16616488,13293190
20201017201431,192.168.67.4,5001,100.100.100.10,59944,4,230.0-240.0,16973264,13578611
20201017201441,192.168.67.4,5001,100.100.100.10,59944,4,240.0-250.0,16546936,13237548
20201017201451,192.168.67.4,5001,100.100.100.10,59944,4,250.0-260.0,16179856,12943884
20201017201501,192.168.67.4,5001,100.100.100.10,59944,4,260.0-270.0,15641472,12513177
20201017201511,192.168.67.4,5001,100.100.100.10,59944,4,270.0-280.0,16401392,13121113
20201017201521,192.168.67.4,5001,100.100.100.10,59944,4,280.0-290.0,16428440,13142752
20201017201531,192.168.67.4,5001,100.100.100.10,59944,4,290.0-300.0,16543072,13234457
20201017201541,192.168.67.4,5001,100.100.100.10,59944,4,300.0-310.0,17366104,13892883
20201017201551,192.168.67.4,5001,100.100.100.10,59944,4,310.0-320.0,15691704,12553363
20201017201601,192.168.67.4,5001,100.100.100.10,59944,4,320.0-330.0,17080168,13664134
20201017201611,192.168.67.4,5001,100.100.100.10,59944,4,330.0-340.0,16552088,13241670
20201017201621,192.168.67.4,5001,100.100.100.10,59944,4,340.0-350.0,17094336,13675468
20201017201631,192.168.67.4,5001,100.100.100.10,59944,4,350.0-360.0,16545648,13236518
20201017201641,192.168.67.4,5001,100.100.100.10,59944,4,360.0-370.0,16608760,13287008
20201017201651,192.168.67.4,5001,100.100.100.10,59944,4,370.0-380.0,17898048,14318438
20201017201701,192.168.67.4,5001,100.100.100.10,59944,4,380.0-390.0,17214120,13771296
20201017201711,192.168.67.4,5001,100.100.100.10,59944,4,390.0-400.0,16838024,13470419
20201017201721,192.168.67.4,5001,100.100.100.10,59944,4,400.0-410.0,16711800,13369440
20201017201731,192.168.67.4,5001,100.100.100.10,59944,4,410.0-420.0,17259200,13807360
20201017201741,192.168.67.4,5001,100.100.100.10,59944,4,420.0-430.0,16213344,12970675
20201017201751,192.168.67.4,5001,100.100.100.10,59944,4,430.0-440.0,16759456,13407564
20201017201801,192.168.67.4,5001,100.100.100.10,59944,4,440.0-450.0,16535344,13228275
20201017201811,192.168.67.4,5001,100.100.100.10,59944,4,450.0-460.0,15624728,12499782
20201017201821,192.168.67.4,5001,100.100.100.10,59944,4,460.0-470.0,16340856,13072684
20201017201831,192.168.67.4,5001,100.100.100.10,59944,4,470.0-480.0,16647400,13317920
20201017201841,192.168.67.4,5001,100.100.100.10,59944,4,480.0-490.0,16579136,13263308
20201017201851,192.168.67.4,5001,100.100.100.10,59944,4,490.0-500.0,15703296,12562636
20201017201901,192.168.67.4,5001,100.100.100.10,59944,4,500.0-510.0,16374344,13099475
20201017201911,192.168.67.4,5001,100.100.100.10,59944,4,510.0-520.0,16861208,13488966
20201017201921,192.168.67.4,5001,100.100.100.10,59944,4,520.0-530.0,17337768,13870214
20201017201931,192.168.67.4,5001,100.100.100.10,59944,4,530.0-540.0,16347296,13077836
20201017201941,192.168.67.4,5001,100.100.100.10,59944,4,540.0-550.0,15717464,12573971
20201017201951,192.168.67.4,5001,100.100.100.10,59944,4,550.0-560.0,15647912,12518329
20201017202001,192.168.67.4,5001,100.100.100.10,59944,4,560.0-570.0,17217984,13774387
20201017202011,192.168.67.4,5001,100.100.100.10,59944,4,570.0-580.0,17198664,13758931
20201017202021,192.168.67.4,5001,100.100.100.10,59944,4,580.0-590.0,15835960,12668768
20201017202031,192.168.67.4,5001,100.100.100.10,59944,4,590.0-600.0,16844464,13475571
20201017202033,192.168.67.4,5001,100.100.100.10,59944,4,0.0-601.2,991952896,13200621
