# TimeStamp(s) Sum Stdev
0 26.803 9.081 3
10 26.83 8.966 4
20 27.213 9.073 5
30 26.977 9.012 3
40 26.774 8.791 4
50 27.141 8.719 5
60 26.143 8.26 3
70 26.102 8.549 4
80 26.608 8.438 5
90 26.778 8.569 3
100 26.509 8.697 4
110 26.983 8.47 5
120 26.277 8.217 3
130 26.284 8.387 4
140 26.65 8.187 5
150 26.231 8.383 3
160 26.237 8.545 4
170 26.829 8.508 5
180 26.294 9.267 3
190 26.75 9.355 5
200 26.458 9.348 4
210 26.811 8.31 5
220 26.38 8.41 3
230 26.321 8.338 4
240 25.784 8.539 3
250 25.942 8.438 4
260 26.17 8.503 5
270 26.545 8.59 3
280 26.549 8.585 4
290 26.979 8.345 5
300 26.951 9.348 3
310 27.055 9.306 4
320 27.432 9.305 5
330 27.09 9.216 4
340 27.258 8.941 5
350 26.845 9.125 3
360 26.938 8.908 3
370 26.914 8.768 4
380 27.292 8.789 5
390 26.477 8.759 3
400 26.122 8.719 4
410 26.552 8.525 5
420 26.419 8.746 3
430 26.423 8.754 4
440 26.696 8.925 5
450 27.112 8.963 3
460 26.928 8.932 4
470 27.298 8.78 5
480 25.936 8.948 3
490 25.779 8.916 4
500 26.392 8.878 5
510 26.048 9.074 3
520 26.294 9.191 4
530 26.811 9.261 5
540 26.342 9.594 3
550 26.146 9.529 4
560 26.606 9.454 5
570 26.56 9.057 3
580 26.809 8.888 4
590 26.792 8.871 5
600 27.108 8.796 4
610 26.815 8.788 3
620 27.243 8.806 5
630 26.648 9.042 3
640 26.734 9.081 4
650 27.119 9.277 5
660 26.941 8.852 3
670 27.191 8.779 4
680 27.516 8.564 5
690 26.331 8.445 3
700 26.467 8.512 4
710 26.828 8.596 5
720 26.06 8.316 3
730 26.349 8.646 4
740 26.723 8.777 5
750 26.686 8.439 3
760 26.668 8.378 4
770 26.701 8.368 5
780 27.287 8.537 5
790 27.121 8.599 3
800 27.238 8.791 4
810 26.485 8.117 3
820 26.534 8.207 4
830 27.131 8.191 5
840 26.218 7.807 3
850 26.436 7.655 4
860 26.899 7.851 5
870 27.096 8.7 3
880 27.006 8.651 4
890 27.261 8.772 5
900 27.377 8.839 3
910 27.449 8.944 4
920 27.553 8.851 5
930 28.004 8.648 3
940 27.91 8.532 4
950 28.222 8.642 5
960 27.449 9.33 3
970 27.422 9.345 4
980 27.511 9.208 5
990 26.919 8.803 3
1000 26.894 8.776 4
1010 27.546 8.832 5
1020 27.09 8.544 4
1030 27.399 8.685 5
1040 27.087 8.644 3
1050 26.512 9.159 3
1060 26.429 8.94 4
1070 26.997 9.083 5
1080 26.58 9.224 3
1090 26.674 9.272 4
1100 26.686 9.131 5
1110 27.109 9.351 3
1120 26.951 9.34 4
1130 27.232 9.138 5
1140 26.877 9.528 3
1150 27.024 9.642 4
1160 27.437 9.584 5
1170 27.753 9.026 3
1180 27.449 8.843 4
1190 27.874 9.258 5
1200 27.871 8.998 3
1210 28.033 8.985 4
1220 28.071 8.657 5
1230 27.603 8.65 3
1240 27.528 8.622 4
1250 27.85 8.495 5
1260 27.141 8.973 3
1270 27.311 8.93 4
1280 27.401 8.872 5
1290 27.566 9.112 3
1300 27.525 9.316 4
1310 27.708 9.125 5
1320 27.411 9.119 3
1330 27.233 8.984 4
1340 27.598 9.064 5
1350 27.219 8.751 3
1360 27.329 8.719 4
1370 27.427 8.567 5
1380 27.168 9.051 3
1390 26.942 8.868 4
1400 27.466 9.16 5
1410 26.402 8.823 3
1420 26.717 8.776 4
1430 26.908 8.72 5
1440 27.237 8.688 3
1450 27.247 8.74 4
1460 27.758 8.6 5
1470 28.125 8.443 3
1480 28.292 8.598 4
1490 28.561 8.399 5
1500 27.66 8.766 4
1510 27.423 8.862 3
1520 27.944 8.751 5
1530 27.838 8.568 3
1540 27.576 8.368 4
1550 27.982 8.494 5
1560 27.529 8.512 3
1570 27.359 8.412 4
1580 27.718 8.431 5
1590 28.015 8.721 5
1600 27.581 8.859 3
1610 27.599 8.69 4
1620 27.304 9.106 3
1630 27.45 9.3 4
1640 27.634 9.295 5
1650 27.616 8.783 3
1660 27.758 8.828 4
1670 27.886 8.674 5
1680 27.642 8.405 3
1690 27.461 8.494 4
1700 27.702 8.275 5
1710 27.19 8.72 3
1720 27.303 8.575 4
1730 27.545 8.714 5
1740 27.72 8.608 3
1750 28.091 8.551 4
1760 28.305 8.368 5
1770 27.827 9.188 3
1780 27.856 9.185 4
1790 28.192 9.133 5
1800 27.982 8.325 3
1810 27.664 8.388 4
1820 28.17 8.364 5
1830 27.678 8.48 3
1840 27.6 8.423 4
1850 27.984 8.305 5
1860 27.658 9.058 3
1870 27.84 9.181 4
1880 27.974 9.126 5
1890 27.532 8.608 3
1900 27.362 8.559 4
1910 27.831 8.477 5
1920 27.728 8.851 3
1930 27.881 8.778 4
1940 28.107 8.708 5
1950 27.359 8.9 3
1960 27.439 8.912 4
1970 27.886 9.182 5
1980 27.819 9.332 3
1990 27.554 9.32 4
2000 27.932 9.24 5
2010 27.459 9.207 3
2020 27.612 9.196 4
2030 27.914 9.249 5
2040 28.567 8.4 3
2050 28.355 8.313 4
2060 28.797 8.541 5
2070 28.526 8.812 3
2080 28.484 8.751 4
2090 28.809 8.917 5
2100 27.884 8.744 3
2110 28.221 8.99 4
2120 28.349 8.914 5
2130 27.939 8.644 3
2140 27.981 8.908 4
2150 28.557 8.643 5
2160 28.384 8.453 3
2170 27.826 8.521 4
2180 28.379 8.501 5
2190 28.002 9.169 3
2200 28.023 9.067 4
2210 28.035 9.096 5
2220 27.756 8.405 3
2230 27.688 8.458 4
2240 28.123 8.458 5
2250 27.31 8.433 3
2260 27.284 8.605 4
2270 27.77 8.579 5
2280 27.692 8.878 3
2290 27.721 8.725 4
2300 27.983 8.921 5
2310 28.325 9.283 3
2320 28.492 9.464 4
2330 28.584 9.532 5
2340 28.01 8.844 4
2350 28.495 8.852 5
2360 28.052 8.733 3
2370 28.106 8.88 3
2380 28.868 9.019 5
2390 28.299 8.93 4
2400 28.163 8.844 3
2410 27.739 8.946 4
2420 28.47 9.188 5
2430 28.296 8.665 3
2440 28.298 8.755 4
2450 28.566 8.68 5
2460 28.311 9.325 3
2470 28.151 9.205 4
2480 28.74 9.311 5
2490 28.766 8.967 3
2500 28.869 9.056 4
2510 28.966 8.796 5
2520 27.823 8.71 3
2530 28.075 8.737 4
2540 28.292 8.839 5
2550 27.858 9.04 3
2560 28.037 9.039 4
2570 28.336 8.986 5
2580 28.13 8.336 3
2590 28.117 8.498 4
2600 28.489 8.412 5
2610 28.711 8.746 3
2620 28.626 8.8 4
2630 28.892 8.69 5
2640 28.401 8.748 3
2650 28.577 8.896 4
2660 28.813 8.86 5
2670 29.619 8.542 3
2680 29.46 8.514 4
2690 29.899 8.439 5
2700 28.689 9.184 3
2710 28.761 9.085 4
2720 29.374 9.027 5
2730 28.494 8.592 3
2740 28.479 8.806 4
2750 28.782 8.609 5
2760 28.505 8.576 3
2770 28.632 8.509 4
2780 28.75 8.641 5
2790 28.402 8.734 3
2800 28.242 8.609 4
2810 28.706 8.673 5
2820 28.395 9.39 3
2830 28.417 9.148 4
2840 28.511 9.147 5
2850 27.922 8.919 3
2860 27.744 8.753 4
2870 28.156 8.806 5
2880 28.496 8.937 3
2890 28.937 9.075 4
2900 28.808 9.03 5
2910 28.953 9.359 3
2920 29.111 9.225 4
2930 29.509 9.131 5
2940 28.836 8.564 3
2950 29.062 8.532 4
2960 29.408 8.523 5
2970 28.793 9.213 3
2980 28.414 9.082 4
2990 28.849 9.082 5
3000 29.013 9.14 3
3010 29.058 9.121 4
3020 29.305 9.19 5
3030 28.877 8.352 3
3040 28.527 8.462 4
3050 29.219 8.508 5
3060 29.054 8.315 3
3070 28.897 8.296 4
3080 28.962 8.213 5
3090 29.068 8.934 3
3100 28.591 8.697 4
3110 29.203 8.713 5
3120 28.581 8.559 3
3130 28.496 8.567 4
3140 28.773 8.44 5
3150 28.24 8.262 3
3160 28.706 8.448 4
3170 28.872 8.17 5
3180 28.678 9.025 3
3190 28.917 8.97 4
3200 29.107 8.868 5
3210 29.377 8.832 3
3220 29.128 8.905 4
3230 29.405 8.792 5
3240 29.139 8.765 3
3250 29.297 8.598 4
3260 29.77 8.687 5
3270 29.118 9.16 3
3280 29.057 9.092 4
3290 29.511 9.229 5
3300 28.916 8.941 3
3310 28.862 8.968 4
3320 29.184 8.955 5
3330 29.036 8.669 3
3340 29.156 9 4
3350 29.27 8.802 5
3360 28.751 8.662 3
3370 28.733 8.589 4
3380 28.884 8.773 5
3390 29.127 8.592 3
3400 29.061 8.648 4
3410 29.297 8.427 5
3420 29.121 8.493 3
3430 29.051 8.547 4
3440 29.585 8.533 5
3450 28.551 9.274 3
3460 28.667 9.31 4
3470 28.923 9.118 5
3480 29.012 8.893 3
3490 28.775 9.069 4
3500 29.264 8.974 5
3510 29.274 8.469 3
3520 29.279 8.578 4
3530 29.442 8.72 5
3540 29.338 9.128 3
3550 29.482 9.139 4
3560 29.473 8.873 5
3570 28.747 8.748 3
3580 28.624 8.473 4
3590 28.944 8.55 5
3600 29.056 9.227 3
3610 28.985 9.184 4
3620 29.29 9.252 5
3630 29.425 9.135 3
3640 29.191 9.075 4
3650 29.7 9.167 5
3660 28.591 8.795 3
3670 28.408 8.798 4
3680 28.837 8.879 5
3690 28.78 8.852 3
3700 28.765 8.791 4
3710 29.305 8.883 5
3720 28.325 9.1 3
3730 28.561 9.342 4
3740 28.914 9.26 5
3750 27.896 8.57 3
3760 28.183 8.429 4
3770 28.472 8.538 5
3780 29.536 9.432 4
3790 29.758 9.256 5
3800 29.48 9.338 3
3810 29.62 8.725 3
3820 29.639 8.671 4
3830 30.001 8.678 5
3840 29.652 8.451 3
3850 29.211 8.673 4
3860 29.644 8.531 5
3870 28.829 8.597 3
3880 29.212 8.768 4
3890 29.229 8.681 5
3900 28.93 9.019 3
3910 29.128 9.098 4
3920 29.383 9.242 5
3930 29.054 8.871 3
3940 29.072 8.978 4
3950 29.474 8.933 5
3960 29.152 8.92 3
3970 29.332 9.01 4
3980 29.204 8.676 5
3990 28.998 8.864 3
4000 29.171 9.007 4
4010 29.618 8.752 5
4020 28.85 8.65 3
4030 28.929 8.657 4
4040 29.329 8.568 5
4050 29.413 8.459 3
4060 29.315 8.525 4
4070 29.678 8.536 5
4080 29.468 8.41 3
4090 29.49 8.305 4
4100 29.594 8.333 5
4110 29.559 8.58 3
4120 29.784 8.609 4
4130 30.284 8.341 5
4140 29.505 9.066 3
4150 29.465 8.869 4
4160 29.535 8.786 5
4170 29.8 8.325 3
4180 30.073 8.541 4
4190 30.233 8.611 5
4200 29.48 9.072 3
4210 29.363 8.98 4
4220 29.636 9.007 5
4230 29.848 9.273 3
4240 29.584 8.976 4
4250 30.083 9.14 5
4260 30.162 10.356 3
4270 30.029 10.571 4
4280 30.272 10.587 5
4290 29.479 8.726 3
4300 29.286 8.565 4
4310 29.752 8.606 5
4320 28.967 8.337 3
4330 28.963 8.232 4
4340 29.347 8.166 5
4350 30.044 8.836 3
4360 30.059 8.65 4
4370 30.291 8.713 5
4380 30.169 8.781 3
4390 29.72 8.732 4
4400 30.296 8.602 5
4410 29.993 8.411 3
4420 29.768 8.317 4
4430 30.249 8.375 5
4440 30.275 9.186 3
4450 30.233 8.776 4
4460 30.674 8.752 5
4470 29.851 9.208 3
4480 29.626 8.887 4
4490 30.088 8.903 5
4500 29.325 9.09 3
4510 29.378 9.155 4
4520 29.544 9.081 5
4530 29.417 9.26 3
4540 29.494 9.16 4
4550 29.85 9.294 5
4560 29.116 8.246 3
4570 29.184 8.388 4
4580 29.436 8.42 5
4590 29.069 8.565 3
4600 29.415 8.442 4
4610 29.533 8.328 5
4620 29.316 8.721 3
4630 29.452 8.689 4
4640 29.636 8.898 5
4650 30.42 9.185 3
4660 30.401 9.134 4
4670 30.862 9.087 5
4680 30.224 9.358 3
4690 30.218 9.496 4
4700 30.168 9.367 5
4710 30.296 9.004 3
4720 29.992 8.905 4
4730 30.541 8.819 5
4740 29.879 8.764 3
4750 29.977 8.647 4
4760 30.28 8.699 5
4770 30.128 9.368 3
4780 29.882 9.06 4
4790 30.15 9.183 5
4800 30.257 8.62 3
4810 30.16 8.582 4
4820 30.224 8.601 5
4830 29.538 8.305 3
4840 29.382 8.211 4
4850 29.607 8.256 5
4860 29.173 8.976 3
4870 29.162 8.923 4
4880 29.63 8.906 5
4890 29.879 9.693 3
4900 29.75 9.533 4
4910 30.158 9.659 5
4920 29.608 8.953 3
4930 29.705 9.05 4
4940 30.023 8.846 5
4950 30.236 9.085 3
4960 29.632 9.08 4
4970 30.396 9.107 5
4980 30.356 8.716 4
4990 30.317 8.967 3
5000 30.559 8.795 5
5010 29.82 8.949 3
5020 30.181 9.001 4
5030 30.374 8.874 5
5040 30.109 9.202 3
5050 30.075 9.234 4
5060 30.41 9.209 5
5070 30.12 8.807 3
5080 29.959 8.802 4
5090 30.348 8.691 5
5100 30.238 8.842 3
5110 30.157 8.98 4
5120 30.548 8.998 5
5130 30.633 8.949 3
5140 30.289 8.992 4
5150 30.829 8.772 5
5160 29.948 8.806 3
5170 29.881 8.822 4
5180 29.873 8.743 5
5190 29.092 8.542 3
5200 29.205 8.466 4
5210 29.41 8.455 5
5220 31.007 8.954 3
5230 31.179 8.856 4
5240 30.99 8.759 5
5250 30.56 8.671 3
5260 30.544 8.704 4
5270 30.834 8.672 5
5280 30.629 8.776 3
5290 30.624 8.54 4
5300 30.669 8.707 5
5310 30.726 8.904 3
5320 30.606 8.952 4
5330 30.896 8.871 5
5340 30.241 9.025 3
5350 30.44 9.008 4
5360 30.823 8.966 5
5370 30.585 9.195 3
5380 30.887 9.222 4
5390 31.236 9.306 5
5400 30.367 9.164 3
5410 30.199 9.089 4
5420 30.579 9.065 5
5430 29.604 8.809 3
5440 30.093 9.147 4
5450 30.227 8.837 5
5460 30.266 9.157 3
5470 30.571 9.316 4
5480 30.723 9.274 5
5490 30.361 8.935 3
5500 30.447 8.918 4
5510 30.442 8.878 5
5520 30.879 9.164 3
5530 30.949 9.175 4
5540 31.357 9.13 5
5550 30.845 9.404 3
5560 30.65 9.222 4
5570 30.904 9.195 5
5580 30.522 9.318 3
5590 30.535 9.388 4
5600 30.765 9.358 5
5610 30.826 9.564 3
5620 30.591 9.335 4
5630 30.88 9.494 5
5640 31.118 9.922 3
5650 31.239 9.866 4
5660 31.528 9.802 5
5670 30.991 8.961 3
5680 30.758 9.023 4
5690 30.952 8.963 5
5700 29.69 8.389 3
5710 29.91 8.286 4
5720 30.244 7.968 5
5730 30.485 8.838 3
5740 30.326 8.666 4
5750 30.523 8.598 5
5760 30.165 8.211 3
5770 30.303 8.164 4
5780 30.762 8.134 5
5790 30.841 8.448 3
5800 30.878 8.507 4
5810 31.048 8.462 5
5820 30.529 8.865 3
5830 31.243 8.999 5
5840 30.634 8.922 4
5850 30.979 8.787 3
5860 31.201 8.706 4
5870 31.224 8.819 5
