# TimeStamp(s) Sum Stdev
0 14.078 3.259 3
10 14.141 3.346 4
20 14.074 3.311 5
30 14.112 3.151 3
40 14.279 3.356 4
50 14.262 3.347 5
60 14.101 3.16 3
70 14.115 3.155 4
80 14.072 3.17 5
90 13.864 2.974 3
100 13.826 2.962 4
110 13.847 2.971 5
120 14.007 3.156 3
130 13.944 3.132 4
140 14.011 3.154 5
150 14.204 3.26 3
160 14.067 3.143 4
170 14.193 3.246 5
180 14.268 3.226 3
190 14.112 3.042 4
200 14.257 3.205 5
210 14.245 3.128 3
220 14.136 3.057 4
230 14.254 3.144 5
240 20.093 35.467 3
250 20.109 35.367 4
260 20.142 35.46 5
270 14.286 3.109 3
280 14.433 3.26 4
290 14.42 3.266 5
300 14.321 3.09 3
310 14.333 3.084 4
320 14.304 3.091 5
330 14.386 3.168 3
340 14.438 3.163 4
350 14.431 3.165 5
360 14.485 3.236 3
370 14.471 3.205 4
380 14.508 3.215 5
390 14.35 3.321 3
400 14.361 3.34 4
410 14.057 3.021 5
420 14.309 3.193 3
430 14.186 3.058 4
440 14.253 3.16 5
450 14.223 3.025 3
460 14.397 3.212 4
470 14.407 3.207 5
480 14.226 3.093 3
490 14.254 3.102 4
500 14.249 3.088 5
510 14.477 3.201 3
520 14.523 3.25 4
530 14.569 3.316 5
540 14.427 2.999 3
550 14.429 3.005 4
560 14.474 3.042 5
570 14.638 3.184 3
580 14.588 3.14 4
590 14.65 3.193 5
600 14.688 3.209 3
610 14.663 3.2 4
620 14.567 3.13 5
630 21.793 39.436 3
640 21.762 39.439 4
650 21.647 39.305 5
660 14.532 3.076 3
670 14.487 3.078 4
680 14.533 3.074 5
690 14.336 2.966 3
700 14.295 2.979 4
710 14.355 2.995 5
720 14.515 3.09 3
730 14.44 3.073 4
740 14.518 3.087 5
750 14.996 5.714 3
760 14.816 4.943 4
770 14.991 5.715 5
780 14.682 2.994 3
790 14.638 2.989 4
800 14.685 2.973 5
810 14.848 3.158 3
820 14.792 3.161 4
830 14.841 3.16 5
840 14.851 3.168 3
850 14.782 3.118 4
860 14.808 3.173 5
870 14.827 3.148 3
880 14.834 3.179 4
890 14.783 3.159 5
900 14.969 3.254 3
910 14.985 3.291 4
920 14.927 3.25 5
930 14.889 3.218 3
940 14.855 3.161 4
950 14.885 3.204 5
960 14.643 3.067 3
970 14.654 3.068 4
980 14.539 2.969 5
990 14.679 3.064 3
1000 14.683 3.082 4
1010 14.6 3.053 5
1020 14.8 3.106 3
1030 14.812 3.12 4
1040 14.685 3.007 5
1050 15.012 3.221 3
1060 15.067 3.262 4
1070 15.008 3.199 5
1080 14.966 3.086 3
1090 14.943 3.038 4
1100 14.984 3.129 5
1110 15.084 3.142 3
1120 15.058 3.095 4
1130 15.131 3.196 5
1140 15.089 3.149 3
1150 15.171 3.192 4
1160 15.178 3.256 5
1170 15.225 3.243 3
1180 15.161 3.159 4
1190 15.224 3.24 5
1200 15.292 3.274 3
1210 15.178 3.18 4
1220 15.249 3.254 5
1230 15.181 3.105 3
1240 15.164 3.078 4
1250 15.085 3.056 5
1260 14.895 3.152 3
1270 14.888 3.129 4
1280 14.79 3.078 5
1290 14.974 3.029 3
1300 14.951 3.018 4
1310 14.902 3.012 5
1320 15.151 3.009 3
1330 15.158 3.013 4
1340 15.119 3.025 5
1350 15.235 3.075 3
1360 15.235 3.075 4
1370 15.186 3.051 5
1380 15.291 3.132 3
1390 15.211 3.072 4
1400 15.291 3.13 5
1410 15.19 3.105 3
1420 15.08 2.996 4
1430 15.184 3.121 5
1440 15.368 3.17 3
1450 15.325 3.152 4
1460 15.403 3.209 5
1470 15.392 3.135 3
1480 15.53 3.244 4
1490 15.516 3.226 5
1500 15.326 3.057 3
1510 15.529 3.238 4
1520 15.54 3.247 5
1530 15.204 3.06 3
1540 15.316 3.136 4
1550 15.315 3.135 5
1560 15.148 3.025 3
1570 15.233 3.051 4
1580 15.239 3.059 5
1590 15.231 2.993 3
1600 15.383 3.136 4
1610 15.38 3.114 5
1620 15.424 3.092 3
1630 15.537 3.168 4
1640 15.523 3.156 5
1650 15.435 3.04 3
1660 15.524 3.088 4
1670 15.508 3.075 5
1680 15.516 3.122 3
1690 15.627 3.208 4
1700 15.63 3.221 5
1710 15.562 3.121 3
1720 15.675 3.19 4
1730 15.678 3.188 5
1740 15.607 3.164 3
1750 15.703 3.237 4
1760 15.716 3.247 5
1770 15.658 3.135 3
1780 15.644 3.14 4
1790 15.601 3.069 5
1800 15.686 3.13 3
1810 15.711 3.159 4
1820 15.7 3.162 5
1830 15.516 3.072 3
1840 15.478 3.052 4
1850 15.501 3.069 5
1860 15.506 3.068 3
1870 15.482 3.052 4
1880 15.507 3.041 5
1890 15.638 3.129 3
1900 15.567 3.087 4
1910 15.656 3.138 5
1920 15.69 3.13 3
1930 15.627 3.109 4
1940 15.673 3.134 5
1950 15.722 3.026 3
1960 15.787 3.076 4
1970 15.768 3.065 5
1980 15.864 3.152 3
1990 15.858 3.155 4
2000 15.793 3.11 5
2010 15.822 3.05 3
2020 15.845 3.044 4
2030 15.848 3.049 5
2040 15.946 3.136 3
2050 15.922 3.089 4
2060 15.959 3.129 5
2070 15.964 3.114 3
2080 15.942 3.142 4
2090 15.963 3.122 5
2100 15.945 3.113 3
2110 15.926 3.075 4
2120 15.886 3.056 5
2130 15.671 3.006 3
2140 15.668 3.005 4
2150 15.596 3.023 5
2160 15.83 3.109 3
2170 15.759 3.02 4
2180 15.834 3.107 5
2190 15.862 3.035 3
2200 15.913 3.101 4
2210 15.907 3.084 5
2220 16.023 3.09 3
2230 16.082 3.101 4
2240 16.058 3.085 5
2250 16.029 3.055 3
2260 16.047 3.115 4
2270 15.992 3.072 5
2280 16.06 3.051 3
2290 16.148 3.128 4
2300 16.123 3.095 5
2310 16.179 3.148 3
2320 16.133 3.121 4
2330 16.14 3.128 5
2340 16.303 3.241 3
2350 16.276 3.214 4
2360 16.266 3.204 5
2370 16.293 3.247 3
2380 16.282 3.234 4
2390 16.233 3.235 5
2400 15.982 3.101 3
2410 16.047 3.133 4
2420 16.01 3.086 5
2430 15.983 3.062 3
2440 16.04 3.097 4
2450 16.052 3.094 5
2460 16.075 3.057 3
2470 16.178 3.152 4
2480 16.127 3.121 5
2490 16.251 3.078 3
2500 16.242 3.059 4
2510 16.157 3.003 5
2520 16.356 3.175 3
2530 16.357 3.175 4
2540 16.293 3.164 5
2550 16.365 3.049 3
2560 16.371 3.066 4
2570 16.358 3.09 5
2580 16.349 3.052 3
2590 16.473 3.174 4
2600 16.47 3.175 5
2610 16.478 3.162 3
2620 16.496 3.179 4
2630 16.44 3.092 5
2640 16.591 3.199 3
2650 16.499 3.152 4
2660 16.548 3.18 5
2670 16.512 3.144 3
2680 16.471 3.143 4
2690 16.503 3.124 5
2700 16.209 3 3
2710 16.183 3.01 4
2720 16.221 2.992 5
2730 16.249 3.129 3
2740 16.323 3.16 4
2750 16.325 3.158 5
2760 16.359 3.04 3
2770 16.419 3.058 4
2780 16.405 3.044 5
2790 16.488 3.059 3
2800 16.577 3.137 4
2810 16.589 3.146 5
2820 16.533 3.027 3
2830 16.632 3.1 4
2840 16.654 3.141 5
2850 16.636 3.176 3
2860 16.625 3.147 4
2870 16.665 3.166 5
2880 16.646 3.157 3
2890 16.653 3.129 4
2900 16.674 3.152 5
2910 16.803 3.235 3
2920 16.781 3.188 4
2930 16.718 3.178 5
2940 16.784 3.112 3
2950 16.797 3.105 4
2960 16.769 3.113 5
2970 16.729 3.107 3
2980 16.748 3.115 4
2990 16.689 3.108 5
3000 16.438 3.027 3
3010 16.412 3.062 4
3020 16.435 3.028 5
3030 16.564 2.996 3
3040 16.545 3.002 4
3050 16.565 2.995 5
3060 16.86 3.221 3
3070 16.88 3.234 4
3080 16.718 3.135 5
3090 16.857 3.087 3
3100 16.819 3.08 4
3110 16.91 3.153 5
3120 16.882 3.075 3
3130 16.981 3.112 4
3140 16.959 3.103 5
3150 16.974 3.206 3
3160 16.97 3.189 4
3170 16.874 3.139 5
3180 17.027 3.261 3
3190 17.036 3.287 4
