20201017204231,100.100.100.10,5001,192.168.67.4,56992,3,0.0-10.0,8477490,6781992,2.870,53524,59291,90.273,1
20201017204231,100.100.100.10,5001,192.168.67.4,57420,4,0.0-10.0,8480430,6784344,2.889,53522,59291,90.270,0
20201017204231,100.100.100.10,0,192.168.67.4,0,-1,0.0-10.0,16957920,13566336,2.889,107046,118582,90.272,1
20201017204241,100.100.100.10,5001,192.168.67.4,56992,3,10.0-20.0,8505420,6804336,3.494,82979,88765,93.482,0
20201017204241,100.100.100.10,5001,192.168.67.4,57420,4,10.0-20.0,8502480,6801984,3.513,82980,88764,93.484,0
20201017204241,100.100.100.10,0,192.168.67.4,0,-1,10.0-20.0,17007900,13606320,3.513,165959,177529,93.483,0
20201017204251,100.100.100.10,5001,192.168.67.4,56992,3,20.0-30.0,8311380,6649104,3.380,84044,89698,93.697,0
20201017204251,100.100.100.10,5001,192.168.67.4,57420,4,20.0-30.0,8343720,6674976,3.260,84023,89699,93.672,0
20201017204251,100.100.100.10,0,192.168.67.4,0,-1,20.0-30.0,16655100,13324080,3.380,168067,179397,93.684,0
20201017204301,100.100.100.10,5001,192.168.67.4,56992,3,30.0-40.0,8728860,6983088,2.740,83666,89604,93.373,0
20201017204301,100.100.100.10,5001,192.168.67.4,57420,4,30.0-40.0,8747970,6998376,2.748,83652,89603,93.358,0
20201017204301,100.100.100.10,0,192.168.67.4,0,-1,30.0-40.0,17476830,13981464,2.748,167318,179207,93.366,0
20201017204311,100.100.100.10,5001,192.168.67.4,56992,3,40.0-50.0,8859690,7087752,3.601,84395,90422,93.335,0
20201017204311,100.100.100.10,5001,192.168.67.4,57420,4,40.0-50.0,8872920,7098336,3.485,84387,90423,93.325,0
20201017204311,100.100.100.10,0,192.168.67.4,0,-1,40.0-50.0,17732610,14186088,3.601,168782,180845,93.330,0
20201017204321,100.100.100.10,5001,192.168.67.4,56992,3,50.0-60.0,8784720,7027776,2.882,81943,87919,93.203,0
20201017204321,100.100.100.10,5001,192.168.67.4,57420,4,50.0-60.0,8786190,7028952,2.967,81941,87918,93.202,0
20201017204321,100.100.100.10,0,192.168.67.4,0,-1,50.0-60.0,17570910,14056728,2.967,163884,175837,93.202,0
20201017204331,100.100.100.10,5001,192.168.67.4,56992,3,60.0-70.0,8812650,7050120,2.078,84020,90015,93.340,0
20201017204331,100.100.100.10,5001,192.168.67.4,57420,4,60.0-70.0,8840580,7072464,2.053,84002,90016,93.319,0
20201017204331,100.100.100.10,0,192.168.67.4,0,-1,60.0-70.0,17653230,14122584,2.078,168022,180031,93.329,0
20201017204341,100.100.100.10,5001,192.168.67.4,56992,3,70.0-80.0,8476020,6780816,3.096,82099,87865,93.438,0
20201017204341,100.100.100.10,5001,192.168.67.4,57420,4,70.0-80.0,8478960,6783168,3.230,82096,87864,93.435,0
20201017204341,100.100.100.10,0,192.168.67.4,0,-1,70.0-80.0,16954980,13563984,3.230,164195,175729,93.436,0
20201017204351,100.100.100.10,5001,192.168.67.4,56992,3,80.0-90.0,8778840,7023072,4.018,84890,90862,93.427,0
20201017204351,100.100.100.10,5001,192.168.67.4,57420,4,80.0-90.0,8809710,7047768,3.998,84870,90863,93.404,0
