# TimeStamp(s) Sum Stdev
0 1.23947e+07 53.061
10 1.11437e+07 13801.4
20 1.14908e+07 10418.9
30 1.15967e+07 7387.84
40 1.11586e+07 10740.9
50 1.0616e+07 374.143
60 1.12266e+07 5727.59
70 1.12393e+07 15866.5
80 1.1518e+07 23438
90 1.1721e+07 14988.2
100 1.13411e+07 773.398
110 1.11315e+07 1149.44
120 1.14146e+07 2418.08
130 1.13311e+07 1843.52
140 1.09334e+07 17511.2
150 1.05415e+07 11888.8
160 1.11905e+07 39569
170 1.14131e+07 36516.5
180 1.15539e+07 5464.77
190 1.13471e+07 1934.19
200 1.18187e+07 22910.2
210 1.11089e+07 13052.4
