# TimeStamp(s) Latency-avg(ms) Stdev
0 114.237 114.956
10 114.664 109.7
20 121.761 113.731
30 115.053 109.013
40 116.301 113.824
50 117.496 110.713
60 105.639 107.095
70 108.997 115.685
80 97.842 112.39
90 108.664 108.674
100 145.7 119.55
110 125.941 114.701
120 117.494 111.947
130 127.446 115.858
140 102.942 110.067
150 103.976 104.298
160 106.723 116.571
170 112.202 123.2
180 120.144 114.755
190 120.716 110.952
200 110.204 108.358
210 124.606 118.963
220 102.691 108.611
230 109.859 108.366
240 108.161 111.045
250 102.366 109.407
260 116.471 123.189
270 81.63 105.346
280 98.16 115.151
290 117.667 111.286
300 113.861 114.729
310 123.999 118.348
320 118.396 122.656
330 107.171 110.714
340 124.696 119.626
350 110.558 114.808
360 104.812 113.632
370 99.086 111.508
380 102.725 112.713
390 115.974 119.274
400 111.718 110.612
410 113.805 109.162
420 102.105 111.949
430 87.013 99.403
440 112.761 114.089
450 134.529 119.753
460 110.095 110.851
470 89.447 112.001
480 96.04 108.751
490 111.075 116.866
500 131.604 119.836
510 111.471 107.794
520 119.534 112.133
530 120.97 115.979
540 115.51 113.503
550 111.568 116.077
560 93.399 111.472
570 93.639 108.956
580 110.327 117.496
590 116.777 114.408
600 88.228 94.112
610 101.287 103.239
620 95.79 107.641
630 89.868 102.832
640 113.709 112.932
650 114.354 110.698
660 91.051 110.638
670 76.32 99.26
680 109.376 115.727
690 58.607 85.661
700 104.517 114.214
710 118.575 113.867
720 87.338 101.851
730 95.092 108.859
740 122.509 117.296
750 97.096 113.156
760 103.131 108.336
770 109.484 118.487
780 113.578 114.838
790 99.908 107.643
800 120.25 112.923
810 74.405 92.395
820 122.081 126.123
830 114.597 114.058
840 99.035 108.039
850 127.722 119.926
860 106.624 117.032
870 104.487 108.796
880 118.366 118.968
890 114.737 122.246
900 99.077 108.517
910 96.833 103.854
920 108.199 105.889
930 110.422 118.351
940 80.662 104.781
950 106.704 107.879
960 115.452 117.58
970 101.204 107.341
980 103.65 118.022
990 113.786 113.336
1000 108.677 107.894
1010 133.751 120.176
1020 87.966 102.095
1030 105.717 120.493
1040 107.006 116.62
1050 82.547 100.87
1060 117.99 117.982
1070 120.964 117.997
1080 107.825 113.968
1090 88.057 108.247
1100 93.357 100.397
1110 88.449 94.556
1120 128.056 116.643
1130 86.836 99.26
1140 117.914 115.636
1150 122.947 114.192
1160 82.845 103.707
1170 88.631 105.419
1180 111.496 121.936
1190 69.999 102.688
1200 48.349 88.408
1210 66.069 92.452
1220 101.697 113.201
1230 92.353 106.826
1240 107.91 118.581
1250 113.61 113.052
1260 85.597 102.865
1270 13.274 29.232
1280 123.571 115.285
1290 112.034 109.811
1300 108.658 103.901
1310 111.969 109.832
1320 115.444 109.63
1330 118.287 118.043
1340 94.454 105.181
1350 99.81 107.774
1360 113.387 112.406
1370 89.252 108.725
1380 109.571 112.969
1390 102.006 106.825
1400 89.387 107.987
1410 96.737 109.85
1420 105.826 109.072
1430 116.924 121.367
1440 111.054 116.613
1450 97.56 105.043
1460 105.834 108.915
1470 109.816 113.373
1480 93.379 101.516
1490 104.71 112.491
1500 113.072 114.222
1510 106.724 105.608
1520 118.441 120.099
1530 93.599 110.099
1540 90.018 108.547
1550 120.337 123.475
1560 92.262 107.799
1570 123.732 122.666
1580 113.129 114.282
1590 113.028 113.793
1600 87.501 97.748
1610 99.222 109.505
1620 90.745 100.032
1630 84.527 104.326
1640 91.724 108.857
1650 114.797 113.948
1660 128.269 119.256
1670 95.551 104.956
1680 103.486 107.58
1690 122.48 116.159
1700 95.432 105.716
1710 117.15 114.615
1720 104.357 114.153
1730 109.662 107.883
1740 101.076 107.274
1750 110.991 110.615
1760 123.674 122.051
1770 101.201 107.259
1780 78.373 91.549
1790 106.836 114.353
1800 97.005 101.446
1810 94.534 106.606
1820 121.107 115.034
1830 104.732 113.028
1840 118.925 116.558
1850 108.534 101.208
1860 108.794 114.702
1870 104.783 114.677
1880 96.744 105.73
1890 124.262 113.976
1900 133.961 117.293
1910 109.029 111.846
1920 121.504 116.105
1930 97.247 101.438
1940 95.862 100.341
1950 102.27 115.116
1960 104.597 111.922
1970 117.677 116.774
1980 99.154 107.946
1990 98.29 101.475
2000 108.949 108.902
2010 121.145 115.625
2020 99.818 99.982
2030 94.873 103.465
2040 98.871 107.435
2050 86.383 97.096
2060 127.491 121.447
2070 95.149 108.37
2080 122.096 115.827
2090 135.129 121.546
2100 115.207 110.986
2110 115.026 111.059
2120 116.975 111.34
2130 108.74 108.758
2140 117.278 112.546
2150 100.013 106.13
2160 103.669 103.001
2170 119.488 116.459
2180 110.954 112.467
2190 79.682 110.287
2200 112.425 109.22
2210 105.304 107.342
2220 107.898 113.35
2230 102.923 110.856
2240 104.263 106.818
2250 121.992 111.658
2260 106.992 107.484
2270 112.462 112.713
2280 99.719 104.637
2290 98.488 101.323
2300 107.241 105.288
2310 102.072 110.25
2320 93.973 103.02
2330 117.508 115.207
2340 117.342 112.182
2350 113.828 110.316
2360 108.195 107.965
2370 117.486 113.358
2380 127.881 118.054
2390 121.149 112.177
2400 106.251 109.813
2410 104.302 106.461
2420 101.994 105.93
2430 115.863 115.07
2440 118.952 112.826
2450 114.677 111.99
2460 120.18 121.431
2470 90.816 108.234
2480 108.853 104.933
2490 94.241 106.913
2500 106.844 112.755
2510 111.819 113.209
2520 117.054 115.134
2530 90.856 106.967
2540 106.553 111.253
2550 107.159 106.255
2560 119.08 109.535
2570 112.172 113.631
2580 104.556 99.803
2590 117.199 119.885
2600 127.513 114.783
2610 102.787 112.904
2620 126.957 114.991
2630 105.572 117.954
2640 116.002 112.638
2650 106.312 107.804
2660 98.525 98.303
2670 107.058 104.807
2680 118.874 111.533
2690 89.687 105.549
2700 107.152 111.943
2710 107.01 113.1
2720 110.004 103.225
2730 110.331 105.78
2740 119.653 109.127
2750 115.295 109.27
2760 110.248 113.447
2770 112.268 114.255
2780 111.3 118.016
2790 98.161 106.162
2800 118.026 121.375
2810 129.039 112.74
2820 110.653 112.76
2830 124.217 116.097
2840 110.104 105.457
2850 116.185 106.054
2860 119.592 113.523
2870 115.535 109.537
2880 104.408 105.924
2890 99.188 111.488
2900 104.934 110.664
2910 91.154 104.456
2920 108.229 112.587
2930 86.412 104.114
2940 100.337 114.381
2950 85.696 101.188
2960 82.112 103.053
2970 127.605 120.171
2980 97.788 108.554
2990 98.601 108.164
3000 109.359 117.286
3010 89.488 102.04
3020 110.191 119.798
3030 116.887 108.151
3040 107.001 107.579
3050 112.501 115.309
3060 93.933 108.416
3070 101.737 115.885
3080 111.835 117.629
3090 112.617 112.437
3100 112.015 114.368
3110 103.566 111.656
3120 91.582 103.124
3130 101.165 102.928
3140 110.413 112.124
3150 91.236 101.998
3160 114.456 108.513
3170 96.595 105.91
3180 116.265 119.965
3190 91.732 102.042
3200 94.267 103.577
3210 89.657 108.885
3220 94.076 112.17
3230 125.59 117.533
3240 98.198 108.098
3250 102.019 116.126
3260 107.425 107.674
3270 83.344 110.18
3280 80.767 108.534
3290 83.774 106.45
3300 94.945 107.648
3310 74.12 101.855
3320 92.622 112.348
3330 97.926 103.163
3340 109.571 110.468
3350 117.509 113.265
3360 102.33 106.214
3370 117.621 109.94
3380 114.381 112.644
3390 95.495 115.621
3400 124.943 118.993
3410 117.204 115.676
3420 94.501 107.97
3430 83.923 102.206
3440 93.429 111.028
3450 108.693 111.436
3460 109.009 108.657
3470 105.539 102.734
3480 91.828 104.889
3490 95.318 104.8
3500 124.302 116.719
3510 109.389 117.204
3520 106.964 108.067
3530 110.997 107.616
3540 123.995 118.886
3550 94.163 100.997
3560 133.217 117.162
3570 106.954 108.187
3580 107.696 107.33
3590 100.208 113.336
3600 84.942 102.362
3610 118.393 119.125
3620 119.267 116.904
3630 109.022 111.706
3640 106.031 113.13
3650 107.306 114.022
3660 82.865 95.548
3670 95.181 105.449
3680 109.531 114.496
3690 110.634 113.451
3700 133.776 115.832
3710 112.493 110.715
3720 137.076 124.321
3730 97.049 115.327
3740 110.352 117.275
3750 123.841 118.684
3760 92.4 107.885
3770 113.567 115.956
3780 95.768 105.587
3790 103.371 109.36
3800 108.754 123.5
3810 92.689 112.608
3820 90.06 104.727
3830 105.078 118.24
3840 98.907 110.239
3850 96.857 105.956
3860 91.111 102.199
3870 105.771 101.002
3880 106.156 107.784
3890 100.567 109.752
3900 84.792 110.399
3910 107.324 117.71
3920 77.78 92.08
3930 113.782 118.681
3940 108.691 115.697
3950 75.858 101.725
3960 84.539 106.53
3970 97.557 111.789
3980 85.244 100.67
3990 111.27 114.439
4000 106.022 110.49
4010 109.442 108.332
4020 101.285 111.034
4030 103.766 107.593
4040 101.347 112.431
4050 100.826 112.119
4060 113.004 110.827
4070 128.476 116.742
4080 116.062 109.425
4090 114.82 110.948
4100 112.945 116.219
4110 93.177 98.916
4120 116.952 112.645
4130 114.261 121.426
4140 108.814 111.346
4150 106.533 115.021
4160 97.977 101.262
4170 111.926 119.435
4180 104.681 111.935
4190 103.964 109.299
4200 99.395 115.696
4210 103.843 110.612
4220 107.963 119.951
4230 118.291 113.293
4240 113.199 112.13
4250 110.725 103.392
4260 130.919 115.905
4270 95.004 107.198
4280 125.265 119.378
4290 116.927 109.151
4300 108.693 104.709
4310 136.495 122.416
4320 99.27 106.546
4330 93.892 100.926
4340 123.376 122.872
4350 90.912 103.153
4360 83.573 108.554
4370 78.005 99.425
4380 93.901 104.253
4390 118.099 116.337
4400 113.024 113.095
4410 115.702 109.373
4420 95.503 113.239
4430 105.722 110.552
4440 110.889 111.281
4450 121.325 116.453
4460 112.534 111.329
4470 123.201 120.194
4480 108.282 114.909
4490 72.807 99.995
4500 70.908 102.525
4510 80.929 111.543
4520 106.222 118.01
4530 105.001 114.296
4540 103.552 102.056
4550 103.625 113.85
4560 113.741 107.209
4570 96.422 109.572
4580 119.977 122.111
4590 115.401 120.085
4600 96.943 110.353
4610 123.715 114.56
4620 118.125 116.327
4630 101.381 115.627
4640 89.629 113.317
4650 101.408 117.685
4660 114.472 121.379
4670 127.974 122.484
4680 116.7 114.138
4690 113.63 112.266
4700 114.019 106.83
4710 107.242 105.059
4720 99.132 108.449
4730 76.867 100.05
4740 124.134 111.272
4750 89.086 99.061
4760 119.63 111.203
4770 105.74 110.678
4780 97.366 100.915
4790 107.424 107.317
4800 104.354 109.397
4810 82.63 95.781
4820 103.174 108.9
4830 92.108 103.999
4840 112.932 111.569
4850 120.042 115.008
4860 103.186 107.117
4870 117.882 110.949
4880 104.348 106.137
4890 104.102 104.436
4900 107.65 115.68
4910 99.889 104.63
4920 90.435 95.442
4930 113.42 120.613
4940 110.734 107.764
4950 106.204 106.317
4960 120.608 113.603
4970 113.554 111.812
4980 108.351 110.202
4990 102.758 102.927
5000 88.601 104.146
5010 118.022 120.898
5020 126.9 119.035
5030 120.679 115.194
5040 140.326 122.792
5050 82.444 107.33
5060 67.142 99.7
5070 65.89 101.898
5080 104.807 113.406
5090 135.561 121.5
5100 109.448 105.387
5110 107.914 107.71
5120 111.577 111.01
5130 93.329 108.576
5140 107.386 113.555
5150 118.393 118.493
5160 96.147 105.262
5170 81.35 101.958
5180 38.17 77.143
5190 108.223 112.234
5200 82.049 109.205
5210 61.322 89.034
5220 98.922 112.134
5230 83.009 101.262
5240 94.097 107.929
5250 81.284 105.301
5260 107.176 111.587
5270 91.454 107.674
5280 107.858 112.023
5290 89.749 103.698
5300 102.887 105.016
5310 106.265 114.637
5320 111.093 114.952
5330 108.372 111.755
5340 109.457 106.997
5350 117.276 118.354
5360 106.948 113.579
5370 83.729 104.871
5380 130.379 115.859
5390 112.396 113.601
5400 98.379 106.116
5410 98.919 109.814
5420 102.063 117.828
5430 88.855 107.89
5440 108.114 111.792
5450 100.334 103.263
5460 107.173 105.444
5470 105.93 110.863
5480 103.056 105.993
5490 109.238 109.802
5500 102.56 108.18
5510 109.493 108.709
5520 98.993 107.246
5530 96.59 109.108
5540 108.639 113.698
5550 104.124 110.996
5560 89.713 102.053
5570 100.962 109.664
5580 110.117 120.817
5590 97.996 105.702
5600 110.379 117.047
5610 98.725 106.072
5620 78.215 90.868
5630 114.968 118.779
5640 96.102 107.507
5650 108.928 118.591
5660 112.103 115.191
5670 107.469 108.824
5680 145.949 123.798
5690 100.412 105.397
5700 73.27 94.594
5710 86.852 99.086
5720 96.716 106.059
5730 94.908 107.76
5740 105.988 107.097
5750 87.394 100.722
5760 127.033 120.897
5770 96.37 105.715
5780 99.153 104.82
5790 101.714 117.551
5800 99.497 103.52
5810 117.97 118.097
5820 107.557 109.663
5830 95.38 105.144
5840 100.993 98.805
5850 96.931 102.121
5860 93.869 102.253
5870 117.56 113.862
5880 94.444 101.397
5890 95.247 97.204
