# TimeStamp(s) Latency-avg(ms) Stdev
0 26.608 8.72
10 26.241 8.29
20 25.517 8.397
30 25.119 8.569
40 25.316 8.925
50 25.552 8.447
60 24.906 8.27
70 26.597 10.45
80 25.967 8.532
90 25.08 8.304
100 25.706 8.574
110 25.387 9.2
120 25.162 9.092
130 23.714 7.842
140 24.709 8.742
150 25.291 8.383
160 26.485 8.829
170 26.728 8.142
180 27.126 8.152
190 26.423 7.559
200 26.911 7.779
210 25.993 7.915
220 24.96 8.51
230 25.077 8.693
240 24.291 8.397
250 24.289 8.285
260 25.148 8.991
270 25.542 8.482
280 25.695 8.252
290 25.668 8.154
300 25.1 7.993
310 25.349 8.09
320 24.717 7.986
330 24.41 7.606
340 24.105 8.247
350 25.196 8.519
360 24.819 8.162
370 23.844 7.825
380 24.144 8.412
390 24.391 9.21
400 24.406 9.024
410 24.15 8.709
420 24.251 8.91
430 24.114 9.268
440 23.928 8.097
450 24.821 8.706
460 24.515 8.593
470 24.475 8.609
480 24.743 8.297
490 24.029 8.141
500 24.83 8.334
510 24.164 8.179
520 25.08 8.223
530 24.968 7.992
540 24.409 7.293
550 24.562 8.779
560 25.132 8.536
570 24.826 8.439
580 24.827 8.259
590 24.675 7.922
600 24.395 7.83
610 23.444 8.516
620 23.566 8.448
630 23.194 8.011
640 23.555 8.634
650 24.404 9.131
660 24.384 8.299
670 24.604 8.487
680 25.16 8.336
690 24.838 8.515
700 24.239 8.272
710 23.688 8.747
720 23.776 7.793
730 24.454 8.461
740 24.857 7.438
750 24.631 8.363
760 24.268 8.483
770 23.73 8.155
780 24.213 8.79
790 23.789 8.442
800 23.374 7.955
810 23.137 8.289
820 23.041 8.412
830 23.825 9.113
840 23.723 8.526
850 24.799 7.94
860 24.127 7.926
870 24.198 8.256
880 24.518 8.516
890 24.803 8.647
900 24.315 7.427
910 24.212 7.701
920 24.173 8.279
930 24.78 8.338
940 24.444 8.067
950 24.623 7.847
960 24.582 7.749
970 24.532 8.144
980 24.071 8.117
990 23.924 7.641
1000 23.555 7.425
1010 23.934 8.06
1020 24.236 8.545
1030 23.875 8.564
1040 24.091 8.066
1050 24.252 8.245
1060 23.856 8.135
1070 24.098 7.804
1080 24.034 8.044
1090 23.555 8.317
1100 24.256 8.174
1110 24.32 8.091
1120 25.002 8.234
1130 24.74 8.41
1140 24.26 7.932
1150 23.855 8.045
1160 24.124 8.179
1170 23.689 8.328
1180 23.152 8.301
1190 23.025 8.556
1200 23.366 8.316
1210 24.007 8.448
1220 24.652 7.94
1230 24.679 8.044
1240 24.162 8.086
1250 23.147 8.615
1260 22.488 8.01
1270 22.751 8.842
1280 22.746 8.622
1290 22.179 8.442
1300 22.767 8.456
1310 23.701 8.778
1320 23.914 8.391
1330 23.246 8.778
1340 23.369 8.637
1350 23.32 8.14
1360 24.042 7.816
1370 24.309 8.081
1380 23.046 7.231
1390 22.673 7.118
1400 23.635 7.78
1410 24.602 8.603
1420 23.953 7.867
1430 23.784 8.357
1440 23.011 8.667
1450 22.721 8.609
1460 23.363 8.262
1470 23.077 8.236
1480 23.031 8.157
1490 23.494 7.962
1500 23.67 8.302
1510 24.376 8.58
1520 25.181 8.128
1530 24.609 8.128
1540 23.622 7.518
1550 23.777 7.659
1560 24.354 8.513
1570 23.989 7.999
1580 23.967 8.039
1590 23.707 8.719
1600 24.183 8.258
1610 23.532 9.118
1620 23.783 8.508
1630 23.479 8.572
1640 23.196 8.489
1650 23.137 8.216
1660 23.752 8.313
1670 23.985 8.491
1680 23.682 8.321
1690 23.516 8.537
1700 23.961 8.371
1710 24.304 7.847
1720 23.828 7.537
1730 23.456 8.709
1740 22.872 7.97
1750 22.556 8.149
1760 23.263 9.081
1770 22.186 8.09
1780 21.246 8.006
1790 22.592 8.824
1800 23.59 8.68
1810 22.909 9.041
1820 23.073 8.811
1830 22.95 8.638
1840 23.746 7.958
1850 22.88 7.103
1860 23.041 7.649
1870 23.348 8.119
1880 23.169 7.543
1890 23.58 8.142
1900 23.616 8.491
1910 24.252 7.824
1920 23.797 7.848
1930 23.239 7.899
1940 23.002 8.038
1950 22.563 7.566
1960 21.738 8.482
1970 22.182 8.409
1980 22.889 8.477
1990 23.185 8.223
2000 23.24 8.001
2010 22.549 8.012
2020 22.898 7.618
2030 23.129 6.785
2040 22.988 8.059
2050 22.502 8.002
2060 22.685 9.084
2070 22.308 8.256
2080 21.975 7.729
2090 23.051 8.265
2100 22.65 7.797
2110 23.26 7.813
2120 22.796 8.33
2130 22.892 7.95
2140 22.817 8.623
2150 22.522 8.511
2160 22.666 8.836
2170 23.444 8.129
2180 24.33 8.873
2190 23.215 8.154
2200 23.635 8.504
2210 23.54 7.301
2220 23.325 7.415
2230 22.995 7.384
2240 22.843 8.286
2250 22.902 8.636
2260 22.53 8.241
2270 23.518 7.766
2280 23.628 7.402
2290 22.283 8.396
2300 20.492 7.088
2310 19.844 6.457
2320 20.671 7.078
2330 22.165 8.117
2340 21.279 7.928
2350 22.586 7.788
2360 22.083 7.475
2370 23.036 6.57
2380 22.113 7.934
2390 23.142 10.233
2400 22.685 8.614
2410 23.189 8.77
2420 22.824 8.178
2430 23.498 8.381
2440 23.154 8.229
2450 22.776 8.417
2460 23.499 8.13
2470 22.998 8.389
2480 22.218 8.666
2490 23.09 7.986
2500 23.535 7.358
2510 23.314 7.897
2520 22.74 7.495
2530 22.546 7.289
2540 22.149 8.07
2550 22.103 6.743
2560 22.35 6.644
2570 23.127 7.889
2580 23.296 8.346
2590 24.069 8.43
2600 23.556 7.458
2610 22.698 7.05
2620 22.716 7.334
2630 22.521 7.562
2640 22.028 7.77
2650 21.916 7.959
2660 23.127 8.282
2670 23.242 7.882
2680 22.923 7.668
2690 23.168 7.652
2700 23.912 7.582
2710 23.016 7.121
2720 23.134 7.583
2730 23.114 7.379
2740 23.293 7.87
2750 23.509 7.732
2760 24.57 7.981
2770 23.319 7
2780 23.856 7.935
2790 23.409 8.042
2800 23.06 7.639
2810 22.521 7.377
2820 22.93 8.262
2830 22.655 8.055
2840 22.347 7.015
2850 23.914 7.365
2860 23.809 8.296
2870 23.556 7.959
2880 23.084 8.603
2890 22.325 8.592
2900 22.855 8.066
2910 22.308 8.643
2920 22.619 7.319
2930 21.864 6.848
2940 22.396 7.312
2950 22.884 6.871
2960 23.406 7.276
2970 23.572 8.123
2980 23.525 8.108
2990 23.279 8.091
3000 22.659 8.075
3010 21.909 8.154
3020 22.831 9.482
3030 22.22 8.42
3040 22.904 8.029
3050 23.047 7.889
3060 22.606 8.308
3070 21.63 8.577
3080 22.261 8.526
3090 21.679 8.582
3100 22.189 7.989
3110 22.727 7.75
3120 21.407 6.571
3130 21.593 6.742
3140 22.519 6.548
3150 22.591 7.116
3160 21.798 6.004
3170 23.142 8.213
3180 22.342 7.018
3190 21.788 6.53
3200 22.188 7.274
3210 22.522 7.944
3220 22.95 8.502
3230 23.371 8.06
3240 22.931 7.14
3250 22.78 8.366
3260 22.092 9.058
3270 23.924 8.529
3280 23.661 8.13
3290 23.118 7.86
3300 22.269 7.371
3310 21.857 7.166
3320 21.863 7.32
3330 23.208 7.706
3340 23.624 8.082
3350 22.202 6.987
3360 21.899 6.251
3370 21.421 6.165
3380 21.373 6.225
3390 21.198 6.474
3400 21.282 7.237
3410 21.508 6.566
3420 21.537 6.607
3430 22.097 7.234
3440 22.411 7.665
3450 22.997 8.181
3460 22.872 9.255
3470 22.385 7.675
3480 21.819 6.866
3490 21.651 7.345
3500 21.871 8.198
3510 21.903 7.9
3520 23.172 8.057
3530 22.998 7.881
3540 22.479 7.446
3550 22.684 7.503
3560 22.877 8.546
3570 22.011 7.213
3580 21.625 7.659
3590 22.019 7.858
3600 21.425 6.901
3610 21.461 7.207
3620 22.638 7.585
3630 22.812 7.703
3640 23.048 8.181
3650 22.588 7.813
3660 21.779 6.872
3670 21.366 6.344
3680 21.352 6.873
3690 21.759 6.998
3700 21.798 7.654
3710 21.573 6.918
3720 22.303 7.438
3730 22.637 7.821
3740 22.063 8.497
3750 22.422 7.676
3760 22.067 7.886
3770 21.642 8.518
3780 22.009 8.146
3790 22.136 8.477
3800 21.112 7.536
3810 22.427 7.834
3820 22.025 6.633
3830 21.366 6.501
3840 22.012 8.002
3850 21.395 8.404
3860 21.944 9.359
3870 21.814 7.628
3880 21.17 7.359
3890 21.306 7.3
3900 22.263 7.755
3910 22.961 8.484
3920 22.503 8.379
3930 21.886 8.128
3940 22.117 8.167
3950 21.503 8.096
3960 21.983 8.714
3970 20.944 6.978
3980 20.943 6.647
3990 20.682 7.058
4000 20.942 6.731
4010 21.75 6.961
4020 22.206 7.812
4030 22.559 8.992
4040 21.948 8.316
4050 21.168 7.606
4060 21.088 7.887
4070 21.686 8.383
4080 21.629 8.241
4090 21.204 7.932
4100 22.729 8.499
4110 23.155 8.376
4120 22.056 7.924
4130 22.782 10.944
4140 22.76 8.35
4150 22.191 8.013
4160 21.493 7.565
4170 22.072 8.192
4180 21.462 7.948
4190 21.414 7.953
4200 21.765 7.139
4210 21.526 8.066
4220 21.128 8.208
4230 20.694 7.413
4240 20.844 7.88
4250 20.762 7.373
4260 21.001 7.483
4270 21.095 7.747
4280 20.914 8.068
4290 22.059 8.076
4300 21.399 7.818
4310 21.131 7.57
4320 21.731 7.923
4330 20.51 6.966
4340 21.002 7.114
4350 20.731 8.214
4360 21.168 8.033
4370 20.678 8.003
4380 20.565 8.084
4390 21.502 8.221
4400 20.416 8.601
4410 21.017 8.471
4420 21.086 8.536
4430 21.879 8.224
4440 21.433 7.723
4450 20.977 7.698
4460 21.104 8.461
4470 20.663 8.432
4480 20.137 8.587
4490 20.73 8.797
4500 20.431 8.175
4510 21.023 7.91
4520 20.187 8.856
4530 19.927 8.377
4540 20.073 7.893
4550 20.508 8.278
4560 20.313 8.037
4570 20.819 7.884
4580 21.061 8.388
4590 21.697 7.837
4600 21.275 8.346
4610 21.23 8.289
4620 20.899 7.865
4630 20.033 7.634
4640 20.465 7.476
4650 20.648 7.908
4660 20.913 8.238
4670 20.576 7.933
4680 21.838 7.958
4690 21.414 8.158
4700 20.277 7.845
4710 20.697 7.647
4720 20.047 7.415
4730 19.629 8.655
4740 19.435 8.204
4750 19.641 7.271
4760 18.809 7.722
4770 19.716 8.224
4780 20.451 7.981
4790 20.205 8.411
4800 20.322 7.988
4810 20.257 7.731
4820 20.461 7.282
4830 20.079 8.009
4840 20.074 8.532
4850 19.82 7.759
4860 19.23 7.49
4870 21.237 7.836
4880 21.108 8.313
4890 20.413 7.856
4900 19.592 7.211
4910 19.475 6.565
4920 20.089 7.921
4930 20.252 8.135
4940 20.129 8.259
4950 19.616 9.011
4960 19.362 8.288
4970 20.37 7.832
4980 20.45 8.342
4990 20.492 8.69
5000 20.485 7.751
5010 20.733 8.416
5020 20.602 8.358
5030 21.091 8.283
5040 20.689 7.537
5050 20.014 8.069
5060 20.301 8.105
5070 20.476 9.308
5080 20.667 8.659
5090 20.497 7.976
5100 20.522 8.2
5110 20.739 8.35
5120 20.067 8.573
5130 19.311 7.424
5140 19.379 7.974
5150 19.376 7.551
5160 19.981 6.946
5170 20.622 7.968
5180 20.687 8.037
5190 20.029 7.877
5200 19.95 7.6
5210 19.023 6.787
5220 18.796 6.309
5230 19.207 6.889
5240 19.151 7.408
5250 19.823 7.505
5260 20.461 8.074
5270 19.372 6.909
5280 18.887 7.043
5290 19.476 7.424
5300 20.189 7.984
5310 19.246 6.873
5320 19.694 7.341
5330 20.111 7.932
5340 19.791 8.197
5350 20.02 7.702
5360 20.054 8.262
5370 19.583 8.35
5380 18.34 8.078
5390 18.197 8.504
5400 18.123 8.191
5410 17.747 7.822
5420 18.382 9.375
5430 18.399 8.776
5440 18.431 8.503
5450 19.338 9.263
5460 19.092 8.393
5470 19.137 8.764
5480 19.702 9.835
5490 19.59 7.695
5500 17.874 6.851
5510 19.317 7.929
5520 19.423 8.514
5530 19.199 8.397
5540 19.816 8.488
5550 19.13 7.294
5560 19.259 8.048
5570 17.489 7.693
5580 17.826 8.189
5590 18.403 8.233
5600 18.752 8.204
5610 18.947 8.642
5620 18.116 8.294
5630 17.435 8.456
5640 19.106 8.101
5650 18.283 8.066
5660 18.7 8.701
5670 18.745 8.8
5680 18.531 8.892
5690 18.331 8.755
5700 18.423 8.518
5710 18.71 8.107
5720 18.163 8.22
5730 18.816 7.752
5740 19.036 8.348
5750 19.022 7.439
5760 18.373 7.343
5770 18.944 7.217
5780 18.471 7.101
5790 18.071 7.343
5800 18.278 7.337
5810 18.033 8.487
5820 17.867 8.69
5830 18.735 7.515
5840 19.229 8.268
5850 18.355 8.393
5860 19.338 8.775
5870 18.48 8.098
5880 19.189 8.566
5890 18.303 7.452
5900 17.878 8.622
5910 18.066 8.641
5920 18.224 8.138
5930 18.322 8.704
5940 17.71 8.697
5950 17.55 8.092
5960 17.248 8.076
5970 17.375 8.492
5980 17.939 8.032
5990 17.713 8.423
6000 15.934 7.644
6010 14.733 6.706
6020 15.37 6.995
6030 15.414 6.666
6040 15.786 6.913
6050 16.934 7.699
6060 16.453 7.907
6070 17.619 7.774
6080 16.504 8.287
6090 17.689 8.436
6100 16.024 7.863
6110 16.179 8.326
6120 17.333 8.069
6130 18.552 9.159
6140 17.506 8.433
6150 17.191 9.048
6160 17.759 8.513
6170 17.416 8.958
6180 18.037 8.755
6190 17.244 8.26
6200 17.741 8.673
6210 19.071 8.128
6220 18.131 8.66
6230 18.059 8.594
6240 17.506 8.773
6250 17.613 7.836
6260 17.501 8.435
6270 17.208 8.987
6280 16.898 8.899
6290 17.011 8.803
6300 16.644 8.853
6310 17.472 8.736
6320 17.695 8.547
6330 17.884 8.009
6340 17.749 8.702
6350 17.746 8.825
6360 16.899 8.056
6370 17.515 7.961
6380 17.383 8.426
6390 17.288 8.568
6400 16.889 8.471
6410 18.168 8.317
6420 18.878 8.059
6430 18.489 8.377
6440 18.491 8.661
6450 18.62 7.98
6460 18.047 8.531
6470 18.588 8.85
6480 17.676 7.429
6490 17.957 8.508
6500 18.375 8.617
6510 18.833 8.104
6520 18.682 8.005
6530 18.345 7.619
6540 18.601 8.314
6550 18.176 8.298
6560 18.06 7.958
6570 18.443 7.937
6580 17.935 8.393
6590 17.7 8.112
6600 18.866 8.074
6610 17.872 8.256
6620 18.396 8.578
6630 18.137 8.326
6640 18.065 8.144
6650 18.099 8.059
6660 17.851 8.425
6670 17.801 8.891
6680 16.949 8.436
6690 16.589 8.547
6700 17.268 8.436
6710 17.906 8.171
6720 18.332 8.381
6730 18.53 7.852
6740 17.482 8.149
6750 18.649 8.612
6760 17.438 8.215
6770 17.409 7.949
6780 17.38 8.27
6790 19.611 8.594
6800 18.623 8.19
6810 18.404 7.927
6820 18.181 7.665
6830 18.138 7.685
6840 17.937 7.546
6850 17.679 8.489
6860 17.326 8.795
6870 17.665 8.951
6880 17.155 8.393
6890 17.339 8.296
6900 17.639 8.382
6910 16.872 8.218
6920 16.719 8.807
6930 16.585 8.855
6940 16.088 8.239
6950 16.74 8.316
6960 16.278 7.29
6970 16.447 8.146
6980 17.68 8.489
6990 18.059 8.513
7000 18.042 8.382
7010 17.543 8.277
7020 16.522 8.062
7030 15.932 8.839
7040 16.833 9.155
7050 16.875 8.609
7060 16.616 8.519
7070 16.779 8.95
7080 17.814 8.021
7090 18.243 8.526
7100 17.266 8.257
7110 16.982 7.545
7120 17.062 7.673
7130 16.653 7.532
7140 16.933 8.944
7150 16.075 8.551
7160 16.493 8.093
7170 16.554 8.569
7180 16.282 8.568
7190 15.812 8.378
7200 17.202 8.235
7210 16.904 8.197
7220 17.921 8.308
7230 17.106 7.68
7240 15.964 7.868
7250 16.481 8.468
7260 16.404 8.351
7270 17.413 8.586
7280 16.745 8.512
7290 16.924 7.956
7300 17.401 7.768
7310 17.358 7.276
7320 18.053 8.232
7330 16.923 8.271
7340 16.418 8.283
7350 16.427 8.151
7360 17.578 8.09
7370 17.938 7.661
7380 16.838 7.688
7390 17.586 7.756
7400 17.247 7.776
7410 16.76 8.179
7420 15.573 8.361
7430 15.682 8.663
7440 16.163 8.641
7450 15.971 7.66
7460 17.663 8.237
7470 16.631 7.253
7480 17.117 8.076
7490 16.978 8.376
7500 16.957 8.245
7510 16.589 8.236
7520 16.356 8.504
7530 16 8.233
7540 15.6 7.973
7550 16.595 8.549
7560 17.809 8.354
7570 16.741 8.73
7580 15.96 8.08
7590 15.875 8.548
7600 16.184 8.49
7610 15.499 7.807
7620 15.423 7.945
7630 16.562 8.447
7640 15.739 8.248
7650 16.116 8.46
7660 16.538 8.057
7670 16.662 7.481
7680 16.641 8.417
7690 16.366 7.782
7700 15.735 7.171
7710 15.986 7.139
7720 15.563 7.138
7730 16.431 7.361
7740 15.919 7.759
7750 16.726 7.536
7760 16.315 7.813
7770 16.605 7.53
7780 16.648 7.73
7790 16.407 7.409
7800 16.01 7.249
7810 15.888 7.91
7820 15.726 7.888
7830 16.067 8.036
7840 17.138 8.404
7850 17.332 7.921
7860 18.297 8.712
7870 17.414 8.249
7880 16.261 7.924
7890 16.262 7.928
7900 15.843 6.913
7910 16.02 7.827
7920 15.474 7.055
7930 15.49 7.843
7940 16.173 8.094
7950 16.17 7.705
7960 16.657 8.571
7970 17.09 8.371
7980 16.771 7.977
7990 17.002 8.87
8000 16.303 7.814
8010 16.125 8.088
8020 15.976 8.049
8030 16.648 8.173
8040 17.748 8.844
8050 17.104 7.914
8060 17.195 8.17
8070 16.732 7.342
8080 16.593 8.233
8090 16.065 8.072
8100 16.009 7.953
8110 15.726 8.538
8120 15.605 8.188
8130 16.152 7.137
8140 16.187 7.023
8150 16.224 7.67
8160 17.18 10.182
8170 15.581 8.33
8180 15.815 8.265
8190 16.221 8.104
8200 16.174 8.261
8210 15.679 7.888
8220 16.189 8.504
8230 16.621 8.191
8240 16.587 7.942
8250 16.689 7.92
8260 16.598 8.938
8270 15.936 8.317
8280 15.858 7.859
8290 15.401 7.821
8300 15.386 7.703
8310 14.998 7.366
8320 16.036 8.294
8330 16.382 7.591
8340 16.173 7.14
8350 15.795 7.546
8360 15.747 8.005
8370 16.076 7.828
8380 15.725 7.83
8390 15.221 7.558
8400 15.263 7.462
8410 14.814 7.619
8420 15.116 7.104
8430 15.718 6.926
8440 15.47 7.317
8450 15.797 7.36
8460 15.549 7.268
8470 15.029 7.286
8480 14.693 7.141
8490 14.792 7.299
8500 14.428 7.413
8510 15.046 7.173
8520 15.948 7.157
8530 15.9 7.48
8540 15.992 7.712
8550 16.239 8.034
8560 15.75 8.081
8570 16.333 8.225
8580 16.78 8.433
8590 16.616 8.26
8600 15.334 8.271
8610 15.323 7.784
8620 16.028 8.119
8630 16.035 7.657
8640 16.455 8.133
8650 15.209 8.121
8660 14.244 7.184
8670 15.287 8.008
8680 14.979 8.109
8690 15.425 9.091
8700 14.707 7.894
8710 15.589 8.415
8720 15.302 7.511
8730 14.805 7.071
8740 15.437 7.932
8750 15.262 7.597
8760 14.955 7.846
8770 14.936 7.692
8780 14.357 7.592
8790 14.602 7.937
8800 14.733 8.667
8810 15.818 7.579
8820 16.337 7.856
8830 17.469 8.744
8840 15.335 8.084
8850 15.922 8.735
8860 15.629 9.351
8870 15.2 7.908
8880 16.001 7.713
8890 16.941 8.012
8900 14.786 7.33
8910 14.845 7.28
8920 15.063 8.367
8930 15.813 8.24
8940 15.564 8.506
8950 14.886 7.202
8960 15.345 7.712
8970 15.34 8.784
8980 14.42 8.295
8990 14.799 7.909
9000 15.917 7.979
9010 15.618 8.196
9020 14.802 8.288
9030 15.126 7.734
9040 14.88 7.63
9050 14.456 8.59
9060 14.989 7.46
9070 14.406 8.493
9080 14.103 9.605
9090 13.745 8.674
9100 15.091 8.209
9110 14.722 8.12
9120 14.942 7.481
9130 14.809 7.546
9140 14.858 8.693
9150 14.889 8.828
