# TimeStamp(s) Latency-avg(ms) Stdev
0 24.826 7.533
10 26.446 8.052
20 27.45 8.219
30 27.045 7.507
40 27.311 8.6
50 26.517 8.444
60 27.549 8.601
70 26.467 7.947
80 26.633 8.425
90 26.243 8.365
100 26.978 8.3
110 27.879 8.469
120 27.793 8.615
130 27.515 8.308
140 26.843 8.029
150 26.024 7.601
160 26.584 8.223
170 26.089 8.238
180 27.059 8.073
190 26.833 8.346
200 26.766 8.084
210 27.282 8.127
220 26.35 7.512
230 27.127 8.357
240 27.245 7.942
250 26.35 8.132
260 26.601 8.126
270 27.01 8.759
280 26.599 8.363
290 26.28 8.267
300 27.336 8.436
310 27.854 8.245
320 27.49 7.946
330 27.906 8.279
340 26.813 8.182
350 25.821 7.24
360 25.785 7.739
370 26.633 8.191
380 27.228 8.036
390 27.798 7.96
400 27.956 8.397
410 26.419 7.839
420 27.447 7.709
430 26.835 8.009
440 26.492 8.128
450 26.89 8.435
460 26.278 7.936
470 26.54 8.387
480 27.254 8.552
490 26.783 7.849
500 26.576 8.039
510 26.559 7.605
520 27.461 8.267
530 26.766 8.425
540 27.637 8.321
550 26.99 8.501
560 26.083 8.209
570 26.151 8.079
580 27.308 8.815
590 27.196 7.998
600 27.429 9.332
610 27.904 8.299
620 27.282 7.763
630 26.75 8.454
640 26.49 8.282
650 27.016 8.312
660 27.294 8.129
670 27.037 8.14
680 27.575 8.39
690 26.838 8
700 27.289 8.542
710 26.62 7.758
720 25.885 7.886
730 26.048 7.642
740 26.677 8.207
750 27.639 8.372
760 26.754 7.57
770 25.89 7.703
780 26.86 8.272
790 26.315 7.6
800 27.251 8.034
810 28.146 8.203
820 27.851 8.538
830 27.626 8.1
840 27.944 8.663
850 25.756 7.553
860 26.702 7.879
870 28.095 8.313
880 28.009 7.836
890 27.305 8.526
900 26.482 7.632
910 26.162 7.618
920 27.672 8.828
930 26.271 8.148
940 26.551 8.086
950 26.369 7.944
960 27.56 8.182
970 28.611 7.647
980 28.387 7.971
990 27.549 8.285
1000 27.23 8.374
1010 27.742 8.27
1020 27.026 7.912
1030 26.075 7.392
1040 25.618 7.358
1050 26.338 8.425
1060 26.687 7.945
1070 28.622 8.19
1080 27.139 7.792
1090 26.789 8.243
1100 26.482 7.319
1110 27.062 7.777
1120 27.687 8.425
1130 27.282 8.183
1140 27.153 7.971
1150 26.567 8.017
1160 28.117 8.342
1170 27.378 7.652
1180 27.968 7.402
1190 27.946 8.33
1200 25.375 7.498
1210 26.656 8.118
1220 27.04 8.243
1230 27.172 8.429
1240 27.32 7.902
1250 27.051 8.332
1260 26.595 8.007
1270 26.404 8.175
1280 26.812 7.988
1290 27.396 8.626
1300 27.847 8.03
1310 26.941 7.951
1320 27.21 7.839
1330 27.627 8.199
1340 27.019 8.648
1350 26.616 8.519
1360 27.495 8.6
1370 28.158 8.612
1380 27.732 7.771
1390 27.835 8.124
1400 26.893 7.538
1410 27.215 8.116
1420 27.217 8.328
1430 28.368 7.905
1440 27.71 7.569
1450 28.212 7.827
1460 27.973 8.057
1470 26.224 7.802
1480 25.856 7.664
1490 26.77 8.175
1500 25.146 7.092
1510 26.569 7.955
1520 27.507 8.16
1530 27.1 7.625
1540 27.398 8.02
1550 27.184 7.676
1560 26.86 7.972
1570 26.726 8.155
1580 25.779 8.06
1590 26.863 8.28
1600 26.192 7.891
1610 26.718 8.053
1620 26.428 8.368
1630 26.431 8.677
1640 26.229 7.5
1650 27.242 7.392
1660 26.098 8.84
1670 27.06 8.3
1680 26.197 7.642
1690 27.523 8.423
1700 26.141 7.688
1710 26.152 7.882
1720 25.752 7.861
1730 26.737 8.246
1740 27.499 8.488
1750 28 9.19
1760 26.936 8.117
1770 26.31 7.477
1780 26.073 7.629
1790 27.018 8.266
1800 26.866 7.866
1810 25.625 8.332
1820 26.487 8.139
1830 27.336 8.52
1840 27.191 7.933
1850 27.21 8.049
1860 28.316 8.655
1870 27.795 8.278
1880 26.597 8.261
1890 24.691 6.825
1900 26.806 8.022
1910 27.224 8.14
1920 26.964 7.65
1930 28.333 8.973
1940 27.698 8.522
1950 26.136 7.336
1960 26.572 8.284
1970 27.707 8.182
1980 27.014 8.44
1990 26.036 7.734
2000 24.479 6.322
2010 25.757 7.508
2020 27.031 8.432
2030 27.659 8.344
2040 27.151 8.088
2050 26.343 7.682
2060 25.386 6.914
2070 27.493 8.411
2080 27.653 7.827
2090 26.802 8.533
2100 26.335 8.211
2110 26.002 7.863
2120 26.192 7.967
2130 27.653 8.111
2140 27.186 9.38
2150 25.645 7.996
2160 26.623 8.225
2170 27.641 8.048
2180 27.706 8.295
2190 25.881 8.042
2200 26.476 8.147
2210 25.556 7.398
2220 26.183 7.671
2230 26.6 8.336
2240 27.982 8.12
2250 27.071 8.379
2260 25.642 7.291
2270 26.623 7.731
2280 28.147 8.202
2290 27.221 7.842
2300 27.118 7.538
2310 25.929 7.823
2320 25.967 6.893
2330 27.846 8.129
2340 27.629 8.385
2350 26.076 7.341
2360 25.219 7.323
2370 25.528 7.721
2380 26.106 7.783
2390 25.896 7.701
2400 26.161 7.795
2410 27.547 8.29
2420 27.734 8.118
2430 26.449 7.756
