# TimeStamp(s) Latency-avg(ms) Stdev
0 19.396 7.77
10 19.2 6.651
20 19.593 6.57
30 19.799 7.77
40 19.436 6.848
50 19.618 7.987
60 19.222 6.662
70 18.903 6.216
80 18.933 6.313
90 18.81 6.817
100 18.968 6.787
110 19.637 7.095
120 19.791 6.776
130 19.547 6.575
140 19.627 6.858
150 19.412 7.784
160 19.031 6.123
170 19.216 6.775
180 19.056 6.952
190 19.012 6.74
200 19.205 7.097
210 19.628 7.02
220 19.509 6.838
230 19.315 6.745
240 19.575 7.033
250 19.267 6.922
260 18.973 6.437
270 18.947 7.172
280 18.944 6.675
290 18.755 7.649
300 18.845 5.854
310 19.512 6.962
320 19.361 6.71
330 19.231 6.534
340 19.298 6.665
350 19.249 6.452
360 18.779 6.413
370 18.515 5.988
380 18.8 6.83
390 18.573 6.544
400 19.746 6.972
410 19.865 7.022
420 19.686 7.163
430 19.443 6.866
440 19.464 6.519
450 19.135 6.933
460 18.774 6.331
470 18.767 6.441
480 18.719 6.774
490 19.117 6.749
500 19.664 7.1
510 19.491 6.668
520 19.017 6.664
530 19.388 7.194
540 18.99 6.766
550 19.068 6.745
560 18.833 6.648
570 18.77 6.533
580 19.088 6.761
590 19.246 6.318
