# TimeStamp(s) Latency-avg(ms) Stdev
0 19.016 8.763
10 18.658 8.122
20 18.466 8.05
30 18.392 8.391
40 18.166 8.431
50 19.412 9.417
60 19.074 7.868
70 19.209 8.051
80 19.386 8.105
90 18.986 8.121
100 18.752 7.752
110 18.608 8.184
120 18.666 8.177
130 18.438 7.98
140 18.435 8.449
150 18.784 8.19
160 19.166 7.984
170 18.951 8.351
180 19.017 8.483
190 18.54 8.193
200 18.604 8.483
210 17.983 7.616
220 18.101 7.949
230 18.532 8.11
240 18.575 9.021
250 19.687 9.244
260 19.074 7.863
270 19.144 8.1
280 19.293 9.433
290 18.996 8.547
300 18.575 8.429
310 18.672 8.334
320 18.295 8.29
330 18.234 8.143
340 18.475 8.291
350 19.147 7.964
360 18.996 8.372
370 18.789 8.166
380 18.696 8.601
390 18.144 8.262
400 18.551 8.471
410 18.079 8.458
420 18.139 8.306
430 18.23 8.135
440 19.372 8.464
450 19.015 9.684
460 19.067 8.049
470 18.591 8.318
480 18.526 8.238
490 18.643 8.139
500 18.371 8.8
510 18.234 8.527
520 17.919 8.043
530 18.19 8.179
540 19.003 7.992
550 19.168 8.461
560 19.137 8.333
570 19.064 8.198
580 19.076 8.352
590 18.61 8.484
