# TimeStamp(s) Latency-avg(ms) Stdev
0 14.111 1.136
10 14.15 0.927
20 14.219 0.941
30 14.222 0.911
40 14.251 0.815
50 14.196 0.93
60 13.807 0.888
70 13.91 0.959
80 13.998 0.943
90 14.093 0.901
100 14.207 0.961
110 14.239 0.929
120 14.248 0.927
130 14.29 0.905
140 14.288 0.88
150 14.13 1.202
160 13.891 1.026
170 14.01 0.958
180 14.101 0.945
190 14.196 0.944
200 14.279 0.977
210 14.289 0.974
220 14.331 1.164
230 14.364 0.97
240 14.384 0.986
250 13.96 0.912
260 13.971 1.064
270 14.104 1.221
280 14.164 0.902
290 14.311 1.069
300 14.354 1.125
310 14.323 0.861
320 14.432 1.088
330 14.97 6.392
340 14.414 0.948
350 13.981 0.997
360 14.087 1.187
370 14.131 0.883
380 14.238 0.953
390 14.352 1.175
400 14.395 1.104
410 14.405 1.026
420 14.44 1.156
430 14.494 1.279
440 14.394 0.922
450 13.987 1.006
460 14.093 1.007
470 14.256 1.247
480 14.307 0.933
490 14.445 1.151
500 14.443 1.105
510 14.417 0.894
520 14.484 1.009
530 14.507 0.985
540 14.26 0.945
550 14.015 0.977
560 14.161 1.11
570 14.244 0.911
580 14.372 0.952
590 14.454 1.116
