# TimeStamp(s) Latency-avg(ms) Stdev
0 24.056 8.793
10 25.334 8.999
20 25.588 9.476
30 25.071 8.94
40 26.849 9.138
50 27.799 8.982
60 27.629 9.037
70 26.697 8.414
80 26.648 9.119
90 26.261 8.88
100 27.144 9.109
110 25.211 9.009
120 24.885 8.873
130 24.997 8.911
140 24.88 9.144
150 25.411 9.758
160 24.413 9.107
170 24.708 9.069
180 25.172 8.925
190 24.441 8.892
200 24.224 8.778
210 24.697 8.543
220 24.975 8.678
230 23.729 8.597
240 24.165 8.635
250 25.72 9.08
260 25.197 9.068
270 24.65 8.186
280 24.727 8.984
290 25.357 8.888
300 26.814 9.344
310 24.712 9.303
320 24.228 8.774
330 23.473 8.665
340 24.11 8.207
350 24.933 8.477
360 25.547 9.269
370 25.401 9.367
380 24.269 8.603
390 23.747 8.323
400 23.309 8.123
410 23.919 8.374
420 23.882 8.725
430 24.09 9.195
440 24.662 8.375
450 24.366 8.415
460 24.177 7.875
470 24.46 8.43
480 23.828 8.197
490 23.731 7.986
500 23.444 7.995
510 23.476 8.237
520 23.751 8.467
530 23.088 7.858
540 24.982 8.346
550 24.629 8.385
560 24.395 8.708
570 24.448 8.77
580 23.794 7.844
590 23.581 8.165
600 23.6 8.118
610 23.511 8.058
620 23.823 7.92
630 23.869 8.148
640 24.412 8.32
650 24.422 8.17
660 24.166 8.015
670 24.352 8.328
680 24.547 8.565
690 23.874 8.137
700 23.784 7.804
710 23.855 8.181
720 23.661 8.884
730 24.433 8.285
740 24.824 8.841
750 24.877 8.739
760 24.699 8.658
770 24.385 8.47
780 24.954 9.081
790 25.323 9.18
800 24.189 8.461
810 24.799 8.654
820 24.658 8.571
830 25.359 8.965
840 25.48 9.137
850 25.132 8.924
860 25.322 9.175
870 24.903 8.72
880 24.32 8.629
890 24.051 8.511
900 23.881 8.152
910 24.755 9.467
920 24.226 8.432
930 24.975 8.648
940 24.992 8.624
950 25.038 8.8
960 25.206 8.561
970 24.513 8.165
980 24.289 8.494
990 24.368 8.761
1000 24.308 8.482
1010 24.114 8.575
1020 24.466 8.061
1030 24.977 8.502
1040 25.025 8.775
1050 24.612 8.457
1060 24.739 8.687
1070 24.914 8.742
1080 24.426 8.257
1090 23.795 8.067
1100 23.937 8.576
1110 24.494 8.624
1120 25.226 8.154
1130 24.828 8.392
1140 25.059 8.748
1150 24.796 8.424
1160 24.617 8.7
1170 24.475 8.574
1180 24.03 8.134
1190 24.115 8.459
1200 24.213 8.443
1210 24.206 8.439
1220 24.69 8.427
1230 25.033 8.562
1240 24.796 8.5
1250 24.378 8.09
1260 24.556 8.335
1270 24.59 8.114
1280 24.588 10.796
1290 24.351 8.706
1300 24.586 8.73
1310 24.252 8.375
1320 25.526 8.656
1330 24.577 8.077
1340 25.021 8.601
1350 25.22 8.575
1360 24.948 8.554
1370 24.707 8.204
1380 24.477 8.128
1390 24.318 8.698
1400 24.158 8.646
1410 24.741 8.565
1420 25.549 8.554
1430 24.913 8.512
1440 25.177 8.746
1450 25.386 8.889
1460 24.496 8.326
1470 24.113 8.321
1480 24.128 8.459
1490 24.376 8.479
1500 24.629 8.442
1510 25.095 8.758
1520 25.197 8.108
1530 25.058 8.467
1540 25.219 9.134
1550 24.524 8.428
1560 24.686 8.656
1570 25.044 8.279
1580 24.082 8.087
1590 24.374 8.282
1600 24.107 8.015
1610 25.226 8.347
1620 25.035 8.327
1630 25.041 8.144
1640 24.843 8.346
1650 24.43 8.373
1660 24.569 8.596
1670 24.309 8.287
1680 24.035 8.21
1690 24.261 8.275
1700 23.958 8.17
1710 24.853 8.201
1720 25.143 8.479
1730 24.998 8.376
1740 24.857 8.37
1750 24.863 8.736
1760 25.014 8.654
1770 24.557 8.948
1780 24.158 8.434
1790 24.31 8.394
1800 25.079 8.55
1810 25.391 8.354
1820 24.987 8.574
1830 25.22 8.513
1840 24.707 8.449
1850 24.963 8.489
1860 24.579 8.292
1870 24.225 8.015
1880 24.215 8.156
1890 23.918 8.408
1900 24.976 8.69
1910 25.277 8.186
1920 25.661 8.741
1930 24.554 8.413
1940 25.22 7.94
1950 24.916 8.256
1960 24.569 8.142
1970 24.484 8.564
1980 23.956 7.58
1990 24.03 8.242
2000 24.842 8.136
2010 25.034 8.038
2020 25.318 8.026
2030 24.624 8.244
2040 24.124 8.164
2050 24.085 7.895
2060 24.329 7.876
2070 24.005 8.25
2080 24.235 7.876
2090 23.688 8.096
2100 24.933 8.625
2110 24.948 7.713
2120 25.244 8.467
2130 24.782 8.403
2140 24.537 8.336
2150 24.184 8.395
2160 24.407 7.894
2170 24.447 8.247
2180 23.995 7.905
2190 24.66 8.142
2200 25.347 8.341
2210 24.657 8.288
2220 24.643 7.977
2230 24.619 8.169
2240 24.77 9.103
2250 24.342 7.792
2260 24.02 8.006
2270 24.261 8.052
2280 24.133 8.16
2290 24.669 8.381
2300 25.547 8.547
2310 25.213 8.404
2320 25.399 8.987
2330 24.633 8.237
2340 24.517 8.158
2350 24.228 7.706
2360 24.426 8.678
2370 23.997 8.322
2380 23.914 7.829
2390 25.889 11.69
2400 25.278 8.74
2410 25.424 8.863
2420 24.641 8.221
2430 24.882 8.54
2440 25.25 10.403
2450 24.197 8.351
2460 24.284 7.925
2470 24.406 8.149
2480 24.453 8.371
2490 25.437 8.615
2500 24.989 8.551
2510 24.77 8.394
2520 24.368 8.318
2530 24.945 8.582
2540 24.752 8.164
2550 24.361 8.387
2560 24.248 8.031
2570 23.885 8.022
2580 24.497 8.3
2590 25.039 8.124
2600 25.302 8.44
2610 24.985 8.319
2620 25.049 8.736
2630 24.402 8.388
2640 24.824 8.692
2650 24.395 8.156
2660 24.532 8.444
2670 24.039 8.258
2680 25.026 8.427
2690 25.201 8.184
2700 25.075 8.355
2710 25.273 8.761
2720 25.115 9.791
2730 24.783 8.348
2740 24.196 8.205
2750 24.445 8.374
2760 23.954 8.493
2770 24.347 8.565
2780 25.514 8.544
2790 25.068 8.741
2800 25.054 8.237
2810 24.452 8.126
2820 24.205 8.198
2830 24.636 8.631
2840 24.413 8.23
2850 23.819 8.285
2860 24.525 8.426
2870 24.127 7.994
2880 25.143 8.299
2890 24.542 8.089
2900 24.566 7.761
2910 24.248 8.13
2920 24.275 8.182
2930 24.123 8.027
2940 23.773 7.916
2950 24.219 8.29
2960 23.488 8.091
2970 24.559 8.509
2980 25.08 8.689
2990 24.872 8.191
3000 24.644 8.148
3010 24.433 7.635
3020 24.306 8.854
3030 24.534 8.252
3040 24.054 8.319
3050 23.769 7.969
3060 23.623 7.707
3070 24.81 8.261
3080 24.918 8.62
3090 24.783 8.314
3100 24.77 8.64
3110 24.323 7.992
3120 24.048 8.067
3130 23.849 8.243
3140 24.477 8.483
3150 23.831 8.058
3160 24.154 8.424
3170 25.451 8.694
3180 25.172 8.171
3190 25.087 8.535
3200 24.602 8.434
3210 24.791 8.119
3220 24.547 8.527
3230 24.332 8.059
3240 24.203 7.696
3250 24.317 8.206
3260 24.813 9.037
3270 24.965 8.927
3280 25.176 9.266
3290 25.033 8.834
3300 25.208 8.338
3310 24.528 8.821
3320 24.917 8.626
3330 24.673 8.481
3340 23.974 7.975
3350 24.21 8.288
3360 24.547 8.176
3370 24.955 8.45
3380 25.197 8.485
3390 25.114 8.832
3400 24.904 8.667
3410 24.547 8.026
3420 24.251 8.404
3430 24.143 8.135
3440 24.257 8.329
3450 24.226 8.158
3460 25.206 8.407
3470 25.016 8.663
3480 24.846 8.176
3490 25.037 8.307
3500 25.094 8.569
3510 24.702 9.037
3520 24.744 8.546
3530 24.359 8.232
3540 24.199 8.437
3550 24.008 8.68
3560 25.353 8.475
3570 25.361 8.587
3580 24.938 8.205
3590 25.283 8.779
3600 24.227 8.417
3610 24.972 8.722
3620 24.145 8.289
3630 24.251 8.021
3640 24.369 8.196
3650 24.403 8.215
3660 25.313 8.5
3670 25.031 8.498
3680 24.776 8.269
3690 24.832 8.882
3700 24.654 8.538
3710 24.757 8.721
3720 24.475 8.515
3730 24.553 8.856
3740 23.899 8.58
3750 24.72 8.441
3760 25.262 8.92
3770 24.844 8.662
3780 24.889 8.534
3790 24.755 8.855
3800 24.825 8.419
3810 23.946 7.718
3820 24.459 8.492
3830 24.137 8.135
3840 24.602 8.965
3850 25.211 8.813
3860 24.954 8.495
3870 24.884 8.538
3880 24.901 8.453
3890 24.634 8.237
3900 24.321 8.334
3910 24.393 8.124
3920 24.157 8.575
3930 23.877 8.087
3940 24.144 8.382
3950 25.683 8.657
3960 24.763 8.21
3970 24.932 8.542
3980 24.681 8.525
3990 24.667 8.307
4000 24.382 8.833
4010 23.987 8.28
4020 23.954 8.184
4030 23.733 8.155
4040 24.215 8.111
4050 24.922 8.136
4060 24.594 7.983
4070 24.979 8.377
4080 24.209 8.047
4090 23.981 8.28
4100 24.241 8.258
4110 24.416 8.506
4120 24.115 8.476
4130 24.072 8.477
4140 24.733 8.748
4150 25.382 9.019
4160 25.263 9.171
4170 25.006 8.911
4180 24.575 8.817
4190 24.446 8.606
4200 24.622 8.68
4210 24.413 9.403
4220 24.038 8.45
4230 23.822 8.301
4240 25.265 8.908
4250 25.11 8.464
4260 25.295 8.816
4270 25.315 8.934
4280 24.32 8.186
4290 24.308 8.178
4300 24.912 9.306
4310 24.039 9.047
4320 25.182 8.861
4330 24.799 9.231
4340 25.173 8.933
4350 24.888 8.523
4360 23.788 8.067
4370 24.132 8.325
4380 24.314 8.993
4390 23.864 8.547
4400 23.712 9.013
4410 23.962 8.409
4420 23.091 8.164
4430 24.065 8.801
4440 24.57 8.474
4450 24.386 8.817
4460 23.77 8.218
4470 24.124 8.778
4480 23.775 8.438
4490 23.25 7.955
4500 22.891 7.999
4510 22.903 8.244
4520 23.053 8.08
4530 23.731 8.009
4540 24.188 8.383
4550 24.267 8.66
4560 23.407 7.958
4570 23.887 8.542
4580 23.366 7.682
4590 23.042 8.594
4600 22.942 8.53
