20201017223949,172.20.10.5,5002,172.20.10.8,46904,5,0.0-10.0,10512480,8409984
20201017223949,172.20.10.5,5002,172.20.10.8,46902,4,0.0-10.0,10999008,8799206
20201017223949,172.20.10.5,0,172.20.10.8,0,-1,0.0-10.0,21511488,17209190
20201017223959,172.20.10.5,5002,172.20.10.8,46904,5,10.0-20.0,4352688,3482150
20201017223959,172.20.10.5,5002,172.20.10.8,46902,4,10.0-20.0,4514864,3611891
20201017223959,172.20.10.5,0,172.20.10.8,0,-1,10.0-20.0,8867552,7094041
20201017224009,172.20.10.5,5002,172.20.10.8,46904,5,20.0-30.0,3624344,2899475
20201017224009,172.20.10.5,5002,172.20.10.8,46902,4,20.0-30.0,3709776,2967820
20201017224009,172.20.10.5,0,172.20.10.8,0,-1,20.0-30.0,7334120,5867296
20201017224019,172.20.10.5,5002,172.20.10.8,46904,5,30.0-40.0,5092616,4074092
20201017224019,172.20.10.5,5002,172.20.10.8,46902,4,30.0-40.0,4995600,3996480
20201017224019,172.20.10.5,0,172.20.10.8,0,-1,30.0-40.0,10088216,8070572
20201017224029,172.20.10.5,5002,172.20.10.8,46902,4,40.0-50.0,4380200,3504160
20201017224029,172.20.10.5,5002,172.20.10.8,46904,5,40.0-50.0,4293320,3434656
20201017224029,172.20.10.5,0,172.20.10.8,0,-1,40.0-50.0,8673520,6938816
20201017224039,172.20.10.5,5002,172.20.10.8,46904,5,50.0-60.0,4058744,3246995
20201017224040,172.20.10.5,5002,172.20.10.8,46902,4,50.0-60.0,4047160,3237728
20201017224040,172.20.10.5,0,172.20.10.8,0,-1,50.0-60.0,8105904,6484723
20201017224046,172.20.10.5,5002,172.20.10.8,46902,4,0.0-66.7,35913728,4309464
20201017224046,172.20.10.5,5002,172.20.10.8,46904,5,0.0-67.1,35127296,4188892
20201017224046,172.20.10.5,0,172.20.10.8,0,-1,0.0-67.1,71041024,8471566
