20201018014132,172.20.10.8,5002,172.20.10.5,54836,4,0.0-10.0,11889528,9511622
20201018014132,172.20.10.8,5002,172.20.10.5,54838,5,0.0-10.0,11602824,9282259
20201018014132,172.20.10.8,0,172.20.10.5,0,-1,0.0-10.0,23492352,18793881
20201018014142,172.20.10.8,5002,172.20.10.5,54836,4,10.0-20.0,4734960,3787968
20201018014142,172.20.10.8,5002,172.20.10.5,54838,5,10.0-20.0,4375856,3500684
20201018014142,172.20.10.8,0,172.20.10.5,0,-1,10.0-20.0,9110816,7288652
20201018014152,172.20.10.8,5002,172.20.10.5,54836,4,20.0-30.0,4940576,3952460
20201018014152,172.20.10.8,5002,172.20.10.5,54838,5,20.0-30.0,2379064,1903251
20201018014152,172.20.10.8,0,172.20.10.5,0,-1,20.0-30.0,7319640,5855712
20201018014202,172.20.10.8,5002,172.20.10.5,54836,4,30.0-40.0,4789984,3831987
20201018014202,172.20.10.8,5002,172.20.10.5,54838,5,30.0-40.0,2009824,1607859
20201018014202,172.20.10.8,0,172.20.10.5,0,-1,30.0-40.0,6799808,5439846
20201018014212,172.20.10.8,5002,172.20.10.5,54836,4,40.0-50.0,2748304,2198643
20201018014212,172.20.10.8,5002,172.20.10.5,54838,5,40.0-50.0,1779592,1423673
20201018014212,172.20.10.8,0,172.20.10.5,0,-1,40.0-50.0,4527896,3622316
20201018014222,172.20.10.8,5002,172.20.10.5,54838,5,50.0-60.0,1650720,1320576
20201018014222,172.20.10.8,5002,172.20.10.5,54836,4,50.0-60.0,1898328,1518662
20201018014222,172.20.10.8,0,172.20.10.5,0,-1,50.0-60.0,3549048,2839238
20201018014224,172.20.10.8,5002,172.20.10.5,54838,5,0.0-61.9,24510464,3166379
20201018014227,172.20.10.8,5002,172.20.10.5,54836,4,0.0-65.1,31850496,3912738
20201018014227,172.20.10.8,0,172.20.10.5,0,-1,0.0-65.1,56360960,6923775
