20201018082649,100.100.100.10,5001,192.168.67.2,36840,3,0.0-10.0,1568490,1254792,14.933,17469,18536,94.244,0
20201018082649,100.100.100.10,5001,192.168.67.2,36605,4,0.0-10.0,1543500,1234800,15.832,17485,18535,94.335,0
20201018082649,100.100.100.10,5001,192.168.67.2,45261,6,0.0-10.0,1550850,1240680,18.657,17480,18535,94.308,1
20201018082649,100.100.100.10,5001,192.168.67.2,53928,5,0.0-10.0,1519980,1215984,14.212,17501,18535,94.421,0
20201018082649,100.100.100.10,0,192.168.67.2,0,-1,0.0-10.0,6182820,4946256,18.657,69935,74141,94.327,1
20201018082659,100.100.100.10,5001,192.168.67.2,36840,3,10.0-20.0,0,0,14.933,0,0,-nan,0
20201018082659,100.100.100.10,5001,192.168.67.2,36605,4,10.0-20.0,0,0,15.832,0,0,-nan,0
20201018082659,100.100.100.10,5001,192.168.67.2,45261,6,10.0-20.0,0,0,18.657,0,0,-nan,0
20201018082659,100.100.100.10,5001,192.168.67.2,53928,5,10.0-20.0,0,0,14.212,0,0,-nan,0
20201018082659,100.100.100.10,0,192.168.67.2,0,-1,10.0-20.0,0,0,18.657,0,0,-nan,0
20201018082705,100.100.100.10,5001,192.168.67.2,36840,3,20.0-30.0,126420,101136,18.157,178521,178607,99.952,0
20201018082705,100.100.100.10,5001,192.168.67.2,36605,4,20.0-30.0,127890,102312,14.307,178521,178608,99.951,0
20201018082705,100.100.100.10,5001,192.168.67.2,45261,6,20.0-30.0,132300,105840,17.682,178518,178608,99.950,0
20201018082705,100.100.100.10,5001,192.168.67.2,53928,5,20.0-30.0,136710,109368,14.212,178514,178607,99.948,0
20201018082705,100.100.100.10,0,192.168.67.2,0,-1,20.0-30.0,523320,418656,18.157,714074,714430,99.950,0
20201018082715,100.100.100.10,5001,192.168.67.2,36840,3,30.0-40.0,1278900,1023120,17.628,87788,88658,99.019,0
20201018082715,100.100.100.10,5001,192.168.67.2,53928,5,30.0-40.0,1225980,980784,17.466,87825,88659,99.059,0
20201018082715,100.100.100.10,5001,192.168.67.2,36605,4,30.0-40.0,1305360,1044288,18.171,87771,88659,98.998,0
20201018082715,100.100.100.10,5001,192.168.67.2,45261,6,30.0-40.0,1237740,990192,18.941,87818,88660,99.050,0
20201018082715,100.100.100.10,0,192.168.67.2,0,-1,30.0-40.0,5047980,4038384,18.941,351202,354636,99.032,0
20201018082725,100.100.100.10,5001,192.168.67.2,36840,3,40.0-50.0,23520,18816,14.248,1004,1020,98.431,0
20201018082725,100.100.100.10,5001,192.168.67.2,36605,4,40.0-50.0,16170,12936,17.749,884,895,98.771,0
20201018082725,100.100.100.10,5001,192.168.67.2,45261,6,40.0-50.0,19110,15288,17.581,1005,1018,98.723,0
20201018082725,100.100.100.10,5001,192.168.67.2,53928,5,40.0-50.0,24990,19992,12.837,1003,1020,98.333,0
20201018082725,100.100.100.10,0,192.168.67.2,0,-1,40.0-50.0,83790,67032,17.749,3896,3953,98.558,0
20201018082735,100.100.100.10,5001,192.168.67.2,36840,3,50.0-60.0,220500,176400,16.044,193605,193755,99.923,0
20201018082735,100.100.100.10,5001,192.168.67.2,36605,4,50.0-60.0,214620,171696,16.713,193732,193878,99.925,0
20201018082735,100.100.100.10,5001,192.168.67.2,45261,6,50.0-60.0,220500,176400,16.673,193604,193754,99.923,0
20201018082735,100.100.100.10,5001,192.168.67.2,53928,5,50.0-60.0,223440,178752,16.510,193602,193754,99.922,0
20201018082735,100.100.100.10,0,192.168.67.2,0,-1,50.0-60.0,879060,703248,16.713,774543,775141,99.923,0
20201018082743,100.100.100.10,5001,192.168.67.2,45261,6,0.0-68.7,4745160,552875,16.201,540678,543906,99.407,1
20201018082743,100.100.100.10,5001,192.168.67.2,36840,3,0.0-68.7,4805430,559858,16.103,540637,543906,99.399,0
20201018082743,100.100.100.10,5001,192.168.67.2,36605,4,0.0-68.7,4798080,559041,15.974,540642,543906,99.400,0
20201018082743,100.100.100.10,5001,192.168.67.2,53928,5,0.0-68.7,4733400,551474,15.116,540686,543906,99.408,0
20201018082743,100.100.100.10,0,192.168.67.2,0,-1,0.0-68.7,19082070,2223163,16.201,2162643,2175624,99.403,1
