# TimeStamp(s) Sum Stdev
1 20.1 0
2 12.8 0
3 15.9 3.65
4 14.8 2.99147
5 17.8 2.6674
6 15.9 2.50392
7 18.9 2.29014
8 21.9 2.31887
9 19.8 2.78879
10 17.9 2.74757
11 22.9 2.60875
12 15.7 2.91992
13 23.9 2.87093
14 27.9 3.19263
15 37.9 3.94187
16 16.9 6.05766
17 14.8 5.92187
18 17.9 5.87699
19 12.8 5.72715
20 15.9 5.78045
21 35.1 5.68231
22 19.6 6.50631
23 18.9 6.35699
24 23.9 6.22039
25 17.9 6.14359
26 16.9 6.03346
27 16.8 5.94458
28 15.9 5.86084
29 19.8 5.79794
30 18.9 5.69728
31 18.2 5.60277
32 17.9 5.51672
33 16.5 5.43691
34 15.9 5.37762
35 27.3 5.33001
36 24.4 5.42168
37 18.9 5.40657
38 13.9 5.33428
39 17.8 5.34212
40 16.9 5.27964
41 19.8 5.2279
42 17.8 5.16423
43 15.8 5.10789
44 19.3 5.07594
45 17.4 5.01793
46 20.9 4.96926
47 18.8 4.92121
48 16.9 4.86898
49 24.8 4.82943
50 17.9 4.84557
51 26.9 4.80082
52 19.9 4.87
53 17.9 4.82341
54 15.9 4.78218
55 24.9 4.76105
56 18.9 4.77592
57 16.9 4.73361
58 24.8 4.70356
59 23.3 4.71597
60 21.9 4.70188
61 20.9 4.67235
62 18.5 4.63695
63 11.8 4.60148
64 14.9 4.6672
65 33.8 4.66494
66 26.9 4.95729
67 15.9 4.99962
68 18.8 4.98371
69 16.9 4.94801
70 19.9 4.92298
71 17.9 4.88781
72 20.9 4.85746
73 18.8 4.82605
74 16.9 4.7938
75 30.3 4.77145
76 18.5 4.89706
77 16.8 4.86666
78 19.9 4.84598
79 33.8 4.8149
80 31.9 5.03902
81 25.9 5.18387
82 18.9 5.19306
83 17.8 5.16286
84 15.9 5.13748
85 20.3 5.12625
86 13.5 5.09614
87 21.9 5.11366
88 15.9 5.08868
89 16.7 5.07756
90 28 5.06
91 17 5.10408
92 15.9 5.08512
93 23.9 5.07433
94 17 5.06423
95 15.9 5.04596
96 23.9 5.0356
97 17.9 5.02639
98 16.9 5.00435
99 19.9 4.98753
100 17.9 4.96228
101 16.9 4.94108
102 20 4.92491
103 18.7 4.90076
104 26.9 4.87804
105 19.9 4.9043
106 22.8 4.8809
107 16 4.86631
108 19.8 4.8577
109 12.8 4.83516
110 20.9 4.85924
111 23.7 4.83832
112 17.1 4.8308
113 15.7 4.8159
114 18.8 4.80972
115 16.9 4.78938
116 19.9 4.77576
117 14 4.75516
118 17.8 4.76388
119 15.7 4.74671
120 28.9 4.74042
121 22.8 4.79555
122 26.1 4.78399
123 14.6 4.799
124 12.9 4.80192
125 15.8 4.82132
126 18.9 4.81436
127 19.1 4.79567
128 15.6 4.77698
129 18.9 4.77149
130 16.9 4.75335
131 19.8 4.74087
132 17.9 4.72279
133 16.8 4.7071
134 19.9 4.69543
135 13.2 4.67798
136 16.8 4.69225
137 14.5 4.68063
138 12.9 4.68271
139 20.8 4.69857
140 18.8 4.68315
141 16.8 4.66667
142 19.9 4.6552
143 18.8 4.63898
144 16.9 4.62299
145 15.3 4.6115
146 18.5 4.60785
147 26.8 4.59256
148 17.5 4.61794
149 18.3 4.60488
150 16.9 4.59023
151 14.9 4.57928
152 12.9 4.57829
153 15.9 4.59257
154 29 4.58559
155 23 4.63729
156 26.8 4.63173
157 24.8 4.65513
158 12.7 4.66024
159 16.1 4.67592
160 14.9 4.66838
161 18.1 4.667
162 16.9 4.65348
163 19.9 4.64297
164 12.6 4.62894
165 20.7 4.64426
166 18.9 4.6315
167 27.8 4.61762
168 15.9 4.65053
169 18.9 4.64414
170 21.8 4.63049
171 19.9 4.6208
172 18.9 4.60748
173 21.8 4.59418
174 19.9 4.58474
175 13.8 4.57175
176 16.9 4.57773
177 25.8 4.56828
178 18.8 4.58141
179 16.9 4.56869
180 16.3 4.55949
181 19.8 4.55232
182 17.5 4.53988
183 15.8 4.52934
184 18.9 4.52425
185 17.9 4.51202
186 15.9 4.50092
187 18.9 4.49552
188 16.9 4.48355
189 25.8 4.47485
190 18.8 4.4884
191 16.8 4.4767
192 14.9 4.46849
193 18.8 4.4678
194 16.8 4.45631
195 34.9 4.44819
196 17.8 4.57616
197 25.9 4.5657
198 18.9 4.57832
199 16.9 4.56684
200 24.9 4.55855
201 18.8 4.56426
202 26.8 4.55304
203 19.9 4.57195
204 18.8 4.56083
205 16.8 4.54981
206 19.8 4.54221
207 22.8 4.53128
208 15.9 4.52664
209 19.8 4.52211
210 17.8 4.51139
211 15.9 4.50191
212 18.9 4.49746
213 17 4.48694
214 25.7 4.47922
215 28.9 4.48989
216 17.9 4.52634
217 15.8 4.51699
218 13.9 4.51311
219 17.8 4.51788
220 15.9 4.50876
221 39.8 4.50443
222 17.9 4.69971
223 16.9 4.6902
224 14.8 4.68267
225 12.8 4.68224
226 15.9 4.69225
227 19.9 4.68744
228 22.8 4.67726
229 15.9 4.67261
230 14.8 4.66794
231 17.8 4.66732
232 20.8 4.65826
233 18.9 4.64924
234 12.8 4.63933
235 15.9 4.64886
236 19.9 4.64418
237 17.8 4.63451
238 25.9 4.62571
239 19.9 4.63589
240 18.9 4.62634
241 16.9 4.61676
242 19.9 4.60975
243 17.8 4.60038
244 15.9 4.59189
245 19.9 4.58756
246 12.9 4.57837
247 11.9 4.58699
248 19.9 4.60139
249 18.8 4.59231
250 16.9 4.58315
251 19.9 4.57631
252 18.8 4.5674
253 16.8 4.5584
254 19.8 4.55189
255 22.8 4.54307
256 15.9 4.53974
257 13.8 4.53558
258 26.9 4.53921
259 15.9 4.55573
260 23.9 4.55156
261 11.9 4.55212
262 15.9 4.56581
263 23.9 4.56159
264 16.9 4.56219
265 25.8 4.55572
266 23.9 4.56518
267 12.9 4.56562
268 15.9 4.57342
269 23.9 4.56932
270 17 4.56981
271 15.8 4.56332
272 18.9 4.55955
273 16.9 4.5512
274 19.9 4.54495
275 18.9 4.53686
276 16.9 4.52863
277 14.9 4.5225
278 18.8 4.52159
279 16.9 4.5135
280 20 4.50742
281 18.8 4.49965
282 16.8 4.49169
283 19.9 4.48589
284 13.9 4.47818
285 16.8 4.48106
286 19.8 4.47531
287 17.9 4.46766
288 15.9 4.46045
289 19.8 4.45671
290 12.8 4.44918
291 15.8 4.45686
292 28.9 4.45334
293 26.9 4.48263
294 15.8 4.498
295 28.8 4.49453
296 36.9 4.52203
297 19.9 4.63033
298 28.8 4.6227
299 16.9 4.6481
300 15.9 4.6423
301 38.8 4.63856
302 16.9 4.76581
303 16.1 4.7599
304 19.6 4.75555
305 17.8 4.74776
306 15.9 4.74072
307 13.8 4.73688
308 17.2 4.73939
309 15.7 4.73312
310 23.9 4.72972
311 26.7 4.72952
312 24.9 4.74076
313 23.8 4.74386
314 16.8 4.74313
315 29.8 4.73766
316 12.9 4.76695
317 25.8 4.77305
318 18.9 4.77942
319 17.8 4.77196
320 15.9 4.76524
321 29.8 4.7616
322 12.9 4.79001
323 15.9 4.79597
324 19.8 4.79231
325 27.8 4.78498
326 25.8 4.8007
327 18.9 4.80664
328 17.9 4.79935
329 16.8 4.7927
330 14.8 4.78747
331 17.8 4.78673
332 15.9 4.78023
333 23.9 4.77671
334 16.9 4.77613
335 20.9 4.77082
336 18.8 4.76447
337 16.9 4.75746
338 14.9 4.75222
339 12.9 4.75125
340 15.9 4.75692
341 19.2 4.75346
342 12.5 4.74648
343 16.3 4.75363
344 19.9 4.74937
345 17.5 4.74259
346 20.8 4.73664
347 28.9 4.73053
348 27.9 4.75197
349 25.8 4.76755
350 18.9 4.77338
351 12.9 4.76661
352 20.8 4.77208
353 19.2 4.76597
354 17.5 4.75922
355 15.8 4.75345
356 18.9 4.75037
357 16.9 4.74374
358 19.9 4.73877
359 18.8 4.73226
360 11.9 4.72573
361 19.8 4.73512
362 17.9 4.72864
363 16.9 4.72265
364 14.9 4.71775
365 17.9 4.71677
366 15.9 4.71082
367 18.9 4.7076
368 16.8 4.70122
369 44.8 4.69652
370 17.9 4.87506
371 31.9 4.869
372 19.9 4.90623
373 18.8 4.89973
374 31.8 4.89323
375 19.9 4.92901
376 18.9 4.92251
377 17.8 4.91602
378 20.9 4.91014
379 19.8 4.90429
380 17.9 4.89787
381 15.9 4.89199
382 28.8 4.88875
383 16.9 4.90622
384 15.9 4.90142
385 35.3 4.89821
386 18.5 4.95875
387 16.9 4.95253
388 14.9 4.94774
389 13.8 4.94659
390 16.9 4.94827
391 15.9 4.94348
392 18.9 4.94023
393 16.9 4.93398
394 15.8 4.92923
395 13.9 4.92618
396 16.9 4.92749
397 15.9 4.92275
398 18.9 4.91951
399 22.8 4.91336
400 15.8 4.91033
401 13.9 4.90731
402 31.9 4.90857
403 14.8 4.94259
404 22.9 4.94156
405 15.9 4.93867
406 18.8 4.93548
407 26.8 4.92946
408 20 4.93737
409 33.7 4.93143
410 32.1 4.97633
411 15.8 5.00984
412 18.9 5.00687
413 16.9 5.00084
414 19.9 4.99627
415 23.9 4.9903
416 26.9 4.98922
417 19.9 4.99679
418 18.8 4.99086
419 26.9 4.98497
420 15.9 4.99244
421 19.9 4.98945
422 17.9 4.98357
423 15.8 4.97821
424 18.8 4.97541
425 32 4.96962
426 15.8 5.00118
427 18.9 4.99839
428 16.9 4.9926
429 29.9 4.98824
430 18.8 5.00803
431 16.8 5.0023
432 14.9 4.9981
433 13.2 4.99705
434 21.8 5.0002
435 19.5 4.99576
436 12.9 4.99001
437 16.8 4.99401
438 19.9 4.98983
439 13.8 4.98419
440 19.3 4.98564
441 30.5 4.97998
442 18.8 5.00238
443 16.9 4.9968
444 19.9 4.99257
445 17.9 4.987
446 25.9 4.9819
447 14.8 4.98581
448 17.8 4.98499
449 15.9 4.98
450 18.9 4.97717
451 21.8 4.97169
452 19.9 4.96748
453 13.9 4.96204
454 17.9 4.96325
455 25.9 4.95827
456 13.9 4.96223
457 17.9 4.96344
458 20.9 4.95849
459 18.9 4.95358
460 26.9 4.94823
461 19.9 4.95525
462 13.9 4.94993
463 16.9 4.95116
464 19.9 4.94715
465 22.9 4.94188
466 15.8 4.93926
467 28.8 4.93675
468 21.9 4.95065
469 20.3 4.9467
