# TimeStamp(s) Latency-avg(ms) Stdev
0 26.669 9.027
10 25.549 8.863
20 24.688 8.324
30 24.667 8.111
40 26.581 9.033
50 26.066 8.67
60 25.171 7.888
70 26.541 8.669
80 26.338 9.073
90 25.818 8.945
100 26.407 9.294
110 26.521 9.064
120 26.041 8.731
130 25.63 8.976
140 27.2 8.541
150 27.517 9.048
160 26.548 8.907
170 26.706 8.948
180 25.357 8.779
190 25.286 8.405
200 25.885 8.8
210 26.144 8.937
220 25.207 9.444
230 26.264 8.746
240 26.734 9.337
250 27.612 8.926
260 26.256 8.855
270 25.306 7.858
280 25.222 9.29
290 25.44 8.668
300 25.334 8.523
310 25.017 10.207
320 23.986 7.813
330 25.89 8.646
340 25.599 8.23
350 25.855 9.157
360 24.725 8.221
370 25.59 8.602
380 25.456 8.574
390 26.206 9.06
400 27.339 9.013
410 25.22 8.998
420 24.642 8.28
430 26.167 8.95
440 27.047 8.9
450 23.859 7.838
460 26.06 8.656
470 25.564 8.501
480 25.583 9.003
490 24.747 8.492
500 26.152 8.65
510 24.872 8.611
520 25.349 8.485
530 25.311 8.631
540 24.639 8.168
550 26.526 8.712
560 25.155 8.739
570 26.015 8.139
580 26.556 8.399
590 25.759 8.679
600 24.862 9.295
610 25.256 8.326
620 25.633 8.611
630 26.245 8.8
640 25.788 8.701
650 25.483 8.102
660 25.118 8.17
670 25.81 8.878
680 25.88 8.967
690 26.901 9.211
700 24.924 8.448
710 25.208 8.038
720 26.743 10.275
730 27.517 9.186
740 25.911 8.594
750 25.225 8.95
760 25.751 8.624
770 25.862 9.045
780 25.815 8.983
790 26.359 8.886
800 25.989 8.519
810 25.465 8.654
820 27.132 9.098
830 25.938 8.737
840 27.393 8.792
850 25.501 8.327
860 24.127 7.725
870 25.605 8.861
880 25.188 8.528
890 24.875 9.302
900 24.199 8.466
910 25.238 9.043
920 26.124 8.469
930 25.828 8.416
940 25.969 8.764
950 26.457 9.433
960 26.583 8.297
970 26.568 8.783
980 26.909 9.188
990 27.081 9.129
1000 24.86 8.04
1010 27.593 9.058
1020 26.512 8.7
1030 25.718 8.45
1040 25.44 8.811
1050 25.707 9.438
1060 25.999 9.245
1070 26.374 9.142
1080 23.7 8.194
1090 23.223 7.588
1100 24 8.831
1110 25.393 8.678
1120 24.839 9.123
1130 25.633 9.041
1140 27.032 9.292
1150 25.946 8.279
1160 25.785 8.72
1170 26.083 8.636
1180 24.354 8.551
1190 24.151 8.141
1200 25.404 8.742
1210 26.213 8.752
1220 25.163 8.624
1230 25.209 8.475
1240 24.179 8.046
1250 25.517 8.429
1260 24.753 8.692
1270 26.345 9.015
1280 25.278 9.28
1290 26.562 8.932
1300 25.691 8.529
1310 24.042 7.575
1320 25.474 8.492
1330 25.572 8.78
1340 26.141 9.461
1350 24.682 8.48
1360 25.513 8.893
1370 24.803 8.782
1380 24.973 9.083
1390 25.984 8.709
1400 25.771 8.647
1410 26.135 9.043
1420 25.266 9.631
1430 25.716 8.196
1440 24.011 7.674
1450 25.211 8.583
1460 25.989 9.072
1470 25.598 8.993
1480 26.357 8.563
1490 25.813 8.496
1500 25.384 8.846
1510 24.227 7.747
1520 25.14 9.776
1530 24.179 8.338
1540 23.538 7.847
1550 23.189 7.653
1560 23.949 8.646
1570 23.513 8
1580 24.393 9.845
1590 25.073 8.054
1600 25.528 8.943
1610 25.592 8.848
1620 26.146 9.548
1630 25.936 9.071
1640 25.083 8.163
1650 24.483 8.828
1660 23.701 7.948
1670 24.949 8.862
1680 25.709 8.622
1690 25.877 8.217
1700 24.117 7.95
1710 25.444 8.734
1720 25.911 9.27
1730 25.364 7.877
1740 23.972 8.676
1750 24.229 8.356
1760 24.662 8.491
1770 25.776 8.599
1780 25.351 8.664
1790 25.803 8.83
1800 25.061 8.745
1810 25.273 9.349
1820 24.901 8.17
1830 24.58 8.511
1840 24.77 8.287
1850 26.068 8.963
1860 26.027 9.182
1870 26.401 9.34
1880 26.524 8.6
1890 26.021 8.371
1900 25.358 8.695
1910 24.729 8.224
1920 24.266 8.715
1930 24.341 8.076
1940 24.867 9.007
1950 24.405 8.819
1960 24.573 8.46
1970 25.347 8.594
1980 25.31 8.732
1990 24.704 8.745
2000 25.276 8.523
2010 24.929 8.668
2020 25.826 9.75
2030 25.787 8.69
2040 26.078 8.642
2050 23.789 7.98
2060 24.132 8.15
2070 24.983 8.295
2080 24.672 8.317
2090 25.003 8.949
2100 23.427 7.874
2110 23.585 7.714
2120 24.833 7.833
2130 24.647 8.608
2140 24.446 8.499
2150 24.803 8.298
2160 25.754 8.966
2170 26.782 8.982
2180 24.63 8.086
2190 23.781 8.336
2200 24.526 9.418
2210 23.339 7.716
2220 24.361 8.806
2230 23.85 8.568
2240 23.337 8.414
2250 22.275 7.568
2260 22.812 8.38
2270 23.612 8.722
2280 25.411 8.821
2290 24.143 8.532
2300 23.952 8.262
2310 25.837 8.876
2320 24.491 8.388
2330 23.583 8.305
2340 25.279 9.166
2350 24.003 8.626
2360 24.466 8.49
2370 25.734 9.066
2380 23.931 8.139
2390 24.294 8.759
2400 25.071 8.755
2410 23.46 7.881
2420 23.301 8.425
2430 24.17 8.719
2440 24.274 9.004
2450 23.399 8.169
2460 24.773 8.367
2470 23.535 8.202
2480 24.884 8.61
2490 24.378 8.5
2500 23.352 8.509
