# TimeStamp(s) Latency-avg(ms) Stdev
0 20.3972 8.559
10 19.8588 8.0284
20 20.3858 8.2086
30 20.2236 8.6042
40 20.4228 7.9306
50 21.0488 7.9976
60 20.6856 8.2904
70 20.4404 7.8048
80 20.502 8.0936
90 20.6586 8.1008
100 20.3992 8.2044
110 20.4814 8.2696
120 20.2278 8.3622
130 20.5396 10.691
140 20.7066 8.4836
150 20.7882 8.5632
160 20.4358 7.9138
170 20.5534 7.9496
180 20.3346 8.207
190 20.285 7.8172
200 20.1624 8.045
210 20.2574 8.4194
220 20.3138 8.1364
230 20.0582 8.0338
240 21.268 8.3268
250 20.6222 8.2638
260 20.6682 8.0496
270 20.1018 7.979
280 20.5478 8.101
290 20.552 7.9278
300 20.6954 8.2454
310 20.1882 8.306
320 20.357 8.2512
330 20.352 8.4386
340 20.849 8.2788
350 20.7428 7.6942
360 20.8808 8.8122
370 20.3928 8.3786
380 20.7198 8.5242
390 20.4302 8.2794
400 20.4758 8.0964
410 20.185 8.369
420 19.9888 8.074
430 21.208 7.9046
440 21.2718 8.117
450 20.6796 8.4416
460 20.5126 8.3134
470 20.4108 7.8862
480 20.69 8.2276
490 20.3038 8.1404
500 20.4762 8.0244
510 19.8594 8.0664
520 20.3376 7.9746
530 20.738 8.3014
540 20.7796 8.1448
550 20.66 8.3046
560 20.4696 7.8876
570 20.3698 8.1366
580 20.0284 8.4318
590 20.3126 7.8546
