# TimeStamp(s) Latency-avg(ms) Stdev
0 15.777 3.1864
10 16.1458 5.5346
20 15.7372 3.0452
30 15.752 3.1024
40 16.5162 8.0634
50 15.7884 3.1582
60 15.7868 3.1546
70 15.69 3.0698
80 15.5138 2.9594
90 15.6634 3.007
100 15.6552 2.9844
110 15.7188 3.0798
120 15.7178 3.1488
130 15.7244 3.092
140 15.824 3.165
150 15.6662 3.097
160 15.7996 3.2504
170 15.5748 3.0348
180 15.5056 2.9946
190 15.578 2.9974
200 15.626 3.0216
210 15.6574 3.0844
220 15.6784 3.0814
230 15.7924 3.2492
240 15.7406 3.254
250 15.7148 3.2106
260 15.6746 3.1572
270 15.4482 2.9586
280 15.5122 2.9928
290 15.552 3.0022
300 15.6098 3.0322
310 15.6248 3.0752
320 15.568 3.0368
330 15.679 3.1368
340 15.6768 3.184
350 15.6534 3.1634
360 15.533 3.1002
370 15.3846 2.9718
380 15.5266 3.021
390 15.532 3.0028
400 15.6258 3.1428
410 15.5476 3.066
420 15.5494 3.0786
430 15.5986 3.1254
440 15.6106 3.1404
450 15.633 3.209
460 15.4256 3.0286
470 15.8044 5.6082
480 15.5026 3.1012
490 15.4958 2.9722
500 15.5708 3.1308
510 15.5368 3.091
520 15.6384 3.2318
530 15.5736 3.1522
540 15.5578 3.1398
550 15.5808 3.1702
560 15.301 2.9642
570 15.4168 2.9964
580 15.481 3.0746
590 15.536 3.0734
