20201018020645,172.20.10.3,5001,172.20.10.8,60773,3,0.0-10.0,3031140,2424912,11.841,8676,0,0.000,-791157135
20201018020655,172.20.10.3,5001,172.20.10.8,60773,3,10.0-20.0,2973810,2379048,29.663,14718,0,0.000,109291922
20201018020705,172.20.10.3,5001,172.20.10.8,60773,3,20.0-30.0,3126690,2501352,7.657,17131,0,0.000,-1537517112
20201018020715,172.20.10.3,5001,172.20.10.8,60773,3,30.0-40.0,2813580,2250864,8.814,15267,0,0.000,-1074679262
20201018020725,172.20.10.3,5001,172.20.10.8,60773,3,40.0-50.0,2815050,2252040,7.364,16368,0,0.000,-2032727234
20201018020735,172.20.10.3,5001,172.20.10.8,60773,3,50.0-60.0,2770950,2216760,8.628,15236,0,0.000,1180545301
20201018020745,172.20.10.3,5001,172.20.10.8,60773,3,60.0-70.0,3203130,2562504,24.451,16141,0,0.000,-56265947
20201018020755,172.20.10.3,5001,172.20.10.8,60773,3,70.0-80.0,3455970,2764776,7.032,14435,0,0.000,1284447505
20201018020805,172.20.10.3,5001,172.20.10.8,60773,3,80.0-90.0,3048780,2439024,9.336,14657,0,0.000,1994357834
20201018020816,172.20.10.3,5001,172.20.10.8,60773,3,90.0-100.0,2669520,2135616,51.534,15012,0,0.000,1901954854
20201018020825,172.20.10.3,5001,172.20.10.8,60773,3,100.0-110.0,2643060,2114448,6.739,15767,0,0.000,125927023
20201018020835,172.20.10.3,5001,172.20.10.8,60773,3,110.0-120.0,2785650,2228520,10.236,15741,0,0.000,-756903967
20201018020845,172.20.10.3,5001,172.20.10.8,60773,3,120.0-130.0,2891490,2313192,7.339,15641,0,0.000,1613783714
20201018020855,172.20.10.3,5001,172.20.10.8,60773,3,130.0-140.0,2937060,2349648,30.256,12234,0,0.000,-2006249479
20201018020905,172.20.10.3,5001,172.20.10.8,60773,3,140.0-150.0,3081120,2464896,11.407,12147,0,0.000,181231155
20201018020915,172.20.10.3,5001,172.20.10.8,60773,3,150.0-160.0,3417750,2734200,6.164,16938,0,0.000,-554512987
20201018020925,172.20.10.3,5001,172.20.10.8,60773,3,160.0-170.0,2841510,2273208,5.128,14253,0,0.000,1722126390
20201018020935,172.20.10.3,5001,172.20.10.8,60773,3,170.0-180.0,3297210,2637768,8.212,17821,0,0.000,-1918007724
20201018020945,172.20.10.3,5001,172.20.10.8,60773,3,180.0-190.0,2994390,2395512,13.307,16060,0,0.000,-1958924687
20201018020955,172.20.10.3,5001,172.20.10.8,60773,3,190.0-200.0,2665110,2132088,8.328,14063,0,0.000,-1007461464
