# TimeStamp(s) Latency-avg(ms) Stdev
0 8.986 2.414
10 9.308 2.919
20 9.426 3.048
30 9.143 2.9275
40 9.0555 2.914
50 9.063 2.795
60 9.1585 2.804
70 9.1625 2.7325
80 9.1525 2.7135
90 9.2295 2.833
100 9.3915 2.999
110 9.4745 3.095
120 9.386 3.0075
130 8.979 2.856
140 9.604 6.54
150 9.088 2.797
160 9.312 2.941
170 9.9365 7.0175
180 9.325 2.909
190 9.1665 2.7015
200 9.255 2.801
210 9.394 3.01
220 9.231 2.8485
230 8.8845 2.7275
240 8.939 2.7685
250 9.109 2.7815
260 9.2035 2.79
270 9.302 2.8515
280 9.241 2.822
290 9.315 2.92
300 9.4245 3.031
310 9.479 3.052
320 9.14 2.891
330 8.922 2.781
340 9.154 2.8975
350 9.347 3.0255
360 9.3815 2.9805
370 9.448 3.054
380 9.3895 2.988
390 9.3785 2.962
400 9.5105 3.082
410 9.4315 3.0205
420 8.892 2.6395
430 9.082 2.877
440 9.244 3.025
450 9.3595 2.984
460 9.4055 3.0345
470 9.478 3.139
480 9.1255 2.5915
490 9.3475 2.9405
500 9.5005 3.122
510 9.2875 2.8975
520 9.098 3.006
530 9.152 2.9025
540 9.13 2.821
550 9.3775 2.9485
560 9.3665 2.9575
570 9.424 3.0755
580 9.346 2.878
590 9.32 2.864
